;Código da Instituição;Nome da Instituição;Categoria Administrativa;Organização Acadêmica;Código do Curso de Graduação;Nome do Curso de Graduação;Código da Região Geográfica do Curso;Código da Unidade Federativa do Curso;Código do Município do Curso;Grau Acadêmico;Modalidade de Ensino;Nome da área do Curso segundo a classificação CINE BRASIL;Nome da Grande Área do Curso segundo a classificação CINE BRASIL;Ano de Ingresso;Ano de Referência;Prazo de Integralização em Anos;Ano de Integralização do Curso;Prazo de Acompanhamento do Curso em anos;Ano Máximo de Acompanhamento do Curso;Quantidade de Ingressantes no Curso;Quantidade de Permanência no Curso no ano de referência;Quantidade de Concluintes no Curso no ano de referência;Quantidade de Desistência no Curso no ano de referência;Quantidade de Falecimentos no Curso no ano de referência;Taxa de Permanência - TAP;Taxa de Conclusão Acumulada - TCA;Taxa de Desistência Acumulada - TODA;Taxa de Conclusão Anual - TCAN;Taxa de Desistência Anual - TDAN
22514;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;66929;PEDAGOGIA;4.0;43.0;4318200.0;2;1;Pedagogia;Educação;2010;2019;5;2014;8;2017;19;0;0;0;0;0;63,2;36,8;0;0
22515;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;66962;ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA;4.0;43.0;4302105.0;1;1;Engenharia de bioprocessos;Engenharia, produção e construção;2010;2019;6;2015;10;2019;23;0;0;0;0;0;30,4;69,6;0;0
22516;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;66966;ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA;4.0;43.0;4313409.0;1;1;Engenharia de bioprocessos;Engenharia, produção e construção;2010;2019;6;2015;10;2019;33;0;2;0;0;0;27,3;72,7;6,1;0
22517;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;66968;ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA;4.0;43.0;4316808.0;1;1;Engenharia de bioprocessos;Engenharia, produção e construção;2010;2019;6;2015;10;2019;30;0;0;0;0;0;10;90;0;0
22518;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;66972;ADMINISTRAÇÃO EM SISTEMAS E SERVIÇOS DE SAÚDE;4.0;43.0;4314902.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;31;0;0;0;0;0;38,7;61,3;0;0
22519;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;66974;AUTOMAÇÃO INDUSTRIAL;4.0;43.0;4313409.0;3;1;Automação industrial;Engenharia, produção e construção;2010;2019;4;2013;7;2016;61;0;1;1;0;0;18;82;1,6;1,6
22520;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;66978;ENGENHARIA EM SISTEMAS DIGITAIS;4.0;43.0;4309308.0;1;1;Engenharia de computação (DCN Engenharia);Engenharia, produção e construção;2010;2019;6;2015;10;2019;35;0;0;0;0;0;0;100;0;0
22521;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;73881;GESTÃO AMBIENTAL;4.0;43.0;4318200.0;3;1;Gestão ambiental;Engenharia, produção e construção;2010;2019;4;2013;7;2016;27;0;0;0;0;0;77,8;22,2;0;0
22522;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;73885;ENGENHARIA EM ENERGIA;4.0;43.0;4313409.0;1;1;Engenharia de energia;Engenharia, produção e construção;2010;2019;6;2015;10;2019;40;0;0;0;0;0;17,5;82,5;0;0
22523;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;86685;ARTES VISUAIS;4.0;43.0;4312401.0;2;1;Artes visuais formação de professor;Educação;2010;2019;5;2014;8;2017;21;0;0;0;0;0;66,7;33,3;0;0
22524;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;86708;DANÇA;4.0;43.0;4312401.0;2;1;Dança formação de professor;Educação;2010;2019;5;2014;8;2017;18;0;0;0;0;0;61,1;38,9;0;0
22525;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;86712;MÚSICA;4.0;43.0;4312401.0;2;1;Música formação de professor;Educação;2010;2019;5;2014;8;2017;19;0;0;0;0;0;84,2;15,8;0;0
22526;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;86744;TEATRO;4.0;43.0;4312401.0;2;1;Teatro formação de professor;Educação;2010;2019;5;2014;8;2017;19;0;0;0;0;0;68,4;31,6;0;0
22527;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;105257;CIÊNCIAS BIOLÓGICAS;4.0;43.0;4313508.0;1;1;Biologia;Ciências naturais, matemática e estatística;2010;2019;5;2014;9;2018;20;0;0;0;0;0;20;80;0;0
22528;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;150122;PEDAGOGIA;4.0;43.0;4318903.0;2;1;Pedagogia;Educação;2010;2019;5;2014;8;2017;37;0;0;0;0;0;78,4;21,6;0;0
22529;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;5000093;ADMINISTRAÇÃO;4.0;43.0;4308508.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;41;0;0;0;0;0;63,4;36,6;0;0
22530;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;5000094;ADMINISTRAÇÃO;4.0;43.0;4314902.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;44;1;0;0;0;2,3;25;72,7;0;0
22531;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;5000096;AGROINDÚSTRIA;4.0;43.0;4303004.0;3;1;Agroindústria;Agricultura, silvicultura, pesca e veterinária;2010;2019;4;2013;7;2016;18;0;0;0;0;0;27,8;72,2;0;0
22532;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;5000097;AGROINDÚSTRIA;4.0;43.0;4305108.0;3;1;Agroindústria;Agricultura, silvicultura, pesca e veterinária;2010;2019;4;2013;7;2016;27;0;0;0;0;0;11,1;88,9;0;0
22533;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;5000100;AGROINDÚSTRIA;4.0;43.0;4306106.0;3;1;Agroindústria;Agricultura, silvicultura, pesca e veterinária;2010;2019;4;2013;7;2016;37;0;0;0;0;0;32,4;67,6;0;0
22534;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;5000101;AGROINDÚSTRIA;4.0;43.0;4306809.0;3;1;Agroindústria;Agricultura, silvicultura, pesca e veterinária;2010;2019;4;2013;7;2016;33;0;0;0;0;0;51,5;48,5;0;0
22535;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;5000102;AGROINDÚSTRIA;4.0;43.0;4310009.0;3;1;Agroindústria;Agricultura, silvicultura, pesca e veterinária;2010;2019;4;2013;7;2016;10;0;0;0;0;0;0;100;0;0
22536;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;5000106;AGROINDÚSTRIA;4.0;43.0;4316600.0;3;1;Agroindústria;Agricultura, silvicultura, pesca e veterinária;2010;2019;4;2013;7;2016;8;0;0;0;0;0;12,5;87,5;0;0
22537;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;5000109;AGROINDÚSTRIA;4.0;43.0;4317103.0;3;1;Agroindústria;Agricultura, silvicultura, pesca e veterinária;2010;2019;4;2013;7;2016;32;0;0;0;0;0;21,9;78,1;0;0
22538;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;5000110;AGROINDÚSTRIA;4.0;43.0;4321907.0;3;1;Agroindústria;Agricultura, silvicultura, pesca e veterinária;2010;2019;4;2013;7;2016;25;0;0;0;0;0;80;20;0;0
22539;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;5000112;AGROPECUÁRIA INTEGRADA;4.0;43.0;4303004.0;3;1;Agropecuária;Agricultura, silvicultura, pesca e veterinária;2010;2019;4;2013;7;2016;25;0;0;0;0;0;16;84;0;0
22540;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;5000114;AGROPECUÁRIA INTEGRADA;4.0;43.0;4318903.0;3;1;Agropecuária;Agricultura, silvicultura, pesca e veterinária;2010;2019;4;2013;7;2016;13;0;0;0;0;0;46,2;53,8;0;0
22541;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;5000116;AGROPECUÁRIA INTEGRADA;4.0;43.0;4322509.0;3;1;Agropecuária;Agricultura, silvicultura, pesca e veterinária;2010;2019;4;2013;7;2016;30;0;0;0;0;0;23,3;76,7;0;0
22542;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;5000128;FRUTICULTURA;4.0;43.0;4301602.0;3;1;Fruticultura;Agricultura, silvicultura, pesca e veterinária;2010;2019;4;2013;7;2016;33;0;0;0;0;0;39,4;60,6;0;0
22543;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;5000130;FRUTICULTURA;4.0;43.0;4307005.0;3;1;Fruticultura;Agricultura, silvicultura, pesca e veterinária;2010;2019;4;2013;7;2016;19;0;0;0;0;0;21,1;78,9;0;0
22544;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;5000494;GESTÃO AMBIENTAL;4.0;43.0;4307005.0;3;1;Gestão ambiental;Engenharia, produção e construção;2010;2019;4;2013;7;2016;21;0;0;0;0;0;33,3;66,7;0;0
22545;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;2;1;5000495;GESTÃO AMBIENTAL;4.0;43.0;4321105.0;3;1;Gestão ambiental;Engenharia, produção e construção;2010;2019;4;2013;7;2016;36;0;0;0;0;0;41,7;58,3;0;0
22553;3339;FACULDADE IDEAU DE GETÚLIO VARGAS;4;3;74106;ADMINISTRAÇÃO;4.0;43.0;4308904.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;101;0;0;4;0;0;19,8;80,2;0;4
22554;3339;FACULDADE IDEAU DE GETÚLIO VARGAS;4;3;74112;CIÊNCIAS CONTÁBEIS;4.0;43.0;4308904.0;1;1;Contabilidade;Negócios, administração e direito;2010;2019;5;2014;8;2017;37;0;0;2;0;0;0;100;0;5,4
22555;3339;FACULDADE IDEAU DE GETÚLIO VARGAS;4;3;94206;TURISMO;4.0;43.0;4308904.0;1;1;Turismo;Serviços;2010;2019;4;2013;7;2016;33;0;0;0;0;0;3;97;0;0
22556;3339;FACULDADE IDEAU DE GETÚLIO VARGAS;4;3;104696;PEDAGOGIA;4.0;43.0;4308904.0;2;1;Pedagogia;Educação;2010;2019;5;2014;8;2017;21;0;0;0;0;0;42,9;57,1;0;0
22557;3339;FACULDADE IDEAU DE GETÚLIO VARGAS;4;3;110278;AGRONOMIA;4.0;43.0;4308904.0;1;1;Agronomia;Agricultura, silvicultura, pesca e veterinária;2010;2019;6;2015;10;2019;65;0;0;2;0;0;18,5;81,5;0;3,1
22558;3339;FACULDADE IDEAU DE GETÚLIO VARGAS;4;3;112526;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;4.0;43.0;4308904.0;3;1;Sistemas de informação;Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;4;2013;6;2015;37;0;0;0;0;0;21,6;78,4;0;0
22559;3339;FACULDADE IDEAU DE GETÚLIO VARGAS;4;3;113012;DESIGN DE MODA;4.0;43.0;4308904.0;3;1;Moda;Artes e humanidades;2010;2019;4;2013;7;2016;24;0;0;0;0;0;20,8;79,2;0;0
22560;3339;FACULDADE IDEAU DE GETÚLIO VARGAS;4;3;114230;EDUCAÇÃO FÍSICA;4.0;43.0;4308904.0;2;1;Educação física formação de professor;Educação;2010;2019;5;2014;8;2017;34;0;0;0;0;0;11,8;88,2;0;0
22713;3443;FACULDADE INEDI;4;3;79480;CIÊNCIAS CONTÁBEIS;4.0;43.0;4303103.0;1;1;Contabilidade;Negócios, administração e direito;2010;2019;5;2014;8;2017;193;0;2;0;0;0;24,9;75,1;1;0
22714;3443;FACULDADE INEDI;4;3;79482;ADMINISTRAÇÃO;4.0;43.0;4303103.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;62;0;0;0;0;0;59,7;40,3;0;0
22715;3443;FACULDADE INEDI;4;3;79483;ADMINISTRAÇÃO;4.0;43.0;4303103.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;239;0;0;0;0;0;25,9;74,1;0;0
22716;3443;FACULDADE INEDI;4;3;107082;PEDAGOGIA;4.0;43.0;4303103.0;2;1;Pedagogia;Educação;2010;2019;5;2014;8;2017;203;0;0;0;0;0;20,7;79,3;0;0
22717;3443;FACULDADE INEDI;4;3;107621;MATEMÁTICA;4.0;43.0;4303103.0;2;1;Matemática formação de professor;Educação;2010;2019;5;2014;8;2017;59;0;0;0;0;0;28,8;71,2;0;0
22718;3443;FACULDADE INEDI;4;3;1071067;COMÉRCIO EXTERIOR;4.0;43.0;4303103.0;3;1;Comércio exterior;Negócios, administração e direito;2010;2019;3;2012;4;2013;95;0;0;0;0;0;0;100;0;0
22719;3443;FACULDADE INEDI;4;3;5000002;PSICOLOGIA;4.0;43.0;4303103.0;1;1;Psicologia;Ciências sociais, comunicação e informação;2010;2019;6;2015;10;2019;239;2;6;2;0;0,8;24,7;74,5;2,5;0,8
22789;3523;FACULDADE DE DIREITO DA FUNDAÇÃO ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO;5;3;92173;DIREITO;4.0;43.0;4314902.0;1;1;Direito;Negócios, administração e direito;2010;2019;6;2015;10;2019;331;2;1;0;0;0,6;24,5;74,9;0,3;0
22811;3538;FACULDADE FAE SÉVIGNÉ PORTO ALEGRE;5;3;98147;PEDAGOGIA;4.0;43.0;4314902.0;2;1;Pedagogia;Educação;2010;2019;5;2014;8;2017;37;0;0;0;0;0;0;100;0;0
22812;3538;FACULDADE FAE SÉVIGNÉ PORTO ALEGRE;5;3;110424;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;4.0;43.0;4314902.0;3;1;Sistemas de informação;Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;4;2013;6;2015;23;0;0;0;0;0;4,3;95,7;0;0
22813;3538;FACULDADE FAE SÉVIGNÉ PORTO ALEGRE;5;3;112420;GESTÃO DE RECURSOS HUMANOS;4.0;43.0;4314902.0;3;1;Gestão de pessoas;Negócios, administração e direito;2010;2019;3;2012;5;2014;51;0;0;0;0;0;27,5;72,5;0;0
22814;3538;FACULDADE FAE SÉVIGNÉ PORTO ALEGRE;5;3;112428;GESTÃO FINANCEIRA;4.0;43.0;4314902.0;3;1;Gestão financeira;Negócios, administração e direito;2010;2019;3;2012;5;2014;22;0;0;0;0;0;22,7;77,3;0;0
22815;3541;FACULDADE DE TAPEJARA;5;3;110430;ADMINISTRAÇÃO;4.0;43.0;4320909.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;29;12;0;0;0;41,4;34,5;24,1;0;0
22817;3543;FACULDADE NOVO HAMBURGO;5;3;101454;ADMINISTRAÇÃO;4.0;43.0;4313409.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;42;0;0;0;0;0;38,1;61,9;0;0
22818;3543;FACULDADE NOVO HAMBURGO;5;3;119946;REDES DE COMPUTADORES;4.0;43.0;4313409.0;3;1;Redes de computadores;Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;3;2012;5;2014;21;0;0;1;0;0;25;75;0;5
22819;3543;FACULDADE NOVO HAMBURGO;5;3;1029469;CIÊNCIAS BIOLÓGICAS;4.0;43.0;4313409.0;2;1;Biologia formação de professor;Educação;2010;2019;5;2014;9;2018;6;0;0;0;0;0;0;100;0;0
22840;3596;FACULDADE AMÉRICA LATINA;4;3;87254;DESIGN;4.0;43.0;4305108.0;1;1;Design;Artes e humanidades;2010;2019;4;2013;6;2015;172;0;0;0;0;0;1,2;98,8;0;0
22841;3596;FACULDADE AMÉRICA LATINA;4;3;87255;DESIGN;4.0;43.0;4305108.0;1;1;Design;Artes e humanidades;2010;2019;5;2014;8;2017;10;0;0;0;0;0;0;100;0;0
22842;3596;FACULDADE AMÉRICA LATINA;4;3;116818;ADMINISTRAÇÃO;4.0;43.0;4305108.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;62;0;0;0;0;0;0;100;0;0
22843;3596;FACULDADE AMÉRICA LATINA;4;3;118962;CIÊNCIAS CONTÁBEIS;4.0;43.0;4305108.0;1;1;Contabilidade;Negócios, administração e direito;2010;2019;4;2013;7;2016;10;0;0;0;0;0;0;100;0;0
23043;3697;FACULDADE FAMERCOSUL;5;3;114216;RADIOLOGIA;4.0;43.0;4314902.0;3;1;Radiologia;Saúde e bem-estar;2010;2019;4;2013;7;2016;75;0;0;0;0;0;53,3;46,7;0;0
23044;3699;FACULDADE ECOAR;4;3;86474;ADMINISTRAÇÃO;4.0;43.0;4314100.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;5;0;0;0;0;0;20;80;0;0
23045;3699;FACULDADE ECOAR;4;3;113935;GESTÃO AMBIENTAL;4.0;43.0;4314100.0;3;1;Gestão ambiental;Engenharia, produção e construção;2010;2019;3;2012;5;2014;23;0;0;0;0;0;39,1;60,9;0;0
23073;3768;Faculdade IBGEN;4;3;79548;ADMINISTRAÇÃO;4.0;43.0;4314902.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;59;1;0;1;0;1,7;35,6;62,7;0;1,7
23074;3768;Faculdade IBGEN;4;3;100109;SISTEMA DE INFORMAÇÃO;4.0;43.0;4314902.0;1;1;Sistemas de informação;Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;5;2014;8;2017;15;0;0;0;0;0;13,3;86,7;0;0
23075;3768;Faculdade IBGEN;4;3;107574;REDES DE COMPUTADORES;4.0;43.0;4314902.0;3;1;Redes de computadores;Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;3;2012;5;2014;84;0;0;0;0;0;40,5;59,5;0;0
23076;3768;Faculdade IBGEN;4;3;107576;SISTEMAS PARA INTERNET;4.0;43.0;4314902.0;3;1;Sistemas para internet;Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;3;2012;5;2014;76;0;0;0;0;0;43,4;56,6;0;0
23077;3768;Faculdade IBGEN;4;3;107578;LOGÍSTICA;4.0;43.0;4314902.0;3;1;Logística;Negócios, administração e direito;2010;2019;3;2012;4;2013;32;0;0;0;0;0;34,4;65,6;0;0
23078;3768;Faculdade IBGEN;4;3;107580;GESTÃO DE SEGURANÇA PRIVADA;4.0;43.0;4314902.0;3;1;Segurança privada;Serviços;2010;2019;3;2012;4;2013;46;0;0;0;0;0;45,7;54,3;0;0
23079;3768;Faculdade IBGEN;4;3;110181;GESTÃO DE RECURSOS HUMANOS;4.0;43.0;4314902.0;3;1;Gestão de pessoas;Negócios, administração e direito;2010;2019;3;2012;4;2013;28;0;0;0;0;0;42,9;57,1;0;0
23080;3768;Faculdade IBGEN;4;3;110184;GESTÃO FINANCEIRA;4.0;43.0;4314902.0;3;1;Gestão financeira;Negócios, administração e direito;2010;2019;3;2012;4;2013;19;0;0;0;0;0;52,6;47,4;0;0
23081;3768;Faculdade IBGEN;4;3;110186;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;4.0;43.0;4314902.0;3;1;Gestão da tecnologia da informação;Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;3;2012;5;2014;20;0;0;0;0;0;35;65;0;0
23082;3768;Faculdade IBGEN;4;3;110369;PSICOLOGIA;4.0;43.0;4314902.0;1;1;Psicologia;Ciências sociais, comunicação e informação;2010;2019;6;2015;10;2019;39;3;0;0;0;7,7;10,3;82,1;0;0
23083;3768;Faculdade IBGEN;4;3;110456;GESTÃO COMERCIAL;4.0;43.0;4314902.0;3;1;Gestão comercial;Negócios, administração e direito;2010;2019;3;2012;4;2013;54;0;0;0;0;0;33,3;66,7;0;0
23147;3804;FACULDADE SENAC PORTO ALEGRE - FSPOA;5;3;69212;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;4.0;43.0;4314902.0;3;1;Sistemas de informação;Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;4;2013;6;2015;318;0;0;1;0;0;16,7;83,3;0;0,3
23148;3804;FACULDADE SENAC PORTO ALEGRE - FSPOA;5;3;69220;MARKETING;4.0;43.0;4314902.0;3;1;Marketing;Negócios, administração e direito;2010;2019;3;2012;5;2014;168;0;0;0;0;0;45,8;54,2;0;0
23149;3804;FACULDADE SENAC PORTO ALEGRE - FSPOA;5;3;72555;HOTELARIA;4.0;43.0;4314902.0;3;1;Hotelaria;Serviços;2010;2019;3;2012;5;2014;98;0;0;0;0;0;23,5;76,5;0;0
23150;3804;FACULDADE SENAC PORTO ALEGRE - FSPOA;5;3;82716;ADMINISTRAÇÃO;4.0;43.0;4314902.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;133;0;0;0;0;0;24,1;75,9;0;0
23151;3804;FACULDADE SENAC PORTO ALEGRE - FSPOA;5;3;120130;GESTÃO DE RECURSOS HUMANOS;4.0;43.0;4314902.0;3;1;Gestão de pessoas;Negócios, administração e direito;2010;2019;3;2012;5;2014;149;0;1;0;0;0;49,7;50,3;0,7;0
23152;3804;FACULDADE SENAC PORTO ALEGRE - FSPOA;5;3;120134;GESTÃO FINANCEIRA;4.0;43.0;4314902.0;3;1;Gestão financeira;Negócios, administração e direito;2010;2019;3;2012;5;2014;71;0;0;0;0;0;38,6;61,4;0;0
23153;3804;FACULDADE SENAC PORTO ALEGRE - FSPOA;5;3;1043970;DESIGN DE MODA;4.0;43.0;4314902.0;3;1;Moda;Artes e humanidades;2010;2019;3;2012;5;2014;111;0;0;0;0;0;39,6;60,4;0;0
23154;3804;FACULDADE SENAC PORTO ALEGRE - FSPOA;5;3;1043986;REDES DE COMPUTADORES;4.0;43.0;4314902.0;3;1;Redes de computadores;Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;4;2013;6;2015;225;0;0;1;0;0;20,9;79,1;0;0,4
23299;3878;FACULDADE DECISION DE NEGÓCIOS;4;3;96983;ADMINISTRAÇÃO;4.0;43.0;4314902.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;60;0;0;0;0;0;28,8;71,2;0;0
23578;4006;FACULDADE DE TECNOLOGIA SENAC PELOTAS;5;3;74677;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;4.0;43.0;4314407.0;3;1;Sistemas de informação;Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;4;2013;6;2015;76;0;0;0;0;0;22,4;77,6;0;0
23579;4006;FACULDADE DE TECNOLOGIA SENAC PELOTAS;5;3;74683;MARKETING;4.0;43.0;4314407.0;3;1;Marketing;Negócios, administração e direito;2010;2019;3;2012;5;2014;44;0;0;0;0;0;40,9;59,1;0;0
23580;4006;FACULDADE DE TECNOLOGIA SENAC PELOTAS;5;3;120682;REDES DE COMPUTADORES;4.0;43.0;4314407.0;3;1;Redes de computadores;Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;4;2013;6;2015;29;0;0;0;0;0;41,4;58,6;0;0
23581;4006;FACULDADE DE TECNOLOGIA SENAC PELOTAS;5;3;120684;PROCESSOS GERENCIAIS;4.0;43.0;4314407.0;3;1;Gestão de negócios;Negócios, administração e direito;2010;2019;3;2012;5;2014;20;0;0;0;0;0;60;40;0;0
23586;4008;FACULDADE DE TECNOLOGIA SENAC PASSO FUNDO;5;3;74689;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;4.0;43.0;4314100.0;3;1;Sistemas de informação;Computação e Tecnologias da Informação e Comunicação (TIC);2010;2019;4;2013;6;2015;45;0;0;0;0;0;24,4;75,6;0;0
23592;4010;CENTRO UNIVERSITÁRIO METODISTA;5;2;9017;TERAPIA OCUPACIONAL;4.0;43.0;4314902.0;1;1;Terapia ocupacional;Saúde e bem-estar;2010;2019;5;2014;8;2017;11;8;0;0;0;72,7;27,3;0;0;0
23593;4010;CENTRO UNIVERSITÁRIO METODISTA;5;2;9018;FISIOTERAPIA;4.0;43.0;4314902.0;1;1;Fisioterapia;Saúde e bem-estar;2010;2019;6;2015;10;2019;173;68;1;0;0;39,5;43,6;16,9;0,6;0
23594;4010;CENTRO UNIVERSITÁRIO METODISTA;5;2;15762;NUTRIÇÃO;4.0;43.0;4314902.0;1;1;Nutrição;Saúde e bem-estar;2010;2019;5;2014;8;2017;67;18;0;0;0;26,9;64,2;9;0;0
23595;4010;CENTRO UNIVERSITÁRIO METODISTA;5;2;15763;FONOAUDIOLOGIA;4.0;43.0;4314902.0;1;1;Fonoaudiologia;Saúde e bem-estar;2010;2019;5;2014;8;2017;13;5;0;0;0;38,5;53,8;7,7;0;0
23596;4010;CENTRO UNIVERSITÁRIO METODISTA;5;2;21309;TURISMO;4.0;43.0;4314902.0;1;1;Turismo;Serviços;2010;2019;4;2013;7;2016;36;13;0;0;0;36,1;47,2;16,7;0;0
23597;4010;CENTRO UNIVERSITÁRIO METODISTA;5;2;56442;DIREITO;4.0;43.0;4314902.0;1;1;Direito;Negócios, administração e direito;2010;2019;6;2015;10;2019;142;71;3;0;0;50;33,1;16,9;2,1;0
23598;4010;CENTRO UNIVERSITÁRIO METODISTA;5;2;74816;ADMINISTRAÇÃO;4.0;43.0;4314902.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;45;20;0;0;0;44,4;42,2;13,3;0;0
23599;4010;CENTRO UNIVERSITÁRIO METODISTA;5;2;74904;ADMINISTRAÇÃO COM HABILITAÇÃO EM ADMINISTRAÇÃO DE EMPRESAS;4.0;43.0;4314902.0;1;1;Administração;Negócios, administração e direito;2010;2019;5;2014;8;2017;102;0;0;0;0;0;36,3;63,7;0;0
23600;4010;CENTRO UNIVERSITÁRIO METODISTA;5;2;75703;BIOMEDICINA;4.0;43.0;4314902.0;1;1;Biomedicina;Saúde e bem-estar;2010;2019;5;2014;8;2017;64;21;1;0;0;32,8;42,2;25;1,6;0
23601;4010;CENTRO UNIVERSITÁRIO METODISTA;5;2;75705;ENFERMAGEM;4.0;43.0;4314902.0;1;1;Enfermagem;Saúde e bem-estar;2010;2019;6;2015;10;2019;148;44;1;0;0;29,9;60,5;9,5;0,7;0
23602;4010;CENTRO UNIVERSITÁRIO METODISTA;5;2;75713;CIÊNCIAS BIOLÓGICAS;4.0;43.0;4314902.0;2;1;Biologia formação de professor;Educação;2010;2019;4;2013;7;2016;23;12;0;0;0;52,2;43,5;4,3;0;0
23603;4010;CENTRO UNIVERSITÁRIO METODISTA;5;2;75715;CIÊNCIAS CONTÁBEIS;4.0;43.0;4314902.0;1;1;Contabilidade;Negócios, administração e direito;2010;2019;5;2014;8;2017;55;22;0;0;0;40;36,4;23,6;0;0
23604;4010;CENTRO UNIVERSITÁRIO METODISTA;5;2;75717;FARMÁCIA;4.0;43.0;4314902.0;1;1;Farmácia;Saúde e bem-estar;2010;2019;6;2015;10;2019;58;16;0;0;0;27,6;34,5;37,9;0;0
23605;4010;CENTRO UNIVERSITÁRIO METODISTA;5;2;75724;PEDAGOGIA;4.0;43.0;4314902.0;2;1;Pedagogia;Educação;2010;2019;5;2014;8;2017;33;14;0;0;0;42,4;36,4;21,2;0;0
