;Nome da Instituição;Nome do Curso de Graduação;Quantia de Bolsas;Código do Curso de Graduação;Quantidade de Ingressantes no Curso;Quantidade de Desistências;Nome da Grande Área do Curso segundo a classificação CINE BRASIL;Percentual de Bolsas
290;universidade de caxias do sul;medicina veterinária;21;1190503;2688;593.0;agricultura, silvicultura, pesca e veterinária;0.78
291;universidade de caxias do sul;música;2;1105328;384;121.0;educação;0.52
292;universidade de caxias do sul;nutrição;24;72777;1000;320.0;saúde e bem-estar;2.4
293;universidade de caxias do sul;pedagogia;84;98307;1464;475.0;educação;5.74
294;universidade de caxias do sul;polímeros;3;18043;96;32.0;engenharia, produção e construção;3.12
295;universidade de caxias do sul;processos gerenciais;5;1115907;432;130.0;negócios, administração e direito;1.16
296;universidade de caxias do sul;psicologia;42;29733;2112;668.0;ciências sociais, comunicação e informação;1.99
297;universidade de caxias do sul;química;1;1129806;112;43.0;ciências naturais, matemática e estatística;0.89
298;universidade de caxias do sul;radiologia;1;1168449;168;72.0;saúde e bem-estar;0.6
299;universidade de caxias do sul;serviço social;22;1098;480;184.0;saúde e bem-estar;4.58
300;universidade de caxias do sul;tecnologias digitais;10;75926;440;247.0;computação e tecnologias da informação e comunicação (tic);2.27
301;universidade de caxias do sul;turismo;1;1168445;184;57.0;serviços;0.54
302;universidade de cruz alta;administração;6;9229;456;120.0;negócios, administração e direito;1.32
303;universidade de cruz alta;agronomia;13;9228;1488;303.0;agricultura, silvicultura, pesca e veterinária;0.87
304;universidade de cruz alta;arquitetura e urbanismo;7;18051;736;240.0;engenharia, produção e construção;0.95
305;universidade de cruz alta;biomedicina;7;69109;232;53.0;saúde e bem-estar;3.02
306;universidade de cruz alta;ciência da computação;12;20966;224;55.0;computação e tecnologias da informação e comunicação (tic);5.36
307;universidade de cruz alta;ciências contábeis;10;9236;224;61.0;negócios, administração e direito;4.46
308;universidade de cruz alta;direito;6;9227;1168;215.0;negócios, administração e direito;0.51
309;universidade de cruz alta;educação física;14;9225;368;116.0;educação;3.8
310;universidade de cruz alta;enfermagem;14;18052;472;96.0;saúde e bem-estar;2.97
311;universidade de cruz alta;estética e cosmética;14;112062;304;115.0;serviços;4.61
312;universidade de cruz alta;farmácia;10;18053;200;38.0;saúde e bem-estar;5.0
313;universidade de cruz alta;fisioterapia;12;9226;448;113.0;saúde e bem-estar;2.68
314;universidade de cruz alta;jornalismo;11;35859;208;46.0;ciências sociais, comunicação e informação;5.29
315;universidade de cruz alta;medicina veterinária;15;19005;864;215.0;agricultura, silvicultura, pesca e veterinária;1.74
316;universidade de passo fundo;administração;247;1729;4200;1445.0;negócios, administração e direito;5.88
317;universidade de passo fundo;agronegócio;8;1279396;176;75.0;agricultura, silvicultura, pesca e veterinária;4.55
318;universidade de passo fundo;agronomia;30;1728;1368;356.0;agricultura, silvicultura, pesca e veterinária;2.19
319;universidade de passo fundo;análise e desenvolvimento de sistemas;50;98361;768;336.0;computação e tecnologias da informação e comunicação (tic);6.51
320;universidade de passo fundo;arquitetura e urbanismo;14;1786;928;249.0;engenharia, produção e construção;1.51
321;universidade de passo fundo;artes visuais;13;88502;408;139.0;educação;3.19
322;universidade de passo fundo;ciência da computação;34;1721;520;195.0;computação e tecnologias da informação e comunicação (tic);6.54
323;universidade de passo fundo;ciências biológicas;18;66005;584;225.0;ciências naturais, matemática e estatística;3.08
324;universidade de passo fundo;ciências contábeis;212;1734;2656;704.0;negócios, administração e direito;7.98
325;universidade de passo fundo;ciências econômicas;17;1735;296;99.0;ciências sociais, comunicação e informação;5.74
326;universidade de passo fundo;comércio exterior;15;1133188;328;129.0;negócios, administração e direito;4.57
327;universidade de passo fundo;design de moda;18;115484;368;93.0;artes e humanidades;4.89
328;universidade de passo fundo;design de produto;12;115478;264;95.0;artes e humanidades;4.55
329;universidade de passo fundo;design gráfico;8;111744;496;212.0;artes e humanidades;1.61
330;universidade de passo fundo;direito;124;1736;3896;947.0;negócios, administração e direito;3.18
331;universidade de passo fundo;educação física;55;1724;2248;719.0;educação;2.45
332;universidade de passo fundo;enfermagem;34;1727;568;207.0;saúde e bem-estar;5.99
333;universidade de passo fundo;engenharia civil;34;1748;1856;615.0;engenharia, produção e construção;1.83
334;universidade de passo fundo;engenharia de alimentos;26;20948;248;139.0;engenharia, produção e construção;10.48
335;universidade de passo fundo;engenharia de produção;51;86484;1160;423.0;engenharia, produção e construção;4.4
336;universidade de passo fundo;engenharia elétrica;27;1109501;800;308.0;engenharia, produção e construção;3.38
337;universidade de passo fundo;engenharia mecânica;57;1718;1984;719.0;engenharia, produção e construção;2.87
338;universidade de passo fundo;engenharia química;5;1266269;344;68.0;engenharia, produção e construção;1.45
339;universidade de passo fundo;estética e cosmética;18;115482;856;174.0;serviços;2.1
340;universidade de passo fundo;fabricação mecânica;44;111740;616;314.0;engenharia, produção e construção;7.14
341;universidade de passo fundo;farmácia;12;18483;224;32.0;saúde e bem-estar;5.36
342;universidade de passo fundo;filosofia;13;1738;168;49.0;educação;7.74
343;universidade de passo fundo;fisioterapia;15;20949;544;93.0;saúde e bem-estar;2.76
344;universidade de passo fundo;fonoaudiologia;4;64832;360;54.0;saúde e bem-estar;1.11
345;universidade de passo fundo;física;10;73302;240;79.0;educação;4.17
346;universidade de passo fundo;gestão comercial;14;1107869;256;67.0;negócios, administração e direito;5.47
347;universidade de passo fundo;gestão de recursos humanos;10;115500;344;127.0;negócios, administração e direito;2.91
348;universidade de passo fundo;história;7;1740;536;203.0;educação;1.31
349;universidade de passo fundo;jornalismo;34;29604;688;210.0;ciências sociais, comunicação e informação;4.94
350;universidade de passo fundo;letras - português e espanhol;17;88496;264;117.0;educação;6.44
351;universidade de passo fundo;logística;15;115512;280;100.0;negócios, administração e direito;5.36
352;universidade de passo fundo;matemática;18;1717;312;152.0;educação;5.77
353;universidade de passo fundo;medicina;17;1725;816;78.0;saúde e bem-estar;2.08
354;universidade de passo fundo;medicina veterinária;15;18484;928;170.0;agricultura, silvicultura, pesca e veterinária;1.62
355;universidade de passo fundo;música;4;1750;424;135.0;educação;0.94
356;universidade de passo fundo;música - canto;2;24815;80;30.0;artes e humanidades;2.5
357;universidade de passo fundo;nutrição;9;64836;400;93.0;saúde e bem-estar;2.25
358;universidade de passo fundo;odontologia;22;1726;832;146.0;saúde e bem-estar;2.64
359;universidade de passo fundo;pedagogia;24;1741;1552;498.0;educação;1.55
360;universidade de passo fundo;psicologia;33;47663;1056;207.0;ciências sociais, comunicação e informação;3.12
361;universidade de passo fundo;química;35;57548;544;228.0;ciências naturais, matemática e estatística;6.43
362;universidade de passo fundo;secretariado executivo;12;18482;152;50.0;negócios, administração e direito;7.89
363;universidade de passo fundo;serviço social;21;73298;392;123.0;saúde e bem-estar;5.36
364;universidade de passo fundo;sistemas para internet;16;111736;200;101.0;computação e tecnologias da informação e comunicação (tic);8.0
365;universidade de santa cruz do sul;administração;20;6749;2896;1292.0;negócios, administração e direito;0.69
366;universidade de santa cruz do sul;arquitetura e urbanismo;3;20107;536;218.0;engenharia, produção e construção;0.56
367;universidade de santa cruz do sul;ciência da computação;8;6756;1008;649.0;computação e tecnologias da informação e comunicação (tic);0.79
368;universidade de santa cruz do sul;ciências biológicas;1;29951;616;306.0;educação;0.16
369;universidade de santa cruz do sul;ciências contábeis;9;6748;1104;320.0;negócios, administração e direito;0.82
370;universidade de santa cruz do sul;ciências econômicas;1;6751;272;156.0;ciências sociais, comunicação e informação;0.37
371;universidade de santa cruz do sul;computação;2;20109;200;142.0;educação;1.0
372;universidade de santa cruz do sul;comunicação social -radialismo - produção em mídia audiovisual;1;55270;312;118.0;ciências sociais, comunicação e informação;0.32
373;universidade de santa cruz do sul;direito;33;6743;3552;1216.0;negócios, administração e direito;0.93
374;universidade de santa cruz do sul;educação física;10;6747;1992;1025.0;educação;0.5
375;universidade de santa cruz do sul;enfermagem;9;64474;992;414.0;saúde e bem-estar;0.91
376;universidade de santa cruz do sul;engenharia agrícola;3;6760;424;228.0;agricultura, silvicultura, pesca e veterinária;0.71
377;universidade de santa cruz do sul;engenharia ambiental;4;89750;744;470.0;engenharia, produção e construção;0.54
378;universidade de santa cruz do sul;engenharia civil;5;98294;1104;364.0;engenharia, produção e construção;0.45
379;universidade de santa cruz do sul;engenharia de computação;4;75235;432;280.0;computação e tecnologias da informação e comunicação (tic);0.93
380;universidade de santa cruz do sul;engenharia de produção;3;64478;976;564.0;engenharia, produção e construção;0.31
381;universidade de santa cruz do sul;engenharia elétrica;4;114666;616;286.0;engenharia, produção e construção;0.65
382;universidade de santa cruz do sul;engenharia mecânica;5;75242;872;476.0;engenharia, produção e construção;0.57
383;universidade de santa cruz do sul;engenharia química;2;1292717;152;83.0;engenharia, produção e construção;1.32
384;universidade de santa cruz do sul;estética e cosmética;11;111306;320;98.0;serviços;3.44
385;universidade de santa cruz do sul;farmácia;6;38525;528;173.0;saúde e bem-estar;1.14
386;universidade de santa cruz do sul;fisioterapia;6;19003;784;341.0;saúde e bem-estar;0.77
387;universidade de santa cruz do sul;fotografia;1;111312;216;62.0;artes e humanidades;0.46
388;universidade de santa cruz do sul;física;4;75252;248;143.0;educação;1.61
389;universidade de santa cruz do sul;gastronomia;6;102762;432;129.0;serviços;1.39
390;universidade de santa cruz do sul;geografia;1;55324;104;40.0;educação;0.96
391;universidade de santa cruz do sul;história;3;55327;440;142.0;educação;0.68
392;universidade de santa cruz do sul;jornalismo;2;27572;408;211.0;ciências sociais, comunicação e informação;0.49
393;universidade de santa cruz do sul;letras - português;3;55276;144;70.0;educação;2.08
394;universidade de santa cruz do sul;letras - português e espanhol;3;1264809;160;49.0;educação;1.88
395;universidade de santa cruz do sul;letras - português e inglês;3;1264813;256;107.0;educação;1.17
396;universidade de santa cruz do sul;matemática;1;6754;208;77.0;educação;0.48
397;universidade de santa cruz do sul;medicina;5;91399;632;82.0;saúde e bem-estar;0.79
398;universidade de santa cruz do sul;nutrição;3;20108;544;250.0;saúde e bem-estar;0.55
399;universidade de santa cruz do sul;odontologia;10;19004;472;57.0;saúde e bem-estar;2.12
400;universidade de santa cruz do sul;pedagogia;7;6750;816;313.0;educação;0.86
401;universidade de santa cruz do sul;psicologia;6;6757;1032;481.0;ciências sociais, comunicação e informação;0.58
402;universidade de santa cruz do sul;química;5;6752;528;290.0;educação;0.95
403;universidade de santa cruz do sul;relações internacionais;2;114668;424;214.0;ciências sociais, comunicação e informação;0.47
404;universidade de santa cruz do sul;relações públicas;2;35249;264;139.0;negócios, administração e direito;0.76
405;universidade de santa cruz do sul;secretariado executivo;1;106770;216;127.0;negócios, administração e direito;0.46
406;universidade de santa cruz do sul;serviço social;1;21709;240;92.0;saúde e bem-estar;0.42
407;universidade de santa cruz do sul;turismo;2;18517;120;70.0;serviços;1.67
408;universidade do vale do rio dos sinos;administração;77;38428;4952;2550.0;negócios, administração e direito;1.55
409;universidade do vale do rio dos sinos;análise e desenvolvimento de sistemas;23;90237;1496;901.0;computação e tecnologias da informação e comunicação (tic);1.54
410;universidade do vale do rio dos sinos;arquitetura e urbanismo;52;1237;3512;1609.0;engenharia, produção e construção;1.48
411;universidade do vale do rio dos sinos;biomedicina;14;1149146;696;363.0;saúde e bem-estar;2.01
412;universidade do vale do rio dos sinos;ciência da computação;12;57702;1288;728.0;computação e tecnologias da informação e comunicação (tic);0.93
413;universidade do vale do rio dos sinos;ciências biológicas;18;38429;1800;859.0;educação;1.0
414;universidade do vale do rio dos sinos;ciências contábeis;15;1233;1200;619.0;negócios, administração e direito;1.25
415;universidade do vale do rio dos sinos;ciências econômicas;8;1232;496;257.0;ciências sociais, comunicação e informação;1.61
416;universidade do vale do rio dos sinos;ciências sociais;2;1224;88;62.0;educação;2.27
417;universidade do vale do rio dos sinos;comunicação social - publicidade e propaganda;24;22932;1520;784.0;negócios, administração e direito;1.58
418;universidade do vale do rio dos sinos;design;2;1116231;208;61.0;artes e humanidades;0.96
419;universidade do vale do rio dos sinos;design de produto;4;1121529;216;75.0;artes e humanidades;1.85
420;universidade do vale do rio dos sinos;direito;60;1230;5912;2507.0;negócios, administração e direito;1.01
421;universidade do vale do rio dos sinos;educação física;40;1253;3288;1453.0;educação;1.22
422;universidade do vale do rio dos sinos;enfermagem;21;1225;1240;562.0;saúde e bem-estar;1.69
423;universidade do vale do rio dos sinos;engenharia ambiental;8;1114767;736;438.0;engenharia, produção e construção;1.09
424;universidade do vale do rio dos sinos;engenharia cartográfica e de agrimensura;6;1149061;328;86.0;engenharia, produção e construção;1.83
425;universidade do vale do rio dos sinos;engenharia civil;59;32842;3928;1865.0;engenharia, produção e construção;1.5
426;universidade do vale do rio dos sinos;engenharia da computação;6;64822;784;455.0;engenharia, produção e construção;0.77
427;universidade do vale do rio dos sinos;engenharia de alimentos;4;29738;360;215.0;engenharia, produção e construção;1.11
428;universidade do vale do rio dos sinos;engenharia de controle e automação;12;1114857;648;408.0;engenharia, produção e construção;1.85
429;universidade do vale do rio dos sinos;engenharia de energia;8;1114784;256;128.0;engenharia, produção e construção;3.12
430;universidade do vale do rio dos sinos;engenharia de materiais;6;1178918;296;161.0;engenharia, produção e construção;2.03
431;universidade do vale do rio dos sinos;engenharia de produção;38;31419;2400;1306.0;engenharia, produção e construção;1.58
432;universidade do vale do rio dos sinos;engenharia eletrônica;8;1178926;384;234.0;engenharia, produção e construção;2.08
433;universidade do vale do rio dos sinos;engenharia elétrica;12;26073;1640;889.0;engenharia, produção e construção;0.73
434;universidade do vale do rio dos sinos;engenharia mecânica;84;29595;3296;1803.0;engenharia, produção e construção;2.55
435;universidade do vale do rio dos sinos;engenharia química;11;1179052;1000;468.0;engenharia, produção e construção;1.1
436;universidade do vale do rio dos sinos;farmácia;5;116200;408;225.0;saúde e bem-estar;1.23
437;universidade do vale do rio dos sinos;filosofia;1;1223;416;204.0;educação;0.24
438;universidade do vale do rio dos sinos;fisioterapia;13;57728;856;391.0;saúde e bem-estar;1.52
439;universidade do vale do rio dos sinos;fotografia;6;1178939;504;225.0;artes e humanidades;1.19
440;universidade do vale do rio dos sinos;física;5;38433;248;128.0;educação;2.02
441;universidade do vale do rio dos sinos;gastronomia;7;102859;840;249.0;serviços;0.83
442;universidade do vale do rio dos sinos;geologia;17;1240;960;389.0;ciências naturais, matemática e estatística;1.77
443;universidade do vale do rio dos sinos;gestão ambiental;8;91921;328;198.0;engenharia, produção e construção;2.44
444;universidade do vale do rio dos sinos;gestão comercial;8;1114863;752;361.0;negócios, administração e direito;1.06
445;universidade do vale do rio dos sinos;gestão da produção industrial;6;1189853;720;295.0;negócios, administração e direito;0.83
446;universidade do vale do rio dos sinos;gestão de recursos humanos;12;96105;768;336.0;negócios, administração e direito;1.56
447;universidade do vale do rio dos sinos;gestão financeira;4;102861;520;206.0;negócios, administração e direito;0.77
448;universidade do vale do rio dos sinos;história;5;1222;800;423.0;educação;0.62
449;universidade do vale do rio dos sinos;jogos digitais;23;80675;1216;661.0;computação e tecnologias da informação e comunicação (tic);1.89
450;universidade do vale do rio dos sinos;jornalismo;20;27498;1456;749.0;ciências sociais, comunicação e informação;1.37
451;universidade do vale do rio dos sinos;letras - inglês;3;40717;488;265.0;educação;0.61
452;universidade do vale do rio dos sinos;letras - português;3;40720;256;137.0;educação;1.17
453;universidade do vale do rio dos sinos;letras - português e espanhol;1;38439;152;64.0;educação;0.66
454;universidade do vale do rio dos sinos;letras português e inglês;1;29336;584;281.0;educação;0.17
455;universidade do vale do rio dos sinos;logística;14;96107;392;134.0;negócios, administração e direito;3.57
456;universidade do vale do rio dos sinos;matemática;8;38431;592;364.0;educação;1.35
457;universidade do vale do rio dos sinos;moda;4;1121615;544;231.0;artes e humanidades;0.74
458;universidade do vale do rio dos sinos;nutrição;32;1227;1976;788.0;saúde e bem-estar;1.62
459;universidade do vale do rio dos sinos;pedagogia;2;112239;1048;477.0;educação;0.19
460;universidade do vale do rio dos sinos;processos gerenciais;5;116202;544;224.0;negócios, administração e direito;0.92
461;universidade do vale do rio dos sinos;produção fonográfica;5;1178929;456;173.0;artes e humanidades;1.1
462;universidade do vale do rio dos sinos;psicologia;23;106617;3248;1639.0;ciências sociais, comunicação e informação;0.71
463;universidade do vale do rio dos sinos;relações internacionais;2;1119932;176;54.0;ciências sociais, comunicação e informação;1.14
464;universidade do vale do rio dos sinos;relações públicas;11;33262;560;225.0;negócios, administração e direito;1.96
465;universidade do vale do rio dos sinos;segurança da informação;26;80670;824;501.0;computação e tecnologias da informação e comunicação (tic);3.16
466;universidade do vale do rio dos sinos;serviço social;12;1242;496;239.0;saúde e bem-estar;2.42
467;universidade do vale do rio dos sinos;sistemas de informação;7;1261;488;296.0;computação e tecnologias da informação e comunicação (tic);1.43
468;universidade feevale;administração;122;34666;3944;1516.0;negócios, administração e direito;3.09
469;universidade feevale;arquitetura e urbanismo;37;41780;1992;766.0;engenharia, produção e construção;1.86
470;universidade feevale;artes visuais;19;58330;848;427.0;educação;2.24
471;universidade feevale;biomedicina;24;39454;576;152.0;saúde e bem-estar;4.17
472;universidade feevale;ciência da computação;16;2090;656;249.0;computação e tecnologias da informação e comunicação (tic);2.44
473;universidade feevale;ciências biológicas;36;58372;1048;532.0;ciências naturais, matemática e estatística;3.44
474;universidade feevale;ciências contábeis;29;2082;1656;473.0;negócios, administração e direito;1.75
475;universidade feevale;comunicação social - publicidade e propaganda;37;22995;1384;521.0;negócios, administração e direito;2.67
476;universidade feevale;comércio exterior;16;108356;920;337.0;negócios, administração e direito;1.74
477;universidade feevale;design;33;39663;1040;370.0;artes e humanidades;3.17
478;universidade feevale;design de interiores;31;1160863;744;261.0;artes e humanidades;4.17
479;universidade feevale;design gráfico;31;1203336;432;135.0;artes e humanidades;7.18
480;universidade feevale;direito;38;19963;3256;864.0;negócios, administração e direito;1.17
481;universidade feevale;educação física;38;2086;2136;884.0;educação;1.78
482;universidade feevale;enfermagem;44;39925;1440;339.0;saúde e bem-estar;3.06
483;universidade feevale;engenharia civil;49;1179133;2720;915.0;engenharia, produção e construção;1.8
484;universidade feevale;engenharia de produção;18;45723;904;397.0;engenharia, produção e construção;1.99
485;universidade feevale;engenharia eletrônica;29;39761;560;244.0;engenharia, produção e construção;5.18
486;universidade feevale;engenharia mecânica;41;1115864;1680;593.0;engenharia, produção e construção;2.44
487;universidade feevale;engenharia química;45;1115483;1320;484.0;engenharia, produção e construção;3.41
488;universidade feevale;estética e cosmética;34;1172141;1056;323.0;serviços;3.22
489;universidade feevale;farmácia;50;39975;1152;437.0;saúde e bem-estar;4.34
490;universidade feevale;fisioterapia;22;2089;1008;340.0;saúde e bem-estar;2.18
491;universidade feevale;fotografia;21;1179146;584;187.0;artes e humanidades;3.6
492;universidade feevale;gastronomia;36;1115885;864;265.0;serviços;4.17
493;universidade feevale;gestão ambiental;20;1115799;392;144.0;engenharia, produção e construção;5.1
494;universidade feevale;gestão da produção industrial;31;1149672;632;210.0;negócios, administração e direito;4.91
495;universidade feevale;gestão de recursos humanos;32;108354;656;144.0;negócios, administração e direito;4.88
496;universidade feevale;gestão financeira;16;120995;1128;336.0;negócios, administração e direito;1.42
497;universidade feevale;história;27;42194;480;203.0;educação;5.62
498;universidade feevale;jogos digitais;16;108352;504;180.0;computação e tecnologias da informação e comunicação (tic);3.17
499;universidade feevale;jornalismo;26;45722;768;261.0;ciências sociais, comunicação e informação;3.39
500;universidade feevale;letras - português e inglês;30;58205;528;189.0;educação;5.68
501;universidade feevale;moda;37;58490;1336;513.0;artes e humanidades;2.77
502;universidade feevale;nutrição;35;39745;952;282.0;saúde e bem-estar;3.68
503;universidade feevale;pedagogia;34;2085;1088;449.0;educação;3.12
504;universidade feevale;psicologia;18;53370;1696;519.0;ciências sociais, comunicação e informação;1.06
505;universidade feevale;quiropraxia;29;39749;488;118.0;saúde e bem-estar;5.94
506;universidade feevale;relações públicas;21;31445;496;160.0;negócios, administração e direito;4.23
507;universidade feevale;sistemas de informação;28;58498;728;328.0;computação e tecnologias da informação e comunicação (tic);3.85
508;universidade feevale;sistemas para internet;18;108358;480;121.0;computação e tecnologias da informação e comunicação (tic);3.75
509;universidade feevale;turismo;26;41161;488;153.0;serviços;5.33
510;universidade luterana do brasil;administração;304;8490;5712;2449.0;negócios, administração e direito;5.32
511;universidade luterana do brasil;agronegócio;24;115770;264;63.0;agricultura, silvicultura, pesca e veterinária;9.09
512;universidade luterana do brasil;agronomia;26;94183;824;369.0;agricultura, silvicultura, pesca e veterinária;3.16
513;universidade luterana do brasil;análise e desenvolvimento de sistemas;50;68029;776;412.0;computação e tecnologias da informação e comunicação (tic);6.44
514;universidade luterana do brasil;arquitetura e urbanismo;67;9275;3080;1299.0;engenharia, produção e construção;2.18
515;universidade luterana do brasil;artes visuais;5;66503;144;67.0;educação;3.47
516;universidade luterana do brasil;automação industrial;20;65549;536;398.0;engenharia, produção e construção;3.73
517;universidade luterana do brasil;biomedicina;47;72846;888;401.0;saúde e bem-estar;5.29
518;universidade luterana do brasil;ciência da computação;58;9302;888;491.0;computação e tecnologias da informação e comunicação (tic);6.53
519;universidade luterana do brasil;ciências biológicas;49;60508;872;450.0;educação;5.62
520;universidade luterana do brasil;ciências contábeis;40;9274;672;255.0;negócios, administração e direito;5.95
521;universidade luterana do brasil;ciências econômicas;6;9282;128;53.0;ciências sociais, comunicação e informação;4.69
522;universidade luterana do brasil;ciências políticas;7;9322;40;17.0;ciências sociais, comunicação e informação;17.5
523;universidade luterana do brasil;comunicação social - publicidade e propaganda;23;26396;320;150.0;negócios, administração e direito;7.19
524;universidade luterana do brasil;comunicação social - relações públicas;7;23575;104;64.0;negócios, administração e direito;6.73
525;universidade luterana do brasil;dança;18;108446;224;130.0;educação;8.04
526;universidade luterana do brasil;design;47;72840;512;206.0;artes e humanidades;9.18
527;universidade luterana do brasil;design de interiores;26;69206;568;265.0;artes e humanidades;4.58
528;universidade luterana do brasil;design de moda;42;112316;784;268.0;artes e humanidades;5.36
529;universidade luterana do brasil;design gráfico;19;100068;216;111.0;artes e humanidades;8.8
530;universidade luterana do brasil;direito;226;9292;7576;2902.0;negócios, administração e direito;2.98
531;universidade luterana do brasil;educação física;262;8483;7184;3384.0;educação;3.65
532;universidade luterana do brasil;educação nas organizações;16;104021;104;75.0;educação;15.38
533;universidade luterana do brasil;enfermagem;127;9278;2472;801.0;saúde e bem-estar;5.14
534;universidade luterana do brasil;engenharia ambiental e sanitária;27;9323;504;277.0;engenharia, produção e construção;5.36
535;universidade luterana do brasil;engenharia civil;18;9287;976;476.0;engenharia, produção e construção;1.84
536;universidade luterana do brasil;engenharia de produção;63;115774;1816;881.0;engenharia, produção e construção;3.47
537;universidade luterana do brasil;engenharia elétrica;28;9307;648;351.0;engenharia, produção e construção;4.32
538;universidade luterana do brasil;engenharia mecânica;22;18499;1368;724.0;engenharia, produção e construção;1.61
539;universidade luterana do brasil;engenharia mecânica automotiva;35;60280;720;415.0;engenharia, produção e construção;4.86
540;universidade luterana do brasil;engenharia química;26;9308;528;252.0;engenharia, produção e construção;4.92
541;universidade luterana do brasil;estética;29;1188341;384;166.0;serviços;7.55
542;universidade luterana do brasil;estética e cosmética;80;70867;1448;554.0;serviços;5.52
543;universidade luterana do brasil;farmácia;37;9301;592;170.0;saúde e bem-estar;6.25
544;universidade luterana do brasil;fisioterapia;126;9309;2280;729.0;saúde e bem-estar;5.53
545;universidade luterana do brasil;fonoaudiologia;33;9321;456;143.0;saúde e bem-estar;7.24
546;universidade luterana do brasil;fotografia;25;65571;592;238.0;artes e humanidades;4.22
547;universidade luterana do brasil;física;19;59566;448;316.0;educação;4.24
548;universidade luterana do brasil;geografia;34;9293;280;109.0;educação;12.14
549;universidade luterana do brasil;gestão ambiental;30;102926;264;91.0;engenharia, produção e construção;11.36
550;universidade luterana do brasil;gestão comercial;26;65577;304;150.0;negócios, administração e direito;8.55
551;universidade luterana do brasil;gestão da produção industrial;33;119908;552;334.0;engenharia, produção e construção;5.98
552;universidade luterana do brasil;gestão da qualidade;9;1279847;336;212.0;negócios, administração e direito;2.68
553;universidade luterana do brasil;gestão de recursos humanos;48;65573;784;288.0;negócios, administração e direito;6.12
554;universidade luterana do brasil;gestão de segurança privada;25;65501;296;121.0;serviços;8.45
555;universidade luterana do brasil;história;52;9289;552;297.0;educação;9.42
556;universidade luterana do brasil;letras - inglês;31;33596;304;112.0;educação;10.2
557;universidade luterana do brasil;logística;46;65551;800;361.0;negócios, administração e direito;5.75
558;universidade luterana do brasil;marketing;26;69202;296;104.0;negócios, administração e direito;8.78
559;universidade luterana do brasil;matemática;28;66505;344;186.0;educação;8.14
560;universidade luterana do brasil;medicina;10;9326;952;65.0;saúde e bem-estar;1.05
561;universidade luterana do brasil;medicina veterinária;14;9317;1208;487.0;agricultura, silvicultura, pesca e veterinária;1.16
562;universidade luterana do brasil;odontologia;45;9290;2192;580.0;saúde e bem-estar;2.05
563;universidade luterana do brasil;pedagogia;133;8488;1736;721.0;educação;7.66
564;universidade luterana do brasil;processos gerenciais;22;113542;456;247.0;negócios, administração e direito;4.82
565;universidade luterana do brasil;produção audiovisual;3;101576;168;78.0;artes e humanidades;1.79
566;universidade luterana do brasil;psicologia;170;26391;3688;1528.0;ciências sociais, comunicação e informação;4.61
567;universidade luterana do brasil;química;27;66507;264;155.0;educação;10.23
568;universidade luterana do brasil;química industrial;23;72854;624;304.0;ciências naturais, matemática e estatística;3.69
569;universidade luterana do brasil;redes de computadores;28;65565;384;148.0;computação e tecnologias da informação e comunicação (tic);7.29
570;universidade luterana do brasil;secretariado executivo trilíngue;26;79950;280;128.0;negócios, administração e direito;9.29
571;universidade luterana do brasil;serviço social;47;9276;608;294.0;saúde e bem-estar;7.73
572;universidade luterana do brasil;sistemas de informação;75;20972;1000;420.0;computação e tecnologias da informação e comunicação (tic);7.5
573;universidade luterana do brasil;teologia;65;9318;568;219.0;artes e humanidades;11.44
574;universidade regional do noroeste do estado do rio grande do sul;administração;6;10965;1808;1043.0;negócios, administração e direito;0.33
575;universidade regional do noroeste do estado do rio grande do sul;agronomia;5;10975;1048;546.0;agricultura, silvicultura, pesca e veterinária;0.48
576;universidade regional do noroeste do estado do rio grande do sul;ciência da computação;1;110974;688;417.0;computação e tecnologias da informação e comunicação (tic);0.15
577;universidade regional do noroeste do estado do rio grande do sul;ciências biológicas;7;64194;432;236.0;educação;1.62
578;universidade regional do noroeste do estado do rio grande do sul;ciências contábeis;2;10966;592;263.0;negócios, administração e direito;0.34
579;universidade regional do noroeste do estado do rio grande do sul;comunicação social - publicidade e propaganda;4;31822;488;259.0;negócios, administração e direito;0.82
580;universidade regional do noroeste do estado do rio grande do sul;design;1;64124;408;203.0;artes e humanidades;0.25
581;universidade regional do noroeste do estado do rio grande do sul;direito;22;10976;3976;1838.0;negócios, administração e direito;0.55
582;universidade regional do noroeste do estado do rio grande do sul;educação física;11;10981;1776;1044.0;educação;0.62
583;universidade regional do noroeste do estado do rio grande do sul;engenharia civil;28;18508;3424;1715.0;engenharia, produção e construção;0.82
584;universidade regional do noroeste do estado do rio grande do sul;engenharia elétrica;22;10982;1688;1075.0;engenharia, produção e construção;1.3
585;universidade regional do noroeste do estado do rio grande do sul;engenharia mecânica;11;10990;1296;818.0;engenharia, produção e construção;0.85
586;universidade regional do noroeste do estado do rio grande do sul;engenharia química;5;1259828;440;267.0;engenharia, produção e construção;1.14
587;universidade regional do noroeste do estado do rio grande do sul;estética e cosmética;5;1112301;560;232.0;serviços;0.89
588;universidade regional do noroeste do estado do rio grande do sul;farmácia;1;18509;256;118.0;saúde e bem-estar;0.39
589;universidade regional do noroeste do estado do rio grande do sul;matemática;2;19026;208;132.0;educação;0.96
590;universidade regional do noroeste do estado do rio grande do sul;medicina veterinária;11;111008;1384;573.0;agricultura, silvicultura, pesca e veterinária;0.79
