;Nome da Instituição;Código do Curso de Graduação;Nome do Curso de Graduação;Quantia de Bolsas;Quantidade de Ingressantes no Curso;Percentual de Bolsas;Taxa de Desistência Acumulada - TODA
3253;faculdade estácio de belém - estácio belém;55226;comunicação social;14;82;17.07;60
3254;faculdade estácio de belém - estácio belém;68159;design de produto;11;42;26.19;73,8
3255;faculdade estácio de belém - estácio belém;109380;engenharia ambiental;20;143;13.99;58,7
3256;faculdade estácio de belém - estácio belém;50465;engenharia de computação;22;126;17.46;72,2
3257;faculdade estácio de belém - estácio belém;67514;engenharia de controle e automação;15;127;11.81;63,8
3258;faculdade estácio de belém - estácio belém;50464;engenharia de telecomunicações;5;39;12.82;48,7
3259;faculdade estácio de belém - estácio belém;112344;engenharia elétrica;14;124;11.29;57,3
3260;faculdade estácio de belém - estácio belém;107728;manutenção industrial;6;32;18.75;68,8
3261;faculdade estácio de belém - estácio belém;108768;segurança no trabalho;7;29;24.14;79,3
3262;faculdade estácio de belém - estácio belém;22035;sistema de informação;8;46;17.39;54,3
3263;faculdade estácio de curitiba;48310;administração;2;144;1.39;77,1
3264;faculdade estácio de curitiba;104484;ciências contábeis;1;82;1.22;67,1
3265;faculdade estácio de curitiba;66383;direito;1;295;0.34;74,9
3266;faculdade estácio de curitiba;104486;engenharia elétrica;8;174;4.6;58
3267;faculdade estácio de joão pessoa - estácio de joão pessoa;70079;gestão comercial;25;66;37.88;7,6
3268;faculdade estácio de joão pessoa - estácio de joão pessoa;70075;gestão financeira;23;72;31.94;2,8
3269;faculdade estácio de joão pessoa - estácio de joão pessoa;79827;marketing;22;75;29.33;1,4
3270;faculdade estácio de natal;108232;análise e desenvolvimento de sistemas;3;55;5.45;74,5
3271;faculdade estácio de natal;110544;ciências contábeis;1;55;1.82;63,6
3272;faculdade estácio de natal;121473;engenharia de produção;1;64;1.56;42,2
3273;faculdade estácio de natal;120958;petróleo e gás;1;73;1.37;56,2
3274;faculdade estácio de santo andré;86526;gestão de recursos humanos;10;207;4.83;36,7
3275;faculdade estácio de santo andré;68752;gestão financeira;2;65;3.08;44,6
3276;faculdade estácio de santo andré;86528;logística;14;142;9.86;43,7
3277;faculdade estácio de santo andré;69414;marketing;2;45;4.44;60
3278;faculdade estácio de sá de campo grande;49019;direito;3;172;1.74;61,6
3279;faculdade estácio de sá de goiás;71995;administração;3;256;1.17;59
3280;faculdade estácio de sá de goiás;108723;educação física;8;239;3.35;65,7
3281;faculdade estácio de sá de goiás;91031;enfermagem;13;420;3.1;45,2
3282;faculdade estácio de sá de goiás;109303;farmácia;7;405;1.73;50,7
3283;faculdade estácio de sá de goiás;79784;gestão de recursos humanos;5;115;4.35;45,2
3284;faculdade estácio de sá de goiás;79782;redes de computadores;8;71;11.27;60,6
3285;faculdade estácio de sá de ourinhos;46387;administração;1;127;0.79;90,6
3286;faculdade estácio de sá de ourinhos;74922;educação física;2;62;3.23;50
3287;faculdade estácio de sá de ourinhos;74924;fisioterapia;1;95;1.05;52,6
3288;faculdade estácio de sá de ourinhos;67881;gestão de recursos humanos;1;131;0.76;51,9
3289;faculdade estácio de sá de ourinhos;72261;redes de computadores;1;47;2.13;48,9
3290;faculdade estácio de sá de vila velha;21658;administração;2;216;0.93;62,5
3291;faculdade estácio de sá de vila velha;112940;pedagogia;2;124;1.61;57,3
3292;faculdade estácio de sá de vitória;21559;administração;2;280;0.71;66,4
3293;faculdade estácio de sá de vitória;54997;direito;2;377;0.53;72,7
3294;faculdade estácio de sá de vitória;69169;fisioterapia;1;37;2.7;62,2
3295;faculdade estácio de sá de vitória;21517;turismo;1;54;1.85;57,4
3296;faculdade estácio de teresina;18171;administração;14;97;14.43;100
3297;faculdade estácio de teresina;88084;ciência da computação;5;80;6.25;68,8
3298;faculdade estácio de teresina;17523;ciências contábeis;4;70;5.71;50
3299;faculdade estácio de teresina;26002;comunicação social - publicidade e propaganda;4;86;4.65;68,6
3300;faculdade estácio de teresina;17524;direito;39;584;6.68;60,1
3301;faculdade estácio de teresina;95193;enfermagem;7;120;5.83;100
3302;faculdade estácio de teresina;94243;fisioterapia;7;87;8.05;49,4
3303;faculdade estácio de teresina;67562;jornalismo;1;56;1.79;89,3
3304;faculdade estácio de teresina;95195;nutrição;1;56;1.79;67,9
3305;faculdade estácio do amapá - estácio amapá;54112;administração;2;125;1.6;65,6
3306;faculdade estácio do amazonas - estácio amazonas;104254;administração;23;308;7.47;79,5
3307;faculdade estácio do amazonas - estácio amazonas;104272;biomedicina;22;186;11.83;81,2
3308;faculdade estácio do amazonas - estácio amazonas;104252;enfermagem;18;238;7.56;95,8
3309;faculdade estácio do amazonas - estácio amazonas;104250;nutrição;10;80;12.5;95
3310;faculdade estácio do amazonas - estácio amazonas;104276;radiologia;19;132;14.39;79,5
3311;faculdade estácio do pará - estácio fap;107676;ciências contábeis;3;240;1.25;52,9
3312;faculdade estácio do pará - estácio fap;80833;jornalismo;1;24;4.17;50
3313;faculdade estácio do pará - estácio fap;80834;publicidade e propaganda;4;155;2.58;71,6
3314;faculdade estácio do pará - estácio fap;72285;redes de computadores;5;81;6.17;49,4
3315;faculdade estácio euro- panamericana de humanidades e tecnologias - estácio europan;21230;administração;2;100;2.0;64
3316;faculdade estácio euro- panamericana de humanidades e tecnologias - estácio europan;91833;educação física;1;37;2.7;73
3317;faculdade evangélica de goianésia;82741;administração;11;90;12.22;55,6
3318;faculdade evangélica de goianésia;90657;direito;8;131;6.11;68,2
3319;faculdade faccat;6473;administração;26;98;26.53;63,3
3320;faculdade faccat;100086;arquitetura e urbanismo;2;48;4.17;43,8
3321;faculdade faccat;6472;ciências contábeis;12;30;40.0;43,3
3322;faculdade faccat;49237;pedagogia;2;44;4.55;40,9
3323;faculdade faccat;94861;sistemas de informação;3;29;10.34;65,5
3324;faculdade fae blumenau;68131;administração;3;40;7.5;52,5
3325;faculdade fae blumenau;108782;análise e desenvolvimento de sistemas;6;25;24.0;56
3326;faculdade fae blumenau;108401;logística;5;8;62.5;75
3327;faculdade fae sévigné porto alegre;110424;análise e desenvolvimento de sistemas;3;23;13.04;95,7
3328;faculdade fae sévigné porto alegre;112420;gestão de recursos humanos;4;51;7.84;72,5
3329;faculdade fae sévigné porto alegre;112428;gestão financeira;3;22;13.64;77,3
3330;faculdade fae sévigné porto alegre;98147;pedagogia;3;37;8.11;100
3331;faculdade fasipe;108443;biomedicina;16;114;14.04;53,5
3332;faculdade fasipe;109227;educação física;16;90;17.78;62,2
3333;faculdade fasipe;108441;enfermagem;17;120;14.17;68,9
3334;faculdade fernão dias;48213;administração;1;81;1.23;54,3
3335;faculdade fernão dias;58888;ciências contábeis;2;53;3.77;45,3
3336;faculdade fernão dias;65365;direito;4;24;16.67;70,8
3337;faculdade fernão dias;101405;gestão da tecnologia da informação;3;47;6.38;66
3338;faculdade fernão dias;101403;gestão de recursos humanos;19;256;7.42;47,7
3339;faculdade fernão dias;101399;gestão financeira;6;116;5.17;48,3
3340;faculdade fernão dias;101395;logística;16;132;12.12;52,3
3341;faculdade fernão dias;101397;marketing;3;49;6.12;73,5
3342;faculdade fernão dias;49357;pedagogia;9;75;12.0;40
3343;faculdade fernão dias;101401;processos gerenciais;4;57;7.02;63,2
3344;faculdade figueiredo costa - fic;73148;administração;22;97;22.68;62,9
3345;faculdade figueiredo costa - fic;116814;engenharia ambiental e sanitária;6;64;9.38;73,4
3346;faculdade figueiredo costa - fic;116812;engenharia de produção;10;77;12.99;61
3347;faculdade flamingo;22042;administração;27;161;16.77;57,8
3348;faculdade flamingo;100266;análise e desenvolvimento de sistemas;19;150;12.67;74,8
3349;faculdade flamingo;99904;automação industrial;21;108;19.44;57,4
3350;faculdade flamingo;111908;educação física;4;55;7.27;63,6
3351;faculdade flamingo;75665;gestão da qualidade;13;103;12.62;36,9
3352;faculdade flamingo;57122;gestão de recursos humanos;27;187;14.44;50
3353;faculdade flamingo;48001;gestão financeira;10;69;14.49;31,8
3354;faculdade flamingo;100272;logística;29;191;15.18;39,9
3355;faculdade flamingo;100270;marketing;16;56;28.57;38,2
3356;faculdade flamingo;117422;pedagogia;1;32;3.12;68,8
3357;faculdade flamingo;57134;redes de computadores;1;37;2.7;83,8
3358;faculdade fleming;19853;administração;23;44;52.27;83,9
3359;faculdade fleming;18809;ciências contábeis;12;46;26.09;84,8
3360;faculdade fortium;48190;administração;122;670;18.21;100
3361;faculdade fortium;48026;ciências biológicas;7;58;12.07;94,8
3362;faculdade fortium;48028;computação;10;33;30.3;63,6
3363;faculdade fortium;59089;comunicação social;5;36;13.89;44,4
3364;faculdade fortium;48867;design;3;10;30.0;90
3365;faculdade fortium;83305;letras - língua portuguesa;42;173;24.28;100
3366;faculdade fortium;48024;pedagogia;32;264;12.12;82
3367;faculdade fortium;49101;química;6;25;24.0;100
3368;faculdade fortium;48860;sistemas de informação;30;438;6.85;100
3369;faculdade foz do iguaçu;67955;direito;10;75;13.33;74,7
3370;faculdade fucape;109535;administração;6;26;23.08;34,6
3371;faculdade fucape;74162;ciências contábeis;4;27;14.81;66,7
3372;faculdade fucape;105966;ciências econômicas;4;8;50.0;62,5
3373;faculdade gennari e peartree;47926;administração;25;73;34.25;30,8
3374;faculdade gennari e peartree;84971;redes de computadores;6;21;28.57;38,1
3375;faculdade gennari e peartree;47924;sistema de informação;30;38;78.95;23,7
3376;faculdade geremário dantas;100530;pedagogia;14;36;38.89;22,2
3377;faculdade guairacá;5000008;análise e desenvolvimento de sistemas;8;118;6.78;63,6
3378;faculdade guairacá;98650;ciências biológicas;7;99;7.07;70,7
3379;faculdade guairacá;80810;educação física;11;224;4.91;62,7
3380;faculdade guairacá;98740;enfermagem;13;129;10.08;65,9
3381;faculdade guairacá;107286;fisioterapia;7;86;8.14;62,8
3382;faculdade guairacá;99240;matemática;8;60;13.33;63,3
3383;faculdade guairacá;80814;pedagogia;8;113;7.08;61,9
3384;faculdade guairacá;99623;psicologia;13;113;11.5;63,7
3385;faculdade guairacá;95565;serviço social;1;32;3.12;46,9
3386;faculdade guarapuava;21770;administração;2;66;3.03;60
3387;faculdade guarapuava;22106;direito;6;86;6.98;53,5
3388;faculdade guarapuava;84629;gestão de recursos humanos;5;41;12.2;36,6
3389;faculdade herrero;87378;gestão hospitalar;7;14;50.0;71,4
3390;faculdade herrero;109426;segurança no trabalho;18;20;90.0;65
3391;faculdade horizontina;74249;engenharia de produção;8;63;12.7;69,8
3392;faculdade horizontina;48113;engenharia mecânica;6;70;8.57;46,4
3393;faculdade hélio rocha;46284;administração;29;24;120.83;84,2
3394;faculdade hélio rocha;46290;comunicação social - publicidade e propaganda;39;7;557.14;71,4
3395;faculdade ibmec;21506;administração;16;255;6.27;65,5
3396;faculdade ibmec;21667;ciências econômicas;8;155;5.16;76,8
3397;faculdade ibmec;107668;relações internacionais;8;144;5.56;66
3398;faculdade ibmec distrito federal;1048129;administração;4;50;8.0;100
3399;faculdade ibmec distrito federal;1048258;ciências econômicas;3;52;5.77;100
3400;faculdade ibs;110339;administração;7;25;28.0;36
3401;faculdade ibs;110335;engenharia de produção;4;23;17.39;56,5
3402;faculdade icesp;80289;letras - português e espanhol;6;52;11.54;59,6
3403;faculdade icesp;80290;letras - português e inglês;1;5;20.0;100
3404;faculdade icesp;95895;pedagogia;10;237;4.22;48,9
3405;faculdade impacta de tecnologia;62522;administração;8;63;12.7;61,9
3406;faculdade impacta de tecnologia;71514;análise e desenvolvimento de sistemas;4;99;4.04;73,7
3407;faculdade impacta de tecnologia;71516;banco de dados;8;98;8.16;64,3
3408;faculdade impacta de tecnologia;68756;produção multimídia;9;139;6.47;39,6
3409;faculdade impacta de tecnologia;71512;redes de computadores;11;147;7.48;52,4
3410;faculdade impacta de tecnologia;62538;sistemas de informação;11;151;7.28;58,3
3411;faculdade ined de rio claro;59854;logística;3;12;25.0;0
3412;faculdade inedi;79482;administração;37;301;12.29;40,3
3413;faculdade inedi;79480;ciências contábeis;12;193;6.22;75,1
3414;faculdade inedi;107082;pedagogia;18;203;8.87;79,3
3415;faculdade inedi;5000002;psicologia;18;239;7.53;74,5
3416;faculdade inesp - instituto nacional de ensino e pesquisa;82712;administração;3;49;6.12;63,3
3417;faculdade integrada brasil amazonia - fibra;66650;administração;51;165;30.91;84,8
3418;faculdade integrada brasil amazonia - fibra;81038;direito;25;406;6.16;63,3
3419;faculdade integrada brasil amazonia - fibra;74184;geografia;5;51;9.8;80,4
3420;faculdade integrada brasil amazonia - fibra;74182;história;18;164;10.98;78
3421;faculdade integrada brasil amazonia - fibra;66645;letras - inglês;8;58;13.79;94,8
3422;faculdade integrada brasil amazonia - fibra;66647;letras - português e inglês;8;141;5.67;61,7
3423;faculdade integrada brasil amazonia - fibra;118358;pedagogia;8;120;6.67;67,5
3424;faculdade integrada das cataratas;116954;administração;4;34;11.76;70,6
3425;faculdade integrada de santa maria;67609;administração;27;78;34.62;64,1
3426;faculdade integrada de santa maria;67569;enfermagem;25;82;30.49;70,7
3427;faculdade integrada de santa maria;96094;psicologia;19;51;37.25;74,5
3428;faculdade integral cantareira;18779;administração;42;107;39.25;43,4
3429;faculdade integral cantareira;18821;agronomia;21;61;34.43;54,1
3430;faculdade integral cantareira;36081;comunicação social - publicidade e propaganda;12;36;33.33;33,3
3431;faculdade integral cantareira;21719;direito;8;67;11.94;49,3
3432;faculdade interamericana de porto velho;47913;administração;35;203;17.24;64
3433;faculdade interamericana de porto velho;88416;arquitetura e urbanismo;26;136;19.12;70,6
3434;faculdade interamericana de porto velho;50781;ciências contábeis;40;137;29.2;57,7
3435;faculdade interamericana de porto velho;50779;comunicação social - jornalismo;5;6;83.33;50
3436;faculdade interamericana de porto velho;50780;comunicação social - publicidade e propaganda;5;47;10.64;80,9
3437;faculdade interamericana de porto velho;53562;direito;18;285;6.32;74,4
3438;faculdade interamericana de porto velho;118774;enfermagem;18;83;21.69;65,1
3439;faculdade interamericana de porto velho;117474;fisioterapia;7;38;18.42;73,7
3440;faculdade interamericana de porto velho;72565;gestão ambiental;6;63;9.52;41,3
3441;faculdade interamericana de porto velho;80999;gestão comercial;4;5;80.0;100
3442;faculdade interamericana de porto velho;80966;gestão de recursos humanos;5;45;11.11;31,1
3443;faculdade interamericana de porto velho;72577;redes de computadores;7;50;14.0;64
3444;faculdade interamericana de porto velho;74737;sistemas de informação;13;114;11.4;84,2
3445;faculdade interação americana;58538;administração;13;80;16.25;57,1
3446;faculdade interação americana;17001;análise e desenvolvimento de sistemas;6;54;11.11;35,2
3447;faculdade interação americana;122378;gestão de recursos humanos;5;45;11.11;36,4
3448;faculdade interação americana;122380;gestão financeira;5;37;13.51;32,4
3449;faculdade interação americana;122376;logística;6;105;5.71;54,3
3450;faculdade interação americana;17002;matemática;3;39;7.69;43,6
3451;faculdade interação americana;117962;pedagogia;2;38;5.26;42,1
3452;faculdade intermunicipal do noroeste do paraná;120335;administração;4;62;6.45;61,3
3453;faculdade intermunicipal do noroeste do paraná;95833;agronegócio;1;25;4.0;52
3454;faculdade intermunicipal do noroeste do paraná;62104;enfermagem;2;22;9.09;40,9
3455;faculdade intermunicipal do noroeste do paraná;95829;informática empresarial;2;19;10.53;47,4
3456;faculdade intermunicipal do noroeste do paraná;39692;letras;1;13;7.69;30,8
3457;faculdade intermunicipal do noroeste do paraná;39688;pedagogia;4;25;16.0;48
3458;faculdade internacional da paraíba;80056;administração;47;153;30.72;52,9
3459;faculdade internacional da paraíba;85400;direito;29;177;16.38;68,9
3460;faculdade internacional da paraíba;91027;enfermagem;19;224;8.48;100
3461;faculdade internacional da paraíba;86826;engenharia ambiental;11;140;7.86;100
