;Nome da Instituição;Código do Curso de Graduação;Nome do Curso de Graduação;Quantia de Bolsas;Quantidade de Ingressantes no Curso;Percentual de Bolsas;Taxa de Desistência Acumulada - TODA
2890;faculdade de tecnologia carlos drummond de andrade;75120;negócios imobiliários;1;18;5.56;38,9
2891;faculdade de tecnologia carlos drummond de andrade;123153;pedagogia;14;146;9.59;63
2892;faculdade de tecnologia carlos drummond de andrade;75258;processos gerenciais;1;50;2.0;42
2893;faculdade de tecnologia carlos drummond de andrade;50862;produção publicitária;1;55;1.82;74,5
2894;faculdade de tecnologia carlos drummond de andrade;71315;redes de computadores;1;104;0.96;66,3
2895;faculdade de tecnologia cetep;74518;automação industrial;3;61;4.92;24,6
2896;faculdade de tecnologia cetep;74520;gestão da qualidade;1;36;2.78;11,1
2897;faculdade de tecnologia da paraíba;69214;análise e desenvolvimento de sistemas;9;40;22.5;57,5
2898;faculdade de tecnologia da paraíba;108808;estética e cosmética;5;66;7.58;51,5
2899;faculdade de tecnologia da paraíba;108800;gestão comercial;9;21;42.86;42,9
2900;faculdade de tecnologia da paraíba;108802;gestão de turismo;6;10;60.0;90
2901;faculdade de tecnologia da paraíba;108798;gestão financeira;3;21;14.29;42,9
2902;faculdade de tecnologia da paraíba;106472;produção publicitária;6;43;13.95;44,2
2903;faculdade de tecnologia da paraíba;108796;sistemas para internet;10;64;15.62;70,3
2904;faculdade de tecnologia de catalão;79403;sistemas para internet;6;100;6.0;86,9
2905;faculdade de tecnologia de jacareí;58408;análise e desenvolvimento de sistemas;2;24;8.33;79,2
2906;faculdade de tecnologia de jacareí;57670;gestão ambiental;10;39;25.64;28,2
2907;faculdade de tecnologia de jacareí;99902;gestão da produção industrial;12;39;30.77;43,6
2908;faculdade de tecnologia de jacareí;58022;gestão financeira;2;28;7.14;21,4
2909;faculdade de tecnologia de jacareí;99928;marketing;2;13;15.38;46,2
2910;faculdade de tecnologia de jacareí;16806;pedagogia;13;61;21.31;96,7
2911;faculdade de tecnologia de jacareí;68205;redes de computadores;2;22;9.09;68,2
2912;faculdade de tecnologia de jacareí;68255;sistemas para internet;2;6;33.33;100
2913;faculdade de tecnologia de piracicaba;100008;gestão da produção industrial;18;144;12.5;38,7
2914;faculdade de tecnologia de piracicaba;100006;gestão de recursos humanos;7;194;3.61;29,4
2915;faculdade de tecnologia de piracicaba;100004;logística;10;186;5.38;40,3
2916;faculdade de tecnologia de piracicaba;100000;marketing;5;113;4.42;38,1
2917;faculdade de tecnologia de piracicaba;100002;produção sucroalcooleira;7;114;6.14;69,3
2918;faculdade de tecnologia de porto alegre;119924;análise e desenvolvimento de sistemas;3;124;2.42;79,8
2919;faculdade de tecnologia de porto alegre;119920;gestão comercial;3;107;2.8;85
2920;faculdade de tecnologia de porto alegre;119922;processos gerenciais;3;152;1.97;84,2
2921;faculdade de tecnologia de santa catarina;108815;gestão da produção industrial;6;10;60.0;90
2922;faculdade de tecnologia de santa catarina;108812;gestão de recursos humanos;6;22;27.27;31,8
2923;faculdade de tecnologia de santa catarina;108819;logística;3;21;14.29;52,4
2924;faculdade de tecnologia de santa catarina;109436;processos gerenciais;4;16;25.0;50
2925;faculdade de tecnologia de são vicente;85754;automação industrial;4;66;6.06;63,1
2926;faculdade de tecnologia de são vicente;47834;sistemas de informação;6;37;16.22;45,9
2927;faculdade de tecnologia de teresina;114356;enfermagem;2;96;2.08;87,5
2928;faculdade de tecnologia de teresina;110270;farmácia;2;37;5.41;59,5
2929;faculdade de tecnologia de teresina;79808;sistemas para internet;1;69;1.45;56,5
2930;faculdade de tecnologia do amapá;108104;radiologia;3;100;3.0;60
2931;faculdade de tecnologia do amapá;73622;redes de computadores;1;72;1.39;66,7
2932;faculdade de tecnologia do nordeste;56158;análise e desenvolvimento de sistemas;3;152;1.97;79,6
2933;faculdade de tecnologia do nordeste;114570;gestão da tecnologia da informação;16;250;6.4;77,2
2934;faculdade de tecnologia do nordeste;57052;marketing;3;150;2.0;59,3
2935;faculdade de tecnologia do nordeste;83182;redes de computadores;11;100;11.0;76
2936;faculdade de tecnologia do piauí;96267;direito;53;262;20.23;57,7
2937;faculdade de tecnologia do piauí;20756;sistemas de informação;14;63;22.22;63,5
2938;faculdade de tecnologia e ciencias do norte do paraná;108411;gestão ambiental;15;50;30.0;36
2939;faculdade de tecnologia e ciencias do norte do paraná;108154;marketing;7;42;16.67;35,7
2940;faculdade de tecnologia e ciencias do norte do paraná;108409;processos gerenciais;13;125;10.4;29,6
2941;faculdade de tecnologia e ciências;66061;administração;18;441;4.08;68,9
2942;faculdade de tecnologia e ciências;104622;direito;31;246;12.6;74,4
2943;faculdade de tecnologia e ciências;99831;pedagogia;441;97;454.64;46,4
2944;faculdade de tecnologia e ciências de itabuna;68462;direito;25;261;9.58;57,1
2945;faculdade de tecnologia e ciências de itabuna;58834;enfermagem;23;172;13.37;46,5
2946;faculdade de tecnologia e ciências de itabuna;57691;engenharia ambiental;6;83;7.23;77,1
2947;faculdade de tecnologia e ciências de itabuna;74026;engenharia civil;19;218;8.72;57,8
2948;faculdade de tecnologia e ciências de itabuna;73763;nutrição;9;123;7.32;47,2
2949;faculdade de tecnologia e ciências de itabuna;57612;sistemas de informação;5;108;4.63;79,6
2950;faculdade de tecnologia e ciências de jequié;46307;administração;4;55;7.27;75
2951;faculdade de tecnologia e ciências de jequié;58813;enfermagem;29;102;28.43;29,4
2952;faculdade de tecnologia e ciências de jequié;91475;psicologia;3;83;3.61;31,3
2953;faculdade de tecnologia e ciências de jequié;73451;sistemas de informação;4;60;6.67;65
2954;faculdade de tecnologia e ciências de pernambuco;48201;ciência da computação;18;33;54.55;75,8
2955;faculdade de tecnologia em hotelaria, gastronomia e turismo de são paulo;73724;eventos;12;260;4.62;58,5
2956;faculdade de tecnologia em hotelaria, gastronomia e turismo de são paulo;55077;gastronomia;32;572;5.59;50,7
2957;faculdade de tecnologia em hotelaria, gastronomia e turismo de são paulo;1074535;gestão ambiental;3;10;30.0;30
2958;faculdade de tecnologia em hotelaria, gastronomia e turismo de são paulo;55075;gestão de turismo;7;154;4.55;72,7
2959;faculdade de tecnologia em hotelaria, gastronomia e turismo de são paulo;51860;hotelaria;13;219;5.94;62,6
2960;faculdade de tecnologia em hotelaria, gastronomia e turismo de são paulo;55086;hotelaria hospitalar;6;87;6.9;60,9
2961;faculdade de tecnologia em hotelaria, gastronomia e turismo de são paulo;120739;nutrição;8;79;10.13;64,6
2962;faculdade de tecnologia estácio de curitiba;74702;gestão de recursos humanos;2;100;2.0;51
2963;faculdade de tecnologia estácio de curitiba;86492;logística;3;101;2.97;59,4
2964;faculdade de tecnologia estácio de curitiba;74700;processos gerenciais;1;76;1.32;48,7
2965;faculdade de tecnologia evolução;110572;marketing;3;31;9.68;58,1
2966;faculdade de tecnologia evolução;110574;processos gerenciais;5;72;6.94;38,9
2967;faculdade de tecnologia evolução;112272;redes de computadores;9;86;10.47;53,5
2968;faculdade de tecnologia evolução;110570;sistemas para internet;3;57;5.26;78,9
2969;faculdade de tecnologia ibratec;51715;análise e desenvolvimento de sistemas;2;186;1.08;66,5
2970;faculdade de tecnologia ibratec;110248;design gráfico;16;141;11.35;53,9
2971;faculdade de tecnologia ibratec;113867;redes de computadores;10;105;9.52;65,7
2972;faculdade de tecnologia ibta - são josé dos campos;96936;análise e desenvolvimento de sistemas;16;62;25.81;93,5
2973;faculdade de tecnologia ibta - são josé dos campos;120408;ciência da computação;23;45;51.11;82,2
2974;faculdade de tecnologia ibta - são josé dos campos;74837;gestão de recursos humanos;5;12;41.67;100
2975;faculdade de tecnologia ibta - são josé dos campos;74826;gestão financeira;8;23;34.78;78,3
2976;faculdade de tecnologia ibta - são josé dos campos;74828;logística;19;46;41.3;73,9
2977;faculdade de tecnologia ibta - são josé dos campos;74832;marketing;3;26;11.54;88,5
2978;faculdade de tecnologia ibta - são josé dos campos;55536;redes de computadores;15;44;34.09;97,7
2979;faculdade de tecnologia ibta - são josé dos campos;86560;sistemas para internet;10;16;62.5;100
2980;faculdade de tecnologia inesul do paraná;118556;marketing;4;25;16.0;52
2981;faculdade de tecnologia integral;73695;gestão financeira;3;30;10.0;50
2982;faculdade de tecnologia oswaldo cruz;61176;alimentos;5;30;16.67;43,3
2983;faculdade de tecnologia oswaldo cruz;120446;análise e desenvolvimento de sistemas;5;50;10.0;68
2984;faculdade de tecnologia oswaldo cruz;61182;cosméticos;8;48;16.67;37,5
2985;faculdade de tecnologia oswaldo cruz;120444;gestão ambiental;4;52;7.69;69,2
2986;faculdade de tecnologia oswaldo cruz;48982;polímeros;4;33;12.12;57,6
2987;faculdade de tecnologia são mateus;74386;sistemas para internet;13;87;14.94;81,6
2988;faculdade de tecnologia tecbrasil - unidade novo hamburgo;122538;comércio exterior;4;23;17.39;100
2989;faculdade de tecnologia tecbrasil - unidade novo hamburgo;122540;gestão de recursos humanos;5;43;11.63;100
2990;faculdade de tecnologia tecbrasil - unidade novo hamburgo;122542;marketing;5;34;14.71;100
2991;faculdade de tecnologia tecbrasil - unidade novo hamburgo;122544;processos gerenciais;5;59;8.47;100
2992;faculdade de telêmaco borba;47543;administração;15;58;25.86;32,8
2993;faculdade de telêmaco borba;67543;ciências contábeis;2;53;3.77;49,1
2994;faculdade de telêmaco borba;79760;direito;3;57;5.26;54,4
2995;faculdade de telêmaco borba;68400;engenharia química;8;37;21.62;64,9
2996;faculdade de telêmaco borba;46778;letras - português e espanhol;2;16;12.5;50
2997;faculdade de telêmaco borba;46777;letras - português e inglês;6;18;33.33;22,2
2998;faculdade de telêmaco borba;22025;pedagogia;6;33;18.18;36,4
2999;faculdade de vargem grande paulista;51131;letras - língua portuguesa;15;17;88.24;17,6
3000;faculdade de vargem grande paulista;17966;pedagogia;34;116;29.31;28,7
3001;faculdade de viçosa;47871;administração;12;49;24.49;53,1
3002;faculdade de viçosa;5000012;educação física;5;16;31.25;62,5
3003;faculdade de viçosa;123375;engenharia de produção;6;31;19.35;54,8
3004;faculdade de viçosa;100480;pedagogia;9;31;29.03;51,6
3005;faculdade de viçosa;47874;sistemas de informação;7;26;26.92;53,8
3006;faculdade dehoniana;66597;filosofia;2;55;3.64;69,1
3007;faculdade dehoniana;49775;teologia;2;154;1.3;49
3008;faculdade delta;71016;administração;35;488;7.17;69,7
3009;faculdade delta;90629;ciências contábeis;39;310;12.58;63,5
3010;faculdade delta;90632;comunicação social - jornalismo;15;24;62.5;62,5
3011;faculdade delta;90623;educação física;15;54;27.78;64,8
3012;faculdade delta;91161;farmácia;23;85;27.06;52,9
3013;faculdade delta;97932;fisioterapia;16;135;11.85;56,3
3014;faculdade delta;90625;pedagogia;19;12;158.33;83,3
3015;faculdade delta;95745;psicologia;9;120;7.5;61,7
3016;faculdade delta;90705;serviço social;1;211;0.47;59,7
3017;faculdade delta;107828;sistema de informação;11;123;8.94;94,3
3018;faculdade diadema;53554;administração;52;99;52.53;38,4
3019;faculdade diadema;73642;análise e desenvolvimento de sistemas;15;76;19.74;61,8
3020;faculdade diadema;54458;ciências contábeis;17;55;30.91;22,2
3021;faculdade diadema;57686;direito;18;107;16.82;32,7
3022;faculdade diadema;54456;educação física;10;21;47.62;23,8
3023;faculdade diadema;59786;letras - português e inglês;2;28;7.14;28,6
3024;faculdade diadema;74414;marketing;10;67;14.93;49,3
3025;faculdade diadema;56732;pedagogia;15;60;25.0;11,7
3026;faculdade dinâmica do vale do piranga;95966;direito;18;70;25.71;41,4
3027;faculdade dinâmica do vale do piranga;118990;farmácia;3;29;10.34;79,3
3028;faculdade divinópolis;86410;direito;5;58;8.62;68,4
3029;faculdade divinópolis;81052;psicologia;2;24;8.33;91,7
3030;faculdade divinópolis;74170;serviço social;4;20;20.0;60
3031;faculdade do acre;85801;ciências biológicas;9;51;17.65;74,5
3032;faculdade do acre;85799;serviço social;4;171;2.34;58,5
3033;faculdade do amazonas;46278;odontologia;9;91;9.89;45,1
3034;faculdade do baixo parnaíba;107075;administração;10;73;13.7;65,3
3035;faculdade do baixo parnaíba;81064;letras;54;70;77.14;100
3036;faculdade do baixo parnaíba;81060;pedagogia;26;202;12.87;51,5
3037;faculdade do centro educacional mineiro - facem;113639;administração;2;17;11.76;64,7
3038;faculdade do centro educacional mineiro - facem;113643;ciências contábeis;2;16;12.5;56,3
3039;faculdade do centro leste;119926;administração;3;30;10.0;86,7
3040;faculdade do centro leste;50870;design;2;23;8.7;78,3
3041;faculdade do centro leste;20608;engenharia civil;2;142;1.41;99,3
3042;faculdade do centro leste;20629;engenharia de controle e automação;3;125;2.4;96
3043;faculdade do centro leste;50952;engenharia de materiais;6;55;10.91;96,4
3044;faculdade do centro leste;118699;engenharia de petróleo;4;35;11.43;97,1
3045;faculdade do centro leste;118694;engenharia de produção;3;102;2.94;99
3046;faculdade do centro leste;88081;engenharia mecânica;2;173;1.16;98,3
3047;faculdade do centro leste;88082;engenharia química;4;87;4.6;92
3048;faculdade do centro leste;50229;sistemas de informação;3;52;5.77;84,6
3049;faculdade do espírito santo;81066;administração;6;126;4.76;68,3
3050;faculdade do espírito santo;110541;biomedicina;7;106;6.6;79,2
3051;faculdade do espírito santo;95996;direito;9;360;2.5;82,1
3052;faculdade do espírito santo;92059;engenharia de petróleo e gás;5;81;6.17;96,3
3053;faculdade do espírito santo;117905;engenharia de produção;9;173;5.2;86,1
3054;faculdade do espírito santo;88642;psicologia;6;72;8.33;88,9
3055;faculdade do espírito santo;51888;sistema de informação;8;106;7.55;74,5
3056;faculdade do estado do maranhão;67753;administração;11;118;9.32;74,6
3057;faculdade do estado do maranhão;67761;ciências contábeis;3;59;5.08;81,4
3058;faculdade do estado do maranhão;95974;direito;7;178;3.93;68
3059;faculdade do futuro;94322;ciências biológicas;8;33;24.24;33,3
3060;faculdade do futuro;94318;educação física;10;49;20.41;40,8
3061;faculdade do futuro;65475;enfermagem;7;28;25.0;32,1
3062;faculdade do futuro;94320;farmácia;6;35;17.14;34,3
3063;faculdade do guarujá;19796;administração;3;77;3.9;64,9
3064;faculdade do guarujá;113230;ciências contábeis;25;42;59.52;52,4
3065;faculdade do guarujá;113840;comércio exterior;14;47;29.79;70,2
3066;faculdade do guarujá;95783;direito;18;113;15.93;70,8
3067;faculdade do guarujá;100578;pedagogia;24;89;26.97;60,7
3068;faculdade do guarujá;47036;sistemas de informação;2;36;5.56;69,4
3069;faculdade do instituto brasil;48304;administração;20;83;24.1;60,2
3070;faculdade do instituto brasil;73788;ciências contábeis;10;46;21.74;47,8
3071;faculdade do instituto brasil;73346;direito;17;206;8.25;51,9
3072;faculdade do instituto brasil;107627;enfermagem;14;93;15.05;55,9
3073;faculdade do instituto brasil;87244;farmácia;13;81;16.05;48,8
3074;faculdade do litoral paranaense;55532;administração;16;53;30.19;60,4
3075;faculdade do litoral paranaense;96175;direito;8;89;8.99;58,4
3076;faculdade do litoral sul paulista;51167;administração;2;126;1.59;92,9
3077;faculdade do litoral sul paulista;120647;ciências contábeis;12;81;14.81;84
3078;faculdade do litoral sul paulista;101747;pedagogia;19;217;8.76;71,4
3079;faculdade do litoral sul paulista;57466;sistemas de informação;2;82;2.44;90,2
3080;faculdade do litoral sul paulista;51168;turismo;6;67;8.96;47,8
3081;faculdade do maranhão;88595;ciências contábeis;151;167;90.42;45,5
3082;faculdade do maranhão;98061;enfermagem;146;173;84.39;24,3
3083;faculdade do maranhão;74021;pedagogia;139;366;37.98;26,5
3084;faculdade do noroeste de minas;113210;agronomia;9;74;12.16;35,1
3085;faculdade do noroeste de minas;57042;análise e desenvolvimento de sistemas;3;11;27.27;72,7
3086;faculdade do noroeste de minas;105988;ciências contábeis;6;85;7.06;31,8
3087;faculdade do noroeste de minas;90661;direito;11;193;5.7;37,3
3088;faculdade do noroeste de minas;119936;engenharia civil;10;103;9.71;53,4
3089;faculdade do noroeste de minas;123155;engenharia de minas;8;53;15.09;35,8
3090;faculdade do noroeste de minas;95153;engenharia de produção;1;43;2.33;25,6
3091;faculdade do noroeste de minas;95149;engenharia elétrica;2;75;2.67;33,3
3092;faculdade do noroeste de minas;94367;geografia;1;51;1.96;37,3
3093;faculdade do noroeste de minas;94365;história;2;62;3.23;29
3094;faculdade do noroeste de minas;87494;matemática;9;43;20.93;39,5
3095;faculdade do noroeste de minas;15680;pedagogia;9;216;4.17;15,1
3096;faculdade do norte goiano;118344;administração;2;23;8.7;60,9
3097;faculdade do norte novo de apucarana;79821;design de interiores;1;29;3.45;32,1
3098;faculdade do norte novo de apucarana;49772;direito;8;77;10.39;40,3
3099;faculdade do norte novo de apucarana;79819;gestão de recursos humanos;2;49;4.08;22,4
3100;faculdade do norte novo de apucarana;85178;marketing;2;29;6.9;27,6
3101;faculdade do pantanal matogrossense;104530;administração;6;37;16.22;100
3102;faculdade do pantanal matogrossense;117488;psicologia;4;23;17.39;91,3
3103;faculdade do pantanal matogrossense;104498;sistema de informação;2;38;5.26;97,4
3104;faculdade do piauí;98766;fisioterapia;5;100;5.0;58
3105;faculdade do recife;58592;administração;11;119;9.24;66,4
3106;faculdade do recife;99202;ciência da computação;12;88;13.64;69,3
3107;faculdade do recife;58598;ciências contábeis;11;106;10.38;70,8
3108;faculdade do recife;72869;direito;5;168;2.98;65,5
3109;faculdade do seridó;92817;ciências contábeis;7;46;15.22;24,4
3110;faculdade do sul;73440;administração;20;94;21.28;78,7
3111;faculdade do sul;73428;ciências contábeis;8;53;15.09;66
3112;faculdade do sul;105498;direito;14;259;5.41;69,1
3113;faculdade do sul;73442;educação física;8;100;8.0;84,2
3114;faculdade do sul;5000029;enfermagem;6;121;4.96;59,5
3115;faculdade do sul;91677;farmácia;12;85;14.12;78,8
3116;faculdade do sul;94258;fisioterapia;16;125;12.8;78,4
3117;faculdade do sul;90944;jornalismo;1;8;12.5;75
3118;faculdade do sul;90941;pedagogia;1;35;2.86;54,3
3119;faculdade do sul;80082;psicologia;10;73;13.7;52,1
3120;faculdade do sul;91681;serviço social;11;78;14.1;52,6
3121;faculdade do sul da bahia;47844;administração;8;48;16.67;53,7
3122;faculdade do sul da bahia;48585;ciências contábeis;10;40;25.0;42,5
3123;faculdade do sul da bahia;68926;direito;34;173;19.65;36,4
3124;faculdade do sul da bahia;105906;enfermagem;8;37;21.62;24,3
3125;faculdade do sul da bahia;105903;engenharia de produção;8;33;24.24;24,2
3126;faculdade do sul da bahia;106990;petróleo e gás;9;25;36.0;40
3127;faculdade do tapajós;86426;administração;11;94;11.7;35,1
3128;faculdade do tapajós;109254;ciências contábeis;6;21;28.57;57,1
3129;faculdade do vale do itajaí mirim;58980;administração;41;183;22.4;68,3
3130;faculdade do vale do itajaí mirim;58987;ciências contábeis;6;69;8.7;62,3
3131;faculdade do vale do itajaí mirim;91145;comunicação social - publicidade e propaganda;4;42;9.52;76,2
3132;faculdade do vale do itajaí mirim;67597;design de moda;6;46;13.04;56,5
3133;faculdade do vale do itajaí mirim;67785;sistemas de informação;6;25;24.0;80
3134;faculdade do vale do itapecurú;59728;administração;12;32;37.5;100
3135;faculdade do vale do itapecurú;51876;ciências contábeis;9;56;16.07;37,5
3136;faculdade do vale do itapecurú;68450;direito;26;143;18.18;33,1
3137;faculdade do vale do itapecurú;56360;pedagogia;8;18;44.44;16,7
3138;faculdade do vale do jaguaribe;47071;administração;14;98;14.29;57,1
3139;faculdade do vale do jaguaribe;104722;enfermagem;18;107;16.82;30,8
3140;faculdade do vale do jaguaribe;20398;pedagogia;12;251;4.78;12,4
3141;faculdade do vale do jaguaribe;48587;turismo;8;25;32.0;44
3142;faculdade do vale elvira dayrell - faved;99670;administração;6;22;27.27;54,5
3143;faculdade do vale elvira dayrell - faved;100189;alimentos;4;6;66.67;66,7
3144;faculdade do vale elvira dayrell - faved;99672;enfermagem;3;16;18.75;81,3
3145;faculdade doctum de juiz de fora;67159;direito;19;116;16.38;67,2
3146;faculdade dois de julho;20632;administração;8;71;11.27;69
3147;faculdade dois de julho;66134;comunicação social;3;27;11.11;85,2
3148;faculdade dois de julho;48580;comunicação social - jornalismo;11;59;18.64;67,8
3149;faculdade dois de julho;55596;direito;11;242;4.55;49,8
3150;faculdade dom bosco;110152;design de interiores;4;56;7.14;50
3151;faculdade dom bosco;111034;estética e cosmética;8;102;7.84;44,1
3152;faculdade dom bosco;108202;gestão de recursos humanos;4;40;10.0;47,5
3153;faculdade dom bosco;110150;gestão financeira;7;80;8.75;58,8
3154;faculdade dom bosco;75684;marketing;4;84;4.76;57,1
3155;faculdade dom bosco;75890;sistemas para internet;3;42;7.14;71,4
3156;faculdade dom bosco de goioerê;88028;administração;6;35;17.14;45,7
3157;faculdade dom bosco de porto alegre;57908;administração;15;113;13.27;68,1
3158;faculdade dom bosco de porto alegre;59091;ciências contábeis;7;62;11.29;67,2
3159;faculdade dom bosco de porto alegre;106816;direito;5;133;3.76;67,7
3160;faculdade dom bosco de porto alegre;86449;engenharia ambiental e sanitária;1;43;2.33;81,4
3161;faculdade dom bosco de porto alegre;57906;sistemas de informação;8;46;17.39;71,7
3162;faculdade dom bosco de ubiratã;48648;administração;7;27;25.93;3,7
3163;faculdade dom bosco de ubiratã;48195;pedagogia;4;17;23.53;5,9
3164;faculdade dom luis de orleans e bragança;80797;administração;2;37;5.41;56,8
3165;faculdade dom luis de orleans e bragança;80800;ciências contábeis;2;37;5.41;37,8
3166;faculdade dom luis de orleans e bragança;80795;pedagogia;2;35;5.71;28,6
3167;faculdade dos cerrados piauienses;46090;administração;13;22;59.09;9,1
3168;faculdade dos cerrados piauienses;50387;direito;6;46;13.04;47,8
3169;faculdade doutor francisco maeda;9094;agronomia;10;133;7.52;37,6
3170;faculdade doutor francisco maeda;67953;direito;4;125;3.2;53,6
3171;faculdade doutor francisco maeda;71252;medicina veterinária;7;111;6.31;29,7
3172;faculdade doutor francisco maeda;71255;sistemas de informação;2;55;3.64;37
3173;faculdade doutor leocádio josé correia;53894;administração;33;64;51.56;50
3174;faculdade doutor leocádio josé correia;21677;pedagogia;40;77;51.95;51,9
3175;faculdade doutor leocádio josé correia;56448;teologia;4;18;22.22;72,2
3176;faculdade ecoar;113935;gestão ambiental;3;23;13.04;60,9
3177;faculdade educacional da lapa;18801;administração;8;42;19.05;100
3178;faculdade educacional da lapa;41641;pedagogia;184;4899;3.76;43,3
3179;faculdade educacional de arapoti;46096;administração;10;59;16.95;44,8
3180;faculdade educacional de arapoti;48616;pedagogia;2;17;11.76;35,3
3181;faculdade educacional de colombo;51222;administração;14;122;11.48;97,8
3182;faculdade educacional de colombo;51220;ciências contábeis;8;50;16.0;54
3183;faculdade educacional de colombo;79640;gestão da tecnologia da informação;5;42;11.9;69
3184;faculdade educacional de colombo;79636;gestão de recursos humanos;8;36;22.22;27,8
3185;faculdade educacional de colombo;79545;gestão financeira;1;12;8.33;66,7
3186;faculdade educacional de colombo;79638;logística;4;48;8.33;47,9
3187;faculdade educacional de colombo;79634;marketing;1;15;6.67;26,7
3188;faculdade educacional de colombo;88912;pedagogia;4;95;4.21;56,8
3189;faculdade educacional de cornélio procópio;48185;administração;11;79;13.92;43
3190;faculdade educacional de francisco beltrão;1050050;administração;9;31;29.03;45,2
3191;faculdade educacional de francisco beltrão;1050049;ciências contábeis;10;88;11.36;43,2
3192;faculdade educacional de francisco beltrão;1050051;farmácia;8;35;22.86;42,9
3193;faculdade educacional de francisco beltrão;1050053;sistemas de informação;11;35;31.43;80
3194;faculdade educacional de medianeira;103252;administração;11;120;9.17;49,2
3195;faculdade educacional de medianeira;79880;direito;1;79;1.27;53,2
3196;faculdade educacional de medianeira;91089;gestão comercial;12;58;20.69;34,5
3197;faculdade educacional de medianeira;39679;letras - espanhol;1;22;4.55;27,3
3198;faculdade educacional de medianeira;48795;serviço social;3;17;17.65;70,6
3199;faculdade educacional de ponta grossa;96639;administração;29;201;14.43;65,2
3200;faculdade educacional de ponta grossa;72867;direito;33;240;13.75;64,6
3201;faculdade educacional de ponta grossa;110500;sistemas para internet;6;97;6.19;71,9
3202;faculdade empresarial de chapecó;67469;administração;10;72;13.89;86,4
3203;faculdade empresarial de chapecó;105970;ciências contábeis;3;39;7.69;79,5
3204;faculdade empresarial de chapecó;117519;engenharia de produção;2;71;2.82;82,9
3205;faculdade empresarial de chapecó;110464;redes de computadores;4;29;13.79;65,5
3206;faculdade equipe;57110;administração;3;73;4.11;84,9
3207;faculdade esamc campinas;20619;administração;22;103;21.36;97,6
3208;faculdade esamc campinas;118690;ciências econômicas;6;18;33.33;66,7
3209;faculdade esamc campinas;116711;comunicação social - jornalismo;4;4;100.0;100
3210;faculdade esamc campinas;32232;comunicação social - publicidade e propaganda;9;115;7.83;60,9
3211;faculdade esamc campinas;95145;design;6;125;4.8;74,4
3212;faculdade esamc campinas;95994;direito;6;41;14.63;73,2
3213;faculdade esamc campinas;94983;relações internacionais;3;70;4.29;74,3
3214;faculdade esamc campinas;94931;relações públicas;7;34;20.59;67,6
3215;faculdade esamc santos;58142;administração;39;114;34.21;69,4
3216;faculdade esamc santos;58697;comunicação social - publicidade e propaganda;32;85;37.65;72,9
3217;faculdade esamc santos;123161;design;17;51;33.33;96,1
3218;faculdade esamc santos;96383;direito;37;112;33.04;82,9
3219;faculdade esamc santos;123159;relações internacionais;17;45;37.78;82,2
3220;faculdade esamc santos;120766;relações públicas;7;25;28.0;64
3221;faculdade esamc sorocaba;41667;administração;5;283;1.77;77,3
3222;faculdade esamc sorocaba;99954;análise e desenvolvimento de sistemas;1;32;3.12;81,3
3223;faculdade esamc sorocaba;117940;ciências contábeis;3;11;27.27;81,8
3224;faculdade esamc sorocaba;116290;ciências econômicas;2;24;8.33;95,8
3225;faculdade esamc sorocaba;117943;comunicação social - jornalismo;5;12;41.67;75
3226;faculdade esamc sorocaba;38302;comunicação social - publicidade e propaganda;4;183;2.19;68,3
3227;faculdade esamc sorocaba;96369;comunicação social - relações públicas;2;24;8.33;91,7
3228;faculdade esamc sorocaba;101909;design;6;59;10.17;86,4
3229;faculdade esamc sorocaba;95983;direito;5;69;7.25;85,5
3230;faculdade esamc sorocaba;58775;educação física;2;21;9.52;76,2
3231;faculdade esamc sorocaba;99970;gestão comercial;2;15;13.33;73,3
3232;faculdade esamc sorocaba;99964;gestão de recursos humanos;3;23;13.04;65,2
3233;faculdade esamc sorocaba;99976;gestão financeira;4;26;15.38;64
3234;faculdade esamc sorocaba;99958;logística;2;21;9.52;90,5
3235;faculdade esamc sorocaba;99960;marketing;1;11;9.09;100
3236;faculdade esamc sorocaba;86620;pedagogia;7;92;7.61;53,3
3237;faculdade esamc sorocaba;99972;processos gerenciais;3;17;17.65;76,5
3238;faculdade esamc sorocaba;99978;redes de computadores;4;20;20.0;65
3239;faculdade esamc sorocaba;96116;relações internacionais;5;67;7.46;79,1
3240;faculdade esamc sorocaba;58777;sistema de informação;2;14;14.29;78,6
3241;faculdade esamc uberlândia;21297;administração;32;162;19.75;78,1
3242;faculdade esamc uberlândia;32726;comunicação social - publicidade e propaganda;22;167;13.17;59,3
3243;faculdade esamc uberlândia;95715;comunicação social - relações públicas;1;84;1.19;77,4
3244;faculdade esamc uberlândia;95717;design;4;67;5.97;78,8
3245;faculdade esamc uberlândia;95985;direito;20;159;12.58;67,1
3246;faculdade esamc uberlândia;98756;relações internacionais;9;72;12.5;72,2
3247;faculdade especializada na área de saúde do rio grande do sul;1024230;odontologia;6;84;7.14;32,1
3248;faculdade estácio da paraíba;80892;análise e desenvolvimento de sistemas;1;51;1.96;80,4
3249;faculdade estácio da paraíba;108370;design gráfico;2;55;3.64;80
3250;faculdade estácio da paraíba;80956;redes de computadores;4;45;8.89;90,9
3251;faculdade estácio de alagoas - estácio fal;110646;redes de computadores;4;74;5.41;66,2
3252;faculdade estácio de belém - estácio belém;21774;ciências contábeis;6;20;30.0;55
