;Nome da Instituição;Código do Curso de Graduação;Nome do Curso de Graduação;Quantia de Bolsas;Quantidade de Ingressantes no Curso;Percentual de Bolsas;Taxa de Desistência Acumulada - TODA
4940;pontifícia universidade católica do rio de janeiro;24260;engenharia de computação;3;240;1.25;56,3
4941;pontifícia universidade católica do rio de janeiro;32655;engenharia de controle e automação;1;195;0.51;65,1
4942;pontifícia universidade católica do rio de janeiro;87200;engenharia de petróleo;1;180;0.56;52,2
4943;pontifícia universidade católica do rio de janeiro;44431;engenharia de produção;38;1270;2.99;43,6
4944;pontifícia universidade católica do rio de janeiro;29446;engenharia elétrica;2;174;1.15;54
4945;pontifícia universidade católica do rio de janeiro;23702;engenharia mecânica;10;467;2.14;54,6
4946;pontifícia universidade católica do rio de janeiro;32975;engenharia química;13;414;3.14;49
4947;pontifícia universidade católica do rio de janeiro;10863;filosofia;3;48;6.25;56,3
4948;pontifícia universidade católica do rio de janeiro;10871;geografia;5;77;6.49;58,3
4949;pontifícia universidade católica do rio de janeiro;10872;história;6;67;8.96;69,7
4950;pontifícia universidade católica do rio de janeiro;31150;letras - inglês;1;65;1.54;94,1
4951;pontifícia universidade católica do rio de janeiro;22388;letras - português;3;137;2.19;54,2
4952;pontifícia universidade católica do rio de janeiro;310877;matemática;1;13;7.69;61,5
4953;pontifícia universidade católica do rio de janeiro;10861;pedagogia;6;29;20.69;62,1
4954;pontifícia universidade católica do rio de janeiro;10865;psicologia;16;182;8.79;37,5
4955;pontifícia universidade católica do rio de janeiro;70608;relações internacionais;9;131;6.87;41,2
4956;pontifícia universidade católica do rio de janeiro;10873;serviço social;3;169;1.78;31
4957;pontifícia universidade católica do rio de janeiro;45850;sistemas de informação;4;35;11.43;77,1
4958;pontifícia universidade católica do rio de janeiro;25935;tradutor em inglês;3;27;11.11;96,3
4959;pontifícia universidade católica do rio grande do sul;88923;administração;56;478;11.72;48,7
4960;pontifícia universidade católica do rio grande do sul;18056;arquitetura e urbanismo;10;139;7.19;59,7
4961;pontifícia universidade católica do rio grande do sul;1904;ciência da computação;12;144;8.33;74,3
4962;pontifícia universidade católica do rio grande do sul;1923;ciências aeronáuticas;1;65;1.54;24,6
4963;pontifícia universidade católica do rio grande do sul;1905;ciências biológicas;8;168;4.76;92,9
4964;pontifícia universidade católica do rio grande do sul;88932;ciências contábeis;17;103;16.5;48,5
4965;pontifícia universidade católica do rio grande do sul;1890;ciências econômicas;16;93;17.2;51,6
4966;pontifícia universidade católica do rio grande do sul;1888;direito;94;1100;8.55;35,7
4967;pontifícia universidade católica do rio grande do sul;39514;educação física;34;191;17.8;66,7
4968;pontifícia universidade católica do rio grande do sul;56702;engenharia de computação;7;77;9.09;72,7
4969;pontifícia universidade católica do rio grande do sul;1925;engenharia de controle e automação;10;81;12.35;67,9
4970;pontifícia universidade católica do rio grande do sul;116150;engenharia elétrica e eletrônica;13;22;59.09;100
4971;pontifícia universidade católica do rio grande do sul;1881;filosofia;2;91;2.2;93,1
4972;pontifícia universidade católica do rio grande do sul;1107916;gestão de turismo;19;80;23.75;53,8
4973;pontifícia universidade católica do rio grande do sul;102728;história;14;117;11.97;94,1
4974;pontifícia universidade católica do rio grande do sul;1107917;hotelaria;20;67;29.85;56,7
4975;pontifícia universidade católica do rio grande do sul;27508;jornalismo;10;162;6.17;35,8
4976;pontifícia universidade católica do rio grande do sul;1879;medicina;4;81;4.94;3,8
4977;pontifícia universidade católica do rio grande do sul;56696;nutrição;1;59;1.69;25,4
4978;pontifícia universidade católica do rio grande do sul;1883;odontologia;5;77;6.49;22,1
4979;pontifícia universidade católica do rio grande do sul;1882;pedagogia;15;114;13.16;44,2
4980;pontifícia universidade católica do rio grande do sul;73235;produção audiovisual;1;54;1.85;27,8
4981;pontifícia universidade católica do rio grande do sul;1903;psicologia;9;318;2.83;38,7
4982;pontifícia universidade católica do rio grande do sul;33288;relações públicas;14;111;12.61;38,7
4983;pontifícia universidade católica do rio grande do sul;56766;sistemas de informação;8;117;6.84;60,7
4984;pontifícia universidade católica do rio grande do sul;1880;teologia;8;28;28.57;53,6
4985;trevisan escola superior de negócios;19928;administração;4;16;25.0;31,3
4986;trevisan escola superior de negócios;19927;ciências contábeis;7;190;3.68;17,9
4987;unidade de ensino superior expoente;48013;administração;12;91;13.19;92,9
4988;unidade de ensino superior expoente;50184;pedagogia;7;20;35.0;90
4989;unidade de ensino superior expoente;54920;sistema de informação;10;38;26.32;84,2
4990;universidade anhembi morumbi;9641;administração;23;1241;1.85;71,4
4991;universidade anhembi morumbi;101630;arquitetura e urbanismo;19;348;5.46;64,9
4992;universidade anhembi morumbi;51249;aviação civil;27;475;5.68;98,1
4993;universidade anhembi morumbi;75886;cinema e audiovisual;5;99;5.05;69,7
4994;universidade anhembi morumbi;19505;ciência da computação;6;108;5.56;76,9
4995;universidade anhembi morumbi;106636;ciências biológicas;1;46;2.17;67,4
4996;universidade anhembi morumbi;25237;comunicação social - jornalismo;18;285;6.32;68,1
4997;universidade anhembi morumbi;28251;comunicação social - produção editorial;3;31;9.68;64,5
4998;universidade anhembi morumbi;23599;comunicação social - publicidade e propaganda;29;814;3.56;67,1
4999;universidade anhembi morumbi;106642;comércio internacional;3;39;7.69;69,2
5000;universidade anhembi morumbi;59581;design de games;13;223;5.83;85,7
5001;universidade anhembi morumbi;98239;design de interiores;10;65;15.38;52,3
5002;universidade anhembi morumbi;98209;design de moda;3;223;1.35;79,4
5003;universidade anhembi morumbi;98208;design gráfico;8;106;7.55;79,2
5004;universidade anhembi morumbi;93061;direito;20;327;6.12;76,5
5005;universidade anhembi morumbi;21352;enfermagem;15;157;9.55;66,9
5006;universidade anhembi morumbi;55837;engenharia civil;8;366;2.19;67,2
5007;universidade anhembi morumbi;94071;engenharia de produção;9;147;6.12;68,7
5008;universidade anhembi morumbi;55836;engenharia elétrica;1;90;1.11;72,7
5009;universidade anhembi morumbi;106650;estética;23;282;8.16;64,5
5010;universidade anhembi morumbi;121145;estética e cosmética;3;40;7.5;75
5011;universidade anhembi morumbi;98263;eventos;1;147;0.68;72,8
5012;universidade anhembi morumbi;55840;farmácia;3;45;6.67;75,6
5013;universidade anhembi morumbi;19504;fisioterapia;3;44;6.82;72,7
5014;universidade anhembi morumbi;98251;fotografia;6;80;7.5;75
5015;universidade anhembi morumbi;98265;gastronomia;24;380;6.32;74,7
5016;universidade anhembi morumbi;19502;hotelaria;61;333;18.32;90,2
5017;universidade anhembi morumbi;102841;letras - língua portuguesa;3;19;15.79;86,7
5018;universidade anhembi morumbi;19503;marketing;38;532;7.14;72,8
5019;universidade anhembi morumbi;100956;medicina;10;109;9.17;17,4
5020;universidade anhembi morumbi;21351;medicina veterinária;5;127;3.94;66,9
5021;universidade anhembi morumbi;58038;naturologia;2;70;2.86;64,3
5022;universidade anhembi morumbi;9643;negócios da moda;19;225;8.44;68,9
5023;universidade anhembi morumbi;55844;nutrição;2;64;3.12;57,8
5024;universidade anhembi morumbi;9642;pedagogia;5;39;12.82;58,8
5025;universidade anhembi morumbi;106660;podologia;9;60;15.0;41,7
5026;universidade anhembi morumbi;98235;produção fonográfica;17;218;7.8;77,2
5027;universidade anhembi morumbi;80066;psicologia;7;163;4.29;85,7
5028;universidade anhembi morumbi;93064;relações internacionais;13;290;4.48;78,1
5029;universidade anhembi morumbi;55831;rádio, tv e internet;12;352;3.41;67
5030;universidade anhembi morumbi;63768;sistemas de informação;19;208;9.13;79,3
5031;universidade anhembi morumbi;21350;teatro;5;86;5.81;66,7
5032;universidade anhembi morumbi;9638;turismo;18;176;10.23;80,3
5033;universidade anhembi morumbi;106658;visagismo e terapia capilar;9;7;128.57;85,7
5034;universidade brasil;7187;administração;119;255;46.67;64
5035;universidade brasil;7209;agronomia;17;199;8.54;54,8
5036;universidade brasil;97219;artes visuais;1;39;2.56;51,3
5037;universidade brasil;7200;ciências biológicas;9;39;23.08;70,6
5038;universidade brasil;7188;ciências contábeis;1;21;4.76;85,7
5039;universidade brasil;7204;direito;9;251;3.59;99
5040;universidade brasil;7202;educação física;12;136;8.82;67,5
5041;universidade brasil;21698;enfermagem;3;48;6.25;67,7
5042;universidade brasil;92404;engenharia ambiental e sanitária;1;8;12.5;100
5043;universidade brasil;18420;engenharia civil;17;211;8.06;64,9
5044;universidade brasil;7196;farmácia;15;46;32.61;71,7
5045;universidade brasil;97234;filosofia;2;24;8.33;75
5046;universidade brasil;18427;fisioterapia;6;13;46.15;85,7
5047;universidade brasil;7193;geografia;5;63;7.94;59,2
5048;universidade brasil;74943;gestão de recursos humanos;6;72;8.33;48,6
5049;universidade brasil;7197;história;4;61;6.56;55,7
5050;universidade brasil;97257;letras - português e espanhol;2;12;16.67;75
5051;universidade brasil;31119;letras - português e inglês;2;18;11.11;77,8
5052;universidade brasil;97301;logística;8;54;14.81;42,6
5053;universidade brasil;7198;matemática;3;21;14.29;57,1
5054;universidade brasil;65114;medicina;3;93;3.23;34,4
5055;universidade brasil;7210;medicina veterinária;25;106;23.58;60
5056;universidade brasil;7195;odontologia;21;222;9.46;46,3
5057;universidade brasil;7190;pedagogia;84;274;30.66;51,7
5058;universidade brasil;21707;psicologia;1;58;1.72;100
5059;universidade brasil;7199;química;6;97;6.19;73
5060;universidade brasil;97267;serviço social;28;198;14.14;66,1
5061;universidade castelo branco;5227;administração;30;556;5.4;72,1
5062;universidade castelo branco;111732;biomedicina;9;95;9.47;63,2
5063;universidade castelo branco;5231;ciências biológicas;14;227;6.17;68,3
5064;universidade castelo branco;5233;ciências contábeis;4;152;2.63;63,6
5065;universidade castelo branco;29882;comunicação social - publicidade e propaganda;12;93;12.9;81,7
5066;universidade castelo branco;5223;educação física;20;309;6.47;62,6
5067;universidade castelo branco;66349;enfermagem;20;191;10.47;63,4
5068;universidade castelo branco;5221;fisioterapia;4;96;4.17;62,5
5069;universidade castelo branco;107584;gestão ambiental;10;68;14.71;44,1
5070;universidade castelo branco;103420;gestão de recursos humanos;7;464;1.51;59,6
5071;universidade castelo branco;29381;jornalismo;6;46;13.04;65,2
5072;universidade castelo branco;103418;logística;8;152;5.26;66,3
5073;universidade castelo branco;107586;marketing;11;112;9.82;74,5
5074;universidade castelo branco;5226;matemática;11;103;10.68;54,2
5075;universidade castelo branco;18598;medicina veterinária;2;141;1.42;67,4
5076;universidade castelo branco;103265;nutrição;4;135;2.96;55,6
5077;universidade castelo branco;103416;processos gerenciais;1;559;0.18;75
5078;universidade castelo branco;123835;recursos humanos;4;68;5.88;74,6
5079;universidade castelo branco;5228;serviço social;21;140;15.0;52,9
5080;universidade castelo branco;5238;sistemas de informação;7;108;6.48;69,4
5081;universidade católica de brasília;8333;administração;40;546;7.33;56,7
5082;universidade católica de brasília;118966;análise e desenvolvimento de sistemas;7;332;2.11;60,3
5083;universidade católica de brasília;91295;biomedicina;7;122;5.74;77,9
5084;universidade católica de brasília;8340;ciência da computação;10;150;6.67;72
5085;universidade católica de brasília;19057;ciências biológicas;17;277;6.14;74,7
5086;universidade católica de brasília;18060;ciências contábeis;8;232;3.45;59,1
5087;universidade católica de brasília;8334;ciências econômicas;4;78;5.13;62,8
5088;universidade católica de brasília;27830;comunicação social - publicidade e propaganda;12;222;5.41;64,4
5089;universidade católica de brasília;18061;direito;54;1246;4.33;62,7
5090;universidade católica de brasília;117334;educação física;45;658;6.84;52,6
5091;universidade católica de brasília;65212;enfermagem;3;168;1.79;57,1
5092;universidade católica de brasília;37263;engenharia ambiental e sanitária;7;94;7.45;69,1
5093;universidade católica de brasília;118424;engenharia civil;9;328;2.74;72,9
5094;universidade católica de brasília;72945;farmácia;7;117;5.98;66,7
5095;universidade católica de brasília;19055;fisioterapia;6;117;5.13;72,6
5096;universidade católica de brasília;19059;física;3;51;5.88;72,5
5097;universidade católica de brasília;118988;gastronomia;4;73;5.48;56,2
5098;universidade católica de brasília;119028;gestão ambiental;3;59;5.08;52,5
5099;universidade católica de brasília;106248;gestão da tecnologia da informação;4;165;2.42;73,2
5100;universidade católica de brasília;118974;gestão hospitalar;4;41;9.76;53,7
5101;universidade católica de brasília;119024;gestão pública;4;120;3.33;55,8
5102;universidade católica de brasília;39659;letras - inglês;4;117;3.42;87
5103;universidade católica de brasília;39656;letras - português;7;124;5.65;57,3
5104;universidade católica de brasília;118978;logística;5;105;4.76;54,3
5105;universidade católica de brasília;19060;matemática;1;71;1.41;62
5106;universidade católica de brasília;48854;medicina;10;137;7.3;41,6
5107;universidade católica de brasília;19056;nutrição;6;132;4.55;53,8
5108;universidade católica de brasília;19899;odontologia;13;239;5.44;61,1
5109;universidade católica de brasília;8337;pedagogia;10;189;5.29;57
5110;universidade católica de brasília;18090;psicologia;21;265;7.92;66,4
5111;universidade católica de brasília;19058;química;5;71;7.04;73,2
5112;universidade católica de brasília;118984;redes de computadores;5;118;4.24;55,1
5113;universidade católica de brasília;8343;relações internacionais;7;146;4.79;69,2
5114;universidade católica de brasília;87910;serviço social;6;129;4.65;52,7
5115;universidade católica de brasília;52489;sistema de informação;11;160;6.88;64,4
5116;universidade católica de pelotas;1517;administração;16;211;7.58;60,7
5117;universidade católica de pelotas;1529;análise e desenvolvimento de sistemas;3;41;7.32;63,4
5118;universidade católica de pelotas;1534;arquitetura e urbanismo;4;53;7.55;41,5
5119;universidade católica de pelotas;1532;ciência da computação;1;16;6.25;43,8
5120;universidade católica de pelotas;1537;ciências biológicas;3;59;5.08;55,9
5121;universidade católica de pelotas;1523;ciências contábeis;9;35;25.71;34,3
5122;universidade católica de pelotas;1522;ciências econômicas;3;15;20.0;53,3
5123;universidade católica de pelotas;103186;design de moda;5;40;12.5;27,5
5124;universidade católica de pelotas;1531;direito;14;297;4.71;44,4
5125;universidade católica de pelotas;1560;ecologia;2;17;11.76;64,7
5126;universidade católica de pelotas;89467;enfermagem;6;79;7.59;46,8
5127;universidade católica de pelotas;1511;engenharia civil;4;67;5.97;52,2
5128;universidade católica de pelotas;1512;engenharia elétrica;5;19;26.32;78,9
5129;universidade católica de pelotas;42202;farmácia;1;38;2.63;16,7
5130;universidade católica de pelotas;64838;fisioterapia;1;85;1.18;40
5131;universidade católica de pelotas;103169;gestão de turismo;3;17;17.65;23,5
5132;universidade católica de pelotas;113881;gestão hospitalar;10;63;15.87;49,2
5133;universidade católica de pelotas;49991;jornalismo;1;23;4.35;43,5
5134;universidade católica de pelotas;1514;letras - português e inglês;9;38;23.68;50
5135;universidade católica de pelotas;1518;medicina;8;108;7.41;13
5136;universidade católica de pelotas;1515;pedagogia;9;64;14.06;53,1
5137;universidade católica de pelotas;110309;produção fonográfica;5;28;17.86;42,9
5138;universidade católica de pelotas;1516;psicologia;13;87;14.94;37,9
5139;universidade católica de pernambuco;960;administração;11;253;4.35;41,5
5140;universidade católica de pernambuco;52971;arquitetura e urbanismo;1;66;1.52;47,7
5141;universidade católica de pernambuco;968;ciência da computação;12;139;8.63;73,4
5142;universidade católica de pernambuco;972;ciências biológicas;4;44;9.09;59,1
5143;universidade católica de pernambuco;959;ciências contábeis;6;88;6.82;40,9
5144;universidade católica de pernambuco;87002;comunicação social - publicidade e propaganda;6;86;6.98;44,2
5145;universidade católica de pernambuco;963;direito;54;729;7.41;28,5
5146;universidade católica de pernambuco;964;engenharia civil;18;297;6.06;48,8
5147;universidade católica de pernambuco;970;engenharia química;5;88;5.68;47,7
5148;universidade católica de pernambuco;1108684;eventos;4;33;12.12;45,5
5149;universidade católica de pernambuco;950;filosofia;6;96;6.25;70,4
5150;universidade católica de pernambuco;1108674;fotografia;6;56;10.71;37,5
5151;universidade católica de pernambuco;966;física;1;16;6.25;75
5152;universidade católica de pernambuco;1108685;gestão de turismo;6;21;28.57;19
5153;universidade católica de pernambuco;955;história;2;78;2.56;44,9
5154;universidade católica de pernambuco;1108686;jogos digitais;2;51;3.92;47,1
5155;universidade católica de pernambuco;87000;jornalismo;4;101;3.96;30,7
5156;universidade católica de pernambuco;51174;letras - português e espanhol;1;22;4.55;59,1
5157;universidade católica de pernambuco;954;pedagogia;9;26;34.62;50
5158;universidade católica de pernambuco;971;química;3;21;14.29;52,4
5159;universidade católica de pernambuco;52551;teologia;2;114;1.75;27,4
5160;universidade católica de petrópolis;1312;administração;5;64;7.81;73,4
5161;universidade católica de petrópolis;1313;ciências contábeis;3;34;8.82;44,1
5162;universidade católica de petrópolis;1314;ciências econômicas;2;17;11.76;52,9
5163;universidade católica de petrópolis;1315;direito;3;184;1.63;57,1
5164;universidade católica de petrópolis;81140;engenharia civil;5;69;7.25;58
5165;universidade católica de petrópolis;103226;engenharia de computação;5;32;15.62;71,9
5166;universidade católica de petrópolis;103222;engenharia de petróleo;7;33;21.21;81,8
5167;universidade católica de petrópolis;51745;engenharia de produção;12;82;14.63;97,4
5168;universidade católica de petrópolis;100913;engenharia mecatrônica;2;17;11.76;64,7
5169;universidade católica de petrópolis;1319;engenharia mecânica;2;79;2.53;60,8
5170;universidade católica de petrópolis;1321;filosofia;1;34;2.94;90
5171;universidade católica de petrópolis;1322;fisioterapia;2;23;8.7;43,5
5172;universidade católica de petrópolis;1326;pedagogia;4;29;13.79;44,8
5173;universidade católica de santos;5956;arquitetura e urbanismo;14;126;11.11;61,1
5174;universidade católica de santos;5959;ciências contábeis;3;45;6.67;42,2
5175;universidade católica de santos;5957;ciências econômicas;4;27;14.81;55,6
5176;universidade católica de santos;107864;comércio exterior;6;77;7.79;61
5177;universidade católica de santos;5961;direito;46;443;10.38;45,7
5178;universidade católica de santos;119362;engenharia ambiental;4;70;5.71;58,6
5179;universidade católica de santos;5955;engenharia civil;1;45;2.22;71,1
5180;universidade católica de santos;119364;engenharia de petróleo;4;63;6.35;65,1
5181;universidade católica de santos;102560;engenharia de produção;2;61;3.28;65,6
5182;universidade católica de santos;55404;engenharia elétrica;2;7;28.57;100
5183;universidade católica de santos;5966;farmácia e bioquímica;5;35;14.29;62,9
5184;universidade católica de santos;110906;gastronomia;4;71;5.63;46,5
5185;universidade católica de santos;102776;gestão ambiental;4;40;10.0;30
5186;universidade católica de santos;96635;logística;4;56;7.14;67,9
5187;universidade católica de santos;19370;nutrição;1;40;2.5;52,5
5188;universidade católica de santos;102562;petróleo e gás;10;36;27.78;77,8
5189;universidade católica de santos;5952;psicologia;5;115;4.35;55,7
5190;universidade católica de santos;372003;química tecnológica;5;53;9.43;56,6
5191;universidade católica de santos;119366;redes de computadores;6;51;11.76;64,7
5192;universidade católica de santos;64774;tradução e interpretação;1;24;4.17;70,8
5193;universidade católica do salvador;10491;administração;18;91;19.78;58,2
5194;universidade católica do salvador;10492;ciências contábeis;1;29;3.45;55,2
5195;universidade católica do salvador;10493;direito;13;675;1.93;34,8
5196;universidade católica do salvador;1114787;gastronomia;4;68;5.88;89,7
5197;universidade católica do salvador;1114795;gestão ambiental;6;77;7.79;89,6
5198;universidade católica do salvador;1114808;gestão de recursos humanos;6;178;3.37;78,7
5199;universidade católica do salvador;1114801;logística;6;126;4.76;70,6
5200;universidade católica do salvador;1114806;marketing;3;32;9.38;90,6
5201;universidade católica do salvador;52963;música;1;19;5.26;37,5
5202;universidade católica do salvador;1114770;redes de computadores;6;175;3.43;62,9
5203;universidade católica do salvador;10501;serviço social;2;91;2.2;38,5
5204;universidade católica do salvador;10515;sistemas de informação;2;6;33.33;83,3
5205;universidade católica dom bosco;8151;administração;4;268;1.49;73
5206;universidade católica dom bosco;21697;agronomia;7;82;8.54;67,9
5207;universidade católica dom bosco;113521;análise e desenvolvimento de sistemas;2;46;4.35;91,3
5208;universidade católica dom bosco;8164;ciências biológicas;3;78;3.85;68,2
5209;universidade católica dom bosco;36154;comunicação social - publicidade e propaganda;2;58;3.45;69
5210;universidade católica dom bosco;8154;direito;59;805;7.33;58,2
5211;universidade católica dom bosco;18468;educação física;15;153;9.8;61,4
5212;universidade católica dom bosco;19068;engenharia ambiental e sanitária;8;110;7.27;72,7
5213;universidade católica dom bosco;8170;engenharia de computação;2;38;5.26;68,4
5214;universidade católica dom bosco;62227;engenharia de controle e automação;2;74;2.7;79,7
5215;universidade católica dom bosco;89465;engenharia mecânica;1;63;1.59;69,8
5216;universidade católica dom bosco;21696;farmácia;9;43;20.93;46,5
5217;universidade católica dom bosco;8163;fisioterapia;4;65;6.15;55,4
5218;universidade católica dom bosco;8158;história;5;37;13.51;62,2
5219;universidade católica dom bosco;8159;letras - português e inglês;2;32;6.25;65,6
5220;universidade católica dom bosco;62233;medicina veterinária;8;144;5.56;55,6
5221;universidade católica dom bosco;18467;nutrição;1;48;2.08;62,5
5222;universidade católica dom bosco;8160;pedagogia;5;60;8.33;40
5223;universidade católica dom bosco;8161;psicologia;7;115;6.09;47,8
5224;universidade cidade de são paulo;8580;administração;47;1268;3.71;61,5
5225;universidade cidade de são paulo;113829;análise e desenvolvimento de sistemas;8;216;3.7;46,8
5226;universidade cidade de são paulo;1107857;arquitetura e urbanismo;4;121;3.31;62
5227;universidade cidade de são paulo;88354;automação industrial;3;39;7.69;66,7
5228;universidade cidade de são paulo;79485;biomedicina;4;59;6.78;54,2
5229;universidade cidade de são paulo;20041;ciência da computação;2;72;2.78;59,7
5230;universidade cidade de são paulo;8589;ciências biológicas;4;85;4.71;83,3
5231;universidade cidade de são paulo;8581;ciências contábeis;17;742;2.29;63
5232;universidade cidade de são paulo;1107876;comunicação institucional;7;90;7.78;55,6
5233;universidade cidade de são paulo;88334;comércio exterior;5;89;5.62;48,3
5234;universidade cidade de são paulo;114927;construção de edifícios;3;22;13.64;77,3
5235;universidade cidade de são paulo;63274;design de interiores;3;59;5.08;49,2
5236;universidade cidade de são paulo;114946;design gráfico;7;95;7.37;49,5
5237;universidade cidade de são paulo;8587;direito;31;659;4.7;59
5238;universidade cidade de são paulo;18429;educação física;26;462;5.63;74,5
5239;universidade cidade de são paulo;8582;enfermagem;6;123;4.88;45,5
5240;universidade cidade de são paulo;114920;engenharia ambiental;13;222;5.86;62,2
5241;universidade cidade de são paulo;114924;engenharia civil;6;161;3.73;55,9
5242;universidade cidade de são paulo;1107867;engenharia de produção;3;103;2.91;72,8
5243;universidade cidade de são paulo;107402;engenharia elétrica;6;142;4.23;53,5
5244;universidade cidade de são paulo;106664;engenharia mecatrônica;6;95;6.32;74,7
5245;universidade cidade de são paulo;114081;eventos;5;45;11.11;75,6
5246;universidade cidade de são paulo;8576;fisioterapia;1;26;3.85;30,8
5247;universidade cidade de são paulo;85540;gestão ambiental;6;137;4.38;49,6
5248;universidade cidade de são paulo;1107862;gestão comercial;2;47;4.26;74,5
5249;universidade cidade de são paulo;114077;gestão da qualidade;7;167;4.19;36,5
5250;universidade cidade de são paulo;97346;gestão da tecnologia da informação;4;56;7.14;67,9
5251;universidade cidade de são paulo;100378;gestão de recursos humanos;21;1091;1.92;48,3
5252;universidade cidade de são paulo;114948;gestão de segurança privada;3;35;8.57;48,6
5253;universidade cidade de são paulo;85528;gestão de turismo;1;11;9.09;54,5
5254;universidade cidade de são paulo;85524;gestão financeira;8;483;1.66;56
5255;universidade cidade de são paulo;8585;história;2;34;5.88;38,2
5256;universidade cidade de são paulo;22322;letras - português;3;15;20.0;53,3
5257;universidade cidade de são paulo;114085;logística;14;660;2.12;38,8
5258;universidade cidade de são paulo;88332;marketing;6;385;1.56;64,7
5259;universidade cidade de são paulo;69579;matemática;2;22;9.09;4,5
5260;universidade cidade de são paulo;57402;medicina;7;138;5.07;24,6
5261;universidade cidade de são paulo;8579;odontologia;2;75;2.67;30,7
5262;universidade cidade de são paulo;102869;pedagogia;21;3881;0.54;24,9
5263;universidade cidade de são paulo;103332;processos gerenciais;3;667;0.45;60,1
5264;universidade cidade de são paulo;97451;produção publicitária;3;56;5.36;42,9
5265;universidade cidade de são paulo;69891;redes de computadores;7;85;8.24;56,5
5266;universidade cidade de são paulo;85570;redes de telecomunicações;3;58;5.17;67,2
5267;universidade cidade de são paulo;21536;turismo;3;21;14.29;66,7
5268;universidade cruzeiro do sul;5826;administração;52;535;9.72;63
5269;universidade cruzeiro do sul;52007;análise e desenvolvimento de sistemas;30;249;12.05;79,5
5270;universidade cruzeiro do sul;70356;arquitetura e urbanismo;17;80;21.25;63,8
5271;universidade cruzeiro do sul;70395;artes visuais;8;89;8.99;50
5272;universidade cruzeiro do sul;5841;ciência da computação;17;119;14.29;76,2
5273;universidade cruzeiro do sul;19477;ciências biológicas;15;139;10.79;74,5
5274;universidade cruzeiro do sul;5827;ciências contábeis;46;326;14.11;58,1
5275;universidade cruzeiro do sul;35212;comunicação social - publicidade e propaganda;31;192;16.15;68,5
5276;universidade cruzeiro do sul;101456;design;2;51;3.92;100
5277;universidade cruzeiro do sul;5835;direito;83;740;11.22;58,8
5278;universidade cruzeiro do sul;5838;educação física;28;235;11.91;69,6
5279;universidade cruzeiro do sul;18440;enfermagem;27;217;12.44;68,2
5280;universidade cruzeiro do sul;5844;engenharia civil;21;161;13.04;54,7
5281;universidade cruzeiro do sul;101828;engenharia de produção;13;74;17.57;64,9
5282;universidade cruzeiro do sul;39579;engenharia elétrica;11;69;15.94;61,5
5283;universidade cruzeiro do sul;5843;engenharia mecânica;28;168;16.67;65,6
5284;universidade cruzeiro do sul;101424;estética e cosmética;4;47;8.51;68,1
5285;universidade cruzeiro do sul;81386;farmácia;11;96;11.46;62,5
5286;universidade cruzeiro do sul;18441;fisioterapia;8;57;14.04;64,9
5287;universidade cruzeiro do sul;91388;gastronomia;2;20;10.0;60
5288;universidade cruzeiro do sul;63842;gestão de recursos humanos;19;296;6.42;59,2
5289;universidade cruzeiro do sul;81079;gestão financeira;11;126;8.73;54,8
5290;universidade cruzeiro do sul;81393;jogos digitais;10;39;25.64;82,1
5291;universidade cruzeiro do sul;27222;jornalismo;29;73;39.73;93,9
5292;universidade cruzeiro do sul;22238;letras - português e inglês;10;111;9.01;61,3
5293;universidade cruzeiro do sul;109324;logística;16;120;13.33;59,3
5294;universidade cruzeiro do sul;70412;matemática;9;60;15.0;70
5295;universidade cruzeiro do sul;70467;medicina veterinária;11;65;16.92;67,7
5296;universidade cruzeiro do sul;70469;nutrição;10;34;29.41;47,1
5297;universidade cruzeiro do sul;18442;odontologia;14;101;13.86;40,5
5298;universidade cruzeiro do sul;70488;pedagogia;52;448;11.61;54,4
5299;universidade cruzeiro do sul;5836;psicologia;43;333;12.91;60,9
5300;universidade cruzeiro do sul;100459;química;7;67;10.45;58,2
5301;universidade cruzeiro do sul;64319;redes de computadores;18;122;14.75;73,2
5302;universidade cruzeiro do sul;39529;rádio, tv e internet;7;40;17.5;57,5
5303;universidade cândido mendes;5317;administração;104;1484;7.01;68,4
5304;universidade cândido mendes;105076;análise e desenvolvimento de sistemas;4;32;12.5;50
5305;universidade cândido mendes;20061;ciência da computação;3;85;3.53;83,5
5306;universidade cândido mendes;5320;ciências contábeis;39;463;8.42;47,1
5307;universidade cândido mendes;5331;ciências econômicas;15;192;7.81;76,6
5308;universidade cândido mendes;57162;ciências sociais;7;11;63.64;90,9
5309;universidade cândido mendes;57166;comunicação social;7;106;6.6;93,5
5310;universidade cândido mendes;66484;comunicação social - jornalismo;4;40;10.0;57,5
5311;universidade cândido mendes;72494;design de interiores;7;73;9.59;65,8
5312;universidade cândido mendes;93415;design de moda;12;139;8.63;43,8
5313;universidade cândido mendes;5316;direito;185;2973;6.22;63,3
5314;universidade cândido mendes;66487;engenharia de produção;44;1026;4.29;67,1
5315;universidade cândido mendes;120040;gestão comercial;2;45;4.44;53,3
5316;universidade cândido mendes;57158;história;11;41;26.83;83,3
5317;universidade cândido mendes;79886;música;9;39;23.08;12,8
5318;universidade cândido mendes;57228;pedagogia;32;139;23.02;27
5319;universidade cândido mendes;66447;relações internacionais;15;237;6.33;70,7
5320;universidade da amazônia;8054;administração;5;242;2.07;80,2
5321;universidade da amazônia;8062;arquitetura e urbanismo;23;217;10.6;81,6
