;Nome da Instituição;Código do Curso de Graduação;Nome do Curso de Graduação;Quantia de Bolsas;Quantidade de Ingressantes no Curso;Percentual de Bolsas;Taxa de Desistência Acumulada - TODA
2754;faculdade de ribeirão preto;21238;administração;39;206;18.93;57,8
2755;faculdade de ribeirão preto;69162;ciências contábeis;23;86;26.74;57
2756;faculdade de ribeirão preto;69057;engenharia de produção;18;160;11.25;50,6
2757;faculdade de ribeirão preto;69055;letras - português e inglês;20;55;36.36;45,5
2758;faculdade de ribeirão preto;57106;matemática;17;30;56.67;50
2759;faculdade de ribeirão preto;34476;pedagogia;38;100;38.0;39
2760;faculdade de ribeirão preto;73526;publicidade e propaganda;3;14;21.43;50
2761;faculdade de ribeirão preto;53535;sistemas de informação;13;58;22.41;62,1
2762;faculdade de rolim de moura;67057;administração;21;47;44.68;59,6
2763;faculdade de rolim de moura;67053;ciências contábeis;3;51;5.88;54,9
2764;faculdade de rolim de moura;108588;direito;4;108;3.7;41,7
2765;faculdade de rolim de moura;98310;psicologia;5;46;10.87;47,8
2766;faculdade de rondônia;49065;administração;3;25;12.0;84
2767;faculdade de rondônia;16885;direito;2;467;0.43;61,6
2768;faculdade de rondônia;95912;enfermagem;9;160;5.62;48,1
2769;faculdade de rondônia;68951;engenharia civil;15;466;3.22;64,9
2770;faculdade de rondônia;49069;engenharia florestal;4;170;2.35;76,5
2771;faculdade de rondônia;49038;pedagogia;6;34;17.65;57,6
2772;faculdade de roseira;117056;engenharia ambiental e sanitária;6;45;13.33;53,3
2773;faculdade de roseira;116628;gestão ambiental;5;37;13.51;64,9
2774;faculdade de roseira;116636;manutenção industrial;5;21;23.81;81
2775;faculdade de santa catarina;82403;ciências contábeis;2;16;12.5;62,5
2776;faculdade de sorocaba;88900;administração;17;63;26.98;41,3
2777;faculdade de sorocaba;120205;pedagogia;9;58;15.52;27,6
2778;faculdade de sorriso;95801;agronegócio;4;86;4.65;53,5
2779;faculdade de sorriso;122860;análise e desenvolvimento de sistemas;4;79;5.06;59,5
2780;faculdade de sorriso;109307;ciências contábeis;5;109;4.59;72,5
2781;faculdade de sorriso;116428;enfermagem;6;69;8.7;82,6
2782;faculdade de sorriso;95803;gestão financeira;1;47;2.13;46,8
2783;faculdade de são bernardo do campo - fasb;67518;administração;13;187;6.95;41,2
2784;faculdade de são bernardo do campo - fasb;67523;engenharia química;4;103;3.88;50,5
2785;faculdade de são bernardo do campo - fasb;22586;letras - português e inglês;3;37;8.11;37,8
2786;faculdade de são bernardo do campo - fasb;6025;pedagogia;5;141;3.55;12,1
2787;faculdade de são bernardo do campo - fasb;30525;química;24;318;7.55;34,4
2788;faculdade de são josé dos campos;114888;administração;16;369;4.34;77
2789;faculdade de são josé dos campos;114886;ciências contábeis;12;184;6.52;71,7
2790;faculdade de são lourenço;17128;administração;7;73;9.59;72,6
2791;faculdade de são lourenço;19938;direito;11;109;10.09;75
2792;faculdade de são lourenço;17129;pedagogia;11;43;25.58;65,1
2793;faculdade de são lourenço;47105;sistemas de informação;6;31;19.35;80,6
2794;faculdade de são paulo;16711;administração;72;248;29.03;80,6
2795;faculdade de são paulo;47607;ciência da computação;8;29;27.59;100
2796;faculdade de são paulo;19619;ciências biológicas;16;42;38.1;97,6
2797;faculdade de são paulo;18210;ciências contábeis;4;64;6.25;96,9
2798;faculdade de são paulo;56320;direito;21;199;10.55;90,2
2799;faculdade de são paulo;20402;geografia;1;7;14.29;100
2800;faculdade de são paulo;20403;história;11;35;31.43;94,3
2801;faculdade de são paulo;9585;hotelaria;3;9;33.33;66,7
2802;faculdade de são paulo;8557;letras - português e inglês;4;54;7.41;72,2
2803;faculdade de são paulo;74536;marketing;7;30;23.33;70
2804;faculdade de são paulo;20358;matemática;17;33;51.52;66,7
2805;faculdade de são paulo;7454;pedagogia;5;193;2.59;97,7
2806;faculdade de são paulo;74540;redes de computadores;7;14;50.0;71,4
2807;faculdade de são paulo;9587;secretariado executivo;1;4;25.0;100
2808;faculdade de são roque;59790;administração;12;59;20.34;56,9
2809;faculdade de são roque;57810;direito;12;93;12.9;35,5
2810;faculdade de são vicente;46529;administração;83;286;29.02;50,9
2811;faculdade de são vicente;99052;ciências contábeis;13;57;22.81;38,6
2812;faculdade de são vicente;105640;comércio exterior;10;142;7.04;45,8
2813;faculdade de são vicente;99058;letras - português e inglês;22;52;42.31;40,4
2814;faculdade de são vicente;108219;logística;11;123;8.94;48,8
2815;faculdade de são vicente;49301;pedagogia;19;150;12.67;34,7
2816;faculdade de taquaritinga;58844;administração;10;91;10.99;73,6
2817;faculdade de taquaritinga;67288;ciências biológicas;5;29;17.24;86,2
2818;faculdade de taquaritinga;58847;educação física;12;44;27.27;65,9
2819;faculdade de taquaritinga;58870;enfermagem;9;53;16.98;77,4
2820;faculdade de taquaritinga;58862;farmácia;5;51;9.8;54,9
2821;faculdade de taquaritinga;58864;fisioterapia;13;50;26.0;76
2822;faculdade de taquaritinga;67289;nutrição;6;21;28.57;66,7
2823;faculdade de taquaritinga;66441;pedagogia;4;43;9.3;48,8
2824;faculdade de taquaritinga;58858;sistemas de informação;8;44;18.18;65,9
2825;faculdade de tecnologia bandeirantes;1001938;análise e desenvolvimento de sistemas;8;72;11.11;79,2
2826;faculdade de tecnologia bandeirantes;1001939;banco de dados;8;33;24.24;69,7
2827;faculdade de tecnologia bandeirantes;1001940;redes de computadores;8;37;21.62;70,3
2828;faculdade de tecnologia carlos drummond de andrade;47972;análise e desenvolvimento de sistemas;13;158;8.23;70,7
2829;faculdade de tecnologia carlos drummond de andrade;75116;comércio exterior;1;47;2.13;57,4
2830;faculdade de tecnologia carlos drummond de andrade;75124;design de moda;1;104;0.96;61,5
2831;faculdade de tecnologia carlos drummond de andrade;71313;design gráfico;10;136;7.35;55,1
2832;faculdade de tecnologia carlos drummond de andrade;116284;engenharia de produção;7;117;5.98;79,5
2833;faculdade de tecnologia carlos drummond de andrade;116286;engenharia eletrônica;12;131;9.16;77,1
2834;faculdade de tecnologia carlos drummond de andrade;75012;gestão da tecnologia da informação;2;38;5.26;68,4
2835;faculdade de tecnologia carlos drummond de andrade;71307;gestão de recursos humanos;19;422;4.5;54,5
2836;faculdade de tecnologia carlos drummond de andrade;50877;gestão de turismo;1;52;1.92;65,4
2837;faculdade de tecnologia carlos drummond de andrade;75019;gestão desportiva e de lazer;2;28;7.14;50
2838;faculdade de tecnologia carlos drummond de andrade;75264;gestão hospitalar;5;115;4.35;71,3
2839;faculdade de tecnologia carlos drummond de andrade;75032;logística;5;247;2.02;52,4
2840;faculdade de tecnologia carlos drummond de andrade;47969;marketing;1;121;0.83;43,5
2841;faculdade de tecnologia carlos drummond de andrade;75120;negócios imobiliários;1;18;5.56;38,9
2842;faculdade de tecnologia carlos drummond de andrade;123153;pedagogia;14;146;9.59;63
2843;faculdade de tecnologia carlos drummond de andrade;75258;processos gerenciais;1;50;2.0;42
2844;faculdade de tecnologia carlos drummond de andrade;50862;produção publicitária;1;55;1.82;74,5
2845;faculdade de tecnologia carlos drummond de andrade;71315;redes de computadores;1;104;0.96;66,3
2846;faculdade de tecnologia cetep;74518;automação industrial;3;61;4.92;24,6
2847;faculdade de tecnologia cetep;74520;gestão da qualidade;1;36;2.78;11,1
2848;faculdade de tecnologia da paraíba;69214;análise e desenvolvimento de sistemas;9;40;22.5;57,5
2849;faculdade de tecnologia da paraíba;108808;estética e cosmética;5;66;7.58;51,5
2850;faculdade de tecnologia da paraíba;108800;gestão comercial;9;21;42.86;42,9
2851;faculdade de tecnologia da paraíba;108802;gestão de turismo;6;10;60.0;90
2852;faculdade de tecnologia da paraíba;108798;gestão financeira;3;21;14.29;42,9
2853;faculdade de tecnologia da paraíba;106472;produção publicitária;6;43;13.95;44,2
2854;faculdade de tecnologia da paraíba;108796;sistemas para internet;10;64;15.62;70,3
2855;faculdade de tecnologia de catalão;79403;sistemas para internet;6;100;6.0;86,9
2856;faculdade de tecnologia de jacareí;58408;análise e desenvolvimento de sistemas;2;24;8.33;79,2
2857;faculdade de tecnologia de jacareí;57670;gestão ambiental;10;39;25.64;28,2
2858;faculdade de tecnologia de jacareí;99902;gestão da produção industrial;12;39;30.77;43,6
2859;faculdade de tecnologia de jacareí;58022;gestão financeira;2;28;7.14;21,4
2860;faculdade de tecnologia de jacareí;99928;marketing;2;13;15.38;46,2
2861;faculdade de tecnologia de jacareí;16806;pedagogia;13;61;21.31;96,7
2862;faculdade de tecnologia de jacareí;68205;redes de computadores;2;22;9.09;68,2
2863;faculdade de tecnologia de jacareí;68255;sistemas para internet;2;6;33.33;100
2864;faculdade de tecnologia de piracicaba;100008;gestão da produção industrial;18;144;12.5;38,7
2865;faculdade de tecnologia de piracicaba;100006;gestão de recursos humanos;7;194;3.61;29,4
2866;faculdade de tecnologia de piracicaba;100004;logística;10;186;5.38;40,3
2867;faculdade de tecnologia de piracicaba;100000;marketing;5;113;4.42;38,1
2868;faculdade de tecnologia de piracicaba;100002;produção sucroalcooleira;7;114;6.14;69,3
2869;faculdade de tecnologia de porto alegre;119924;análise e desenvolvimento de sistemas;3;124;2.42;79,8
2870;faculdade de tecnologia de porto alegre;119920;gestão comercial;3;107;2.8;85
2871;faculdade de tecnologia de porto alegre;119922;processos gerenciais;3;152;1.97;84,2
2872;faculdade de tecnologia de santa catarina;108815;gestão da produção industrial;6;10;60.0;90
2873;faculdade de tecnologia de santa catarina;108812;gestão de recursos humanos;6;22;27.27;31,8
2874;faculdade de tecnologia de santa catarina;108819;logística;3;21;14.29;52,4
2875;faculdade de tecnologia de santa catarina;109436;processos gerenciais;4;16;25.0;50
2876;faculdade de tecnologia de são vicente;85754;automação industrial;4;66;6.06;63,1
2877;faculdade de tecnologia de são vicente;47834;sistemas de informação;6;37;16.22;45,9
2878;faculdade de tecnologia de teresina;114356;enfermagem;2;96;2.08;87,5
2879;faculdade de tecnologia de teresina;110270;farmácia;2;37;5.41;59,5
2880;faculdade de tecnologia de teresina;79808;sistemas para internet;1;69;1.45;56,5
2881;faculdade de tecnologia do amapá;108104;radiologia;3;100;3.0;60
2882;faculdade de tecnologia do amapá;73622;redes de computadores;1;72;1.39;66,7
2883;faculdade de tecnologia do nordeste;56158;análise e desenvolvimento de sistemas;3;152;1.97;79,6
2884;faculdade de tecnologia do nordeste;114570;gestão da tecnologia da informação;16;250;6.4;77,2
2885;faculdade de tecnologia do nordeste;57052;marketing;3;150;2.0;59,3
2886;faculdade de tecnologia do nordeste;83182;redes de computadores;11;100;11.0;76
2887;faculdade de tecnologia do piauí;96267;direito;53;262;20.23;57,7
2888;faculdade de tecnologia do piauí;20756;sistemas de informação;14;63;22.22;63,5
2889;faculdade de tecnologia e ciencias do norte do paraná;108411;gestão ambiental;15;50;30.0;36
2890;faculdade de tecnologia e ciencias do norte do paraná;108154;marketing;7;42;16.67;35,7
2891;faculdade de tecnologia e ciencias do norte do paraná;108409;processos gerenciais;13;125;10.4;29,6
2892;faculdade de tecnologia e ciências;66061;administração;18;441;4.08;68,9
2893;faculdade de tecnologia e ciências;104622;direito;31;246;12.6;74,4
2894;faculdade de tecnologia e ciências de itabuna;68462;direito;25;261;9.58;57,1
2895;faculdade de tecnologia e ciências de itabuna;58834;enfermagem;23;172;13.37;46,5
2896;faculdade de tecnologia e ciências de itabuna;57691;engenharia ambiental;6;83;7.23;77,1
2897;faculdade de tecnologia e ciências de itabuna;74026;engenharia civil;19;218;8.72;57,8
2898;faculdade de tecnologia e ciências de itabuna;73763;nutrição;9;123;7.32;47,2
2899;faculdade de tecnologia e ciências de itabuna;57612;sistemas de informação;5;108;4.63;79,6
2900;faculdade de tecnologia e ciências de jequié;46307;administração;4;55;7.27;75
2901;faculdade de tecnologia e ciências de jequié;58813;enfermagem;29;102;28.43;29,4
2902;faculdade de tecnologia e ciências de jequié;91475;psicologia;3;83;3.61;31,3
2903;faculdade de tecnologia e ciências de jequié;73451;sistemas de informação;4;60;6.67;65
2904;faculdade de tecnologia e ciências de pernambuco;48201;ciência da computação;18;33;54.55;75,8
2905;faculdade de tecnologia em hotelaria, gastronomia e turismo de são paulo;73724;eventos;12;260;4.62;58,5
2906;faculdade de tecnologia em hotelaria, gastronomia e turismo de são paulo;55077;gastronomia;32;572;5.59;50,7
2907;faculdade de tecnologia em hotelaria, gastronomia e turismo de são paulo;1074535;gestão ambiental;3;10;30.0;30
2908;faculdade de tecnologia em hotelaria, gastronomia e turismo de são paulo;55075;gestão de turismo;7;154;4.55;72,7
2909;faculdade de tecnologia em hotelaria, gastronomia e turismo de são paulo;51860;hotelaria;13;219;5.94;62,6
2910;faculdade de tecnologia em hotelaria, gastronomia e turismo de são paulo;55086;hotelaria hospitalar;6;87;6.9;60,9
2911;faculdade de tecnologia em hotelaria, gastronomia e turismo de são paulo;120739;nutrição;8;79;10.13;64,6
2912;faculdade de tecnologia estácio de curitiba;74702;gestão de recursos humanos;2;100;2.0;51
2913;faculdade de tecnologia estácio de curitiba;86492;logística;3;101;2.97;59,4
2914;faculdade de tecnologia estácio de curitiba;74700;processos gerenciais;1;76;1.32;48,7
2915;faculdade de tecnologia evolução;110572;marketing;3;31;9.68;58,1
2916;faculdade de tecnologia evolução;110574;processos gerenciais;5;72;6.94;38,9
2917;faculdade de tecnologia evolução;112272;redes de computadores;9;86;10.47;53,5
2918;faculdade de tecnologia evolução;110570;sistemas para internet;3;57;5.26;78,9
2919;faculdade de tecnologia ibratec;51715;análise e desenvolvimento de sistemas;2;186;1.08;66,5
2920;faculdade de tecnologia ibratec;110248;design gráfico;16;141;11.35;53,9
2921;faculdade de tecnologia ibratec;113867;redes de computadores;10;105;9.52;65,7
2922;faculdade de tecnologia ibta - são josé dos campos;96936;análise e desenvolvimento de sistemas;16;62;25.81;93,5
2923;faculdade de tecnologia ibta - são josé dos campos;120408;ciência da computação;23;45;51.11;82,2
2924;faculdade de tecnologia ibta - são josé dos campos;74837;gestão de recursos humanos;5;12;41.67;100
2925;faculdade de tecnologia ibta - são josé dos campos;74826;gestão financeira;8;23;34.78;78,3
2926;faculdade de tecnologia ibta - são josé dos campos;74828;logística;19;46;41.3;73,9
2927;faculdade de tecnologia ibta - são josé dos campos;74832;marketing;3;26;11.54;88,5
2928;faculdade de tecnologia ibta - são josé dos campos;55536;redes de computadores;15;44;34.09;97,7
2929;faculdade de tecnologia ibta - são josé dos campos;86560;sistemas para internet;10;16;62.5;100
2930;faculdade de tecnologia inesul do paraná;118556;marketing;4;25;16.0;52
2931;faculdade de tecnologia integral;73695;gestão financeira;3;30;10.0;50
2932;faculdade de tecnologia oswaldo cruz;61176;alimentos;5;30;16.67;43,3
2933;faculdade de tecnologia oswaldo cruz;120446;análise e desenvolvimento de sistemas;5;50;10.0;68
2934;faculdade de tecnologia oswaldo cruz;61182;cosméticos;8;48;16.67;37,5
2935;faculdade de tecnologia oswaldo cruz;120444;gestão ambiental;4;52;7.69;69,2
2936;faculdade de tecnologia oswaldo cruz;48982;polímeros;4;33;12.12;57,6
2937;faculdade de tecnologia são mateus;74386;sistemas para internet;13;87;14.94;81,6
2938;faculdade de tecnologia tecbrasil - unidade novo hamburgo;122538;comércio exterior;4;23;17.39;100
2939;faculdade de tecnologia tecbrasil - unidade novo hamburgo;122540;gestão de recursos humanos;5;43;11.63;100
2940;faculdade de tecnologia tecbrasil - unidade novo hamburgo;122542;marketing;5;34;14.71;100
2941;faculdade de tecnologia tecbrasil - unidade novo hamburgo;122544;processos gerenciais;5;59;8.47;100
2942;faculdade de telêmaco borba;47543;administração;15;58;25.86;32,8
2943;faculdade de telêmaco borba;67543;ciências contábeis;2;53;3.77;49,1
2944;faculdade de telêmaco borba;79760;direito;3;57;5.26;54,4
2945;faculdade de telêmaco borba;68400;engenharia química;8;37;21.62;64,9
2946;faculdade de telêmaco borba;46778;letras - português e espanhol;2;16;12.5;50
2947;faculdade de telêmaco borba;46777;letras - português e inglês;6;18;33.33;22,2
2948;faculdade de telêmaco borba;22025;pedagogia;6;33;18.18;36,4
2949;faculdade de vargem grande paulista;51131;letras - língua portuguesa;15;17;88.24;17,6
2950;faculdade de vargem grande paulista;17966;pedagogia;34;116;29.31;28,7
2951;faculdade de viçosa;47871;administração;12;49;24.49;53,1
2952;faculdade de viçosa;5000012;educação física;5;16;31.25;62,5
2953;faculdade de viçosa;123375;engenharia de produção;6;31;19.35;54,8
2954;faculdade de viçosa;100480;pedagogia;9;31;29.03;51,6
2955;faculdade de viçosa;47874;sistemas de informação;7;26;26.92;53,8
2956;faculdade dehoniana;66597;filosofia;2;55;3.64;69,1
2957;faculdade dehoniana;49775;teologia;2;154;1.3;49
2958;faculdade delta;71016;administração;35;488;7.17;69,7
2959;faculdade delta;90629;ciências contábeis;39;310;12.58;63,5
2960;faculdade delta;90632;comunicação social - jornalismo;15;24;62.5;62,5
2961;faculdade delta;90623;educação física;15;54;27.78;64,8
2962;faculdade delta;91161;farmácia;23;85;27.06;52,9
2963;faculdade delta;97932;fisioterapia;16;135;11.85;56,3
2964;faculdade delta;90625;pedagogia;19;12;158.33;83,3
2965;faculdade delta;95745;psicologia;9;120;7.5;61,7
2966;faculdade delta;90705;serviço social;1;211;0.47;59,7
2967;faculdade delta;107828;sistema de informação;11;123;8.94;94,3
2968;faculdade diadema;53554;administração;52;99;52.53;38,4
2969;faculdade diadema;73642;análise e desenvolvimento de sistemas;15;76;19.74;61,8
2970;faculdade diadema;54458;ciências contábeis;17;55;30.91;22,2
2971;faculdade diadema;57686;direito;18;107;16.82;32,7
2972;faculdade diadema;54456;educação física;10;21;47.62;23,8
2973;faculdade diadema;59786;letras - português e inglês;2;28;7.14;28,6
2974;faculdade diadema;74414;marketing;10;67;14.93;49,3
2975;faculdade diadema;56732;pedagogia;15;60;25.0;11,7
2976;faculdade dinâmica do vale do piranga;95966;direito;18;70;25.71;41,4
2977;faculdade dinâmica do vale do piranga;118990;farmácia;3;29;10.34;79,3
2978;faculdade divinópolis;86410;direito;5;58;8.62;68,4
2979;faculdade divinópolis;81052;psicologia;2;24;8.33;91,7
2980;faculdade divinópolis;74170;serviço social;4;20;20.0;60
2981;faculdade do acre;85801;ciências biológicas;9;51;17.65;74,5
2982;faculdade do acre;85799;serviço social;4;171;2.34;58,5
2983;faculdade do amazonas;46278;odontologia;9;91;9.89;45,1
2984;faculdade do baixo parnaíba;107075;administração;10;73;13.7;65,3
2985;faculdade do baixo parnaíba;81064;letras;54;70;77.14;100
2986;faculdade do baixo parnaíba;81060;pedagogia;26;202;12.87;51,5
2987;faculdade do centro educacional mineiro - facem;113639;administração;2;17;11.76;64,7
2988;faculdade do centro educacional mineiro - facem;113643;ciências contábeis;2;16;12.5;56,3
2989;faculdade do centro leste;119926;administração;3;30;10.0;86,7
2990;faculdade do centro leste;50870;design;2;23;8.7;78,3
2991;faculdade do centro leste;20608;engenharia civil;2;142;1.41;99,3
2992;faculdade do centro leste;20629;engenharia de controle e automação;3;125;2.4;96
2993;faculdade do centro leste;50952;engenharia de materiais;6;55;10.91;96,4
2994;faculdade do centro leste;118699;engenharia de petróleo;4;35;11.43;97,1
2995;faculdade do centro leste;118694;engenharia de produção;3;102;2.94;99
2996;faculdade do centro leste;88081;engenharia mecânica;2;173;1.16;98,3
2997;faculdade do centro leste;88082;engenharia química;4;87;4.6;92
2998;faculdade do centro leste;50229;sistemas de informação;3;52;5.77;84,6
2999;faculdade do espírito santo;81066;administração;6;126;4.76;68,3
3000;faculdade do espírito santo;110541;biomedicina;7;106;6.6;79,2
3001;faculdade do espírito santo;95996;direito;9;360;2.5;82,1
3002;faculdade do espírito santo;92059;engenharia de petróleo e gás;5;81;6.17;96,3
3003;faculdade do espírito santo;117905;engenharia de produção;9;173;5.2;86,1
3004;faculdade do espírito santo;88642;psicologia;6;72;8.33;88,9
3005;faculdade do espírito santo;51888;sistema de informação;8;106;7.55;74,5
3006;faculdade do estado do maranhão;67753;administração;11;118;9.32;74,6
3007;faculdade do estado do maranhão;67761;ciências contábeis;3;59;5.08;81,4
3008;faculdade do estado do maranhão;95974;direito;7;178;3.93;68
3009;faculdade do futuro;94322;ciências biológicas;8;33;24.24;33,3
3010;faculdade do futuro;94318;educação física;10;49;20.41;40,8
3011;faculdade do futuro;65475;enfermagem;7;28;25.0;32,1
3012;faculdade do futuro;94320;farmácia;6;35;17.14;34,3
3013;faculdade do guarujá;19796;administração;3;77;3.9;64,9
3014;faculdade do guarujá;113230;ciências contábeis;25;42;59.52;52,4
3015;faculdade do guarujá;113840;comércio exterior;14;47;29.79;70,2
3016;faculdade do guarujá;95783;direito;18;113;15.93;70,8
3017;faculdade do guarujá;100578;pedagogia;24;89;26.97;60,7
3018;faculdade do guarujá;47036;sistemas de informação;2;36;5.56;69,4
3019;faculdade do instituto brasil;48304;administração;20;83;24.1;60,2
3020;faculdade do instituto brasil;73788;ciências contábeis;10;46;21.74;47,8
3021;faculdade do instituto brasil;73346;direito;17;206;8.25;51,9
3022;faculdade do instituto brasil;107627;enfermagem;14;93;15.05;55,9
3023;faculdade do instituto brasil;87244;farmácia;13;81;16.05;48,8
3024;faculdade do litoral paranaense;55532;administração;16;53;30.19;60,4
3025;faculdade do litoral paranaense;96175;direito;8;89;8.99;58,4
3026;faculdade do litoral sul paulista;51167;administração;2;126;1.59;92,9
3027;faculdade do litoral sul paulista;120647;ciências contábeis;12;81;14.81;84
3028;faculdade do litoral sul paulista;101747;pedagogia;19;217;8.76;71,4
3029;faculdade do litoral sul paulista;57466;sistemas de informação;2;82;2.44;90,2
3030;faculdade do litoral sul paulista;51168;turismo;6;67;8.96;47,8
3031;faculdade do maranhão;88595;ciências contábeis;151;167;90.42;45,5
3032;faculdade do maranhão;98061;enfermagem;146;173;84.39;24,3
3033;faculdade do maranhão;74021;pedagogia;139;366;37.98;26,5
3034;faculdade do noroeste de minas;113210;agronomia;9;74;12.16;35,1
3035;faculdade do noroeste de minas;57042;análise e desenvolvimento de sistemas;3;11;27.27;72,7
3036;faculdade do noroeste de minas;105988;ciências contábeis;6;85;7.06;31,8
3037;faculdade do noroeste de minas;90661;direito;11;193;5.7;37,3
3038;faculdade do noroeste de minas;119936;engenharia civil;10;103;9.71;53,4
3039;faculdade do noroeste de minas;123155;engenharia de minas;8;53;15.09;35,8
3040;faculdade do noroeste de minas;95153;engenharia de produção;1;43;2.33;25,6
3041;faculdade do noroeste de minas;95149;engenharia elétrica;2;75;2.67;33,3
3042;faculdade do noroeste de minas;94367;geografia;1;51;1.96;37,3
3043;faculdade do noroeste de minas;94365;história;2;62;3.23;29
3044;faculdade do noroeste de minas;87494;matemática;9;43;20.93;39,5
3045;faculdade do noroeste de minas;15680;pedagogia;5;216;2.31;15,1
3046;faculdade do norte goiano;118344;administração;2;23;8.7;60,9
3047;faculdade do norte novo de apucarana;79821;design de interiores;1;29;3.45;32,1
3048;faculdade do norte novo de apucarana;49772;direito;8;77;10.39;40,3
3049;faculdade do norte novo de apucarana;79819;gestão de recursos humanos;2;49;4.08;22,4
3050;faculdade do norte novo de apucarana;85178;marketing;2;29;6.9;27,6
3051;faculdade do pantanal matogrossense;104530;administração;6;37;16.22;100
3052;faculdade do pantanal matogrossense;117488;psicologia;4;23;17.39;91,3
3053;faculdade do pantanal matogrossense;104498;sistema de informação;2;38;5.26;97,4
3054;faculdade do piauí;98766;fisioterapia;5;100;5.0;58
3055;faculdade do recife;58592;administração;11;119;9.24;66,4
3056;faculdade do recife;99202;ciência da computação;12;88;13.64;69,3
3057;faculdade do recife;58598;ciências contábeis;11;106;10.38;70,8
3058;faculdade do recife;72869;direito;5;168;2.98;65,5
3059;faculdade do seridó;92817;ciências contábeis;7;46;15.22;24,4
3060;faculdade do sul;73440;administração;20;94;21.28;78,7
3061;faculdade do sul;73428;ciências contábeis;8;53;15.09;66
3062;faculdade do sul;105498;direito;14;259;5.41;69,1
3063;faculdade do sul;73442;educação física;8;100;8.0;84,2
3064;faculdade do sul;5000029;enfermagem;6;121;4.96;59,5
3065;faculdade do sul;91677;farmácia;12;85;14.12;78,8
3066;faculdade do sul;94258;fisioterapia;16;125;12.8;78,4
3067;faculdade do sul;90944;jornalismo;1;8;12.5;75
3068;faculdade do sul;90941;pedagogia;1;35;2.86;54,3
3069;faculdade do sul;80082;psicologia;10;73;13.7;52,1
3070;faculdade do sul;91681;serviço social;11;78;14.1;52,6
3071;faculdade do sul da bahia;47844;administração;8;48;16.67;53,7
3072;faculdade do sul da bahia;48585;ciências contábeis;10;40;25.0;42,5
3073;faculdade do sul da bahia;68926;direito;34;173;19.65;36,4
3074;faculdade do sul da bahia;105906;enfermagem;8;37;21.62;24,3
3075;faculdade do sul da bahia;105903;engenharia de produção;8;33;24.24;24,2
3076;faculdade do sul da bahia;106990;petróleo e gás;9;25;36.0;40
3077;faculdade do tapajós;86426;administração;11;94;11.7;35,1
3078;faculdade do tapajós;109254;ciências contábeis;6;21;28.57;57,1
3079;faculdade do vale do itajaí mirim;58980;administração;41;183;22.4;68,3
3080;faculdade do vale do itajaí mirim;58987;ciências contábeis;6;69;8.7;62,3
3081;faculdade do vale do itajaí mirim;91145;comunicação social - publicidade e propaganda;4;42;9.52;76,2
3082;faculdade do vale do itajaí mirim;67597;design de moda;6;46;13.04;56,5
3083;faculdade do vale do itajaí mirim;67785;sistemas de informação;6;25;24.0;80
3084;faculdade do vale do itapecurú;59728;administração;12;32;37.5;100
3085;faculdade do vale do itapecurú;51876;ciências contábeis;9;56;16.07;37,5
3086;faculdade do vale do itapecurú;68450;direito;26;143;18.18;33,1
3087;faculdade do vale do itapecurú;56360;pedagogia;8;18;44.44;16,7
3088;faculdade do vale do jaguaribe;47071;administração;14;98;14.29;57,1
3089;faculdade do vale do jaguaribe;104722;enfermagem;18;107;16.82;30,8
3090;faculdade do vale do jaguaribe;20398;pedagogia;12;251;4.78;12,4
3091;faculdade do vale do jaguaribe;48587;turismo;8;25;32.0;44
3092;faculdade do vale elvira dayrell - faved;99670;administração;6;22;27.27;54,5
3093;faculdade do vale elvira dayrell - faved;100189;alimentos;4;6;66.67;66,7
3094;faculdade do vale elvira dayrell - faved;99672;enfermagem;3;16;18.75;81,3
3095;faculdade doctum de juiz de fora;67159;direito;19;116;16.38;67,2
3096;faculdade dois de julho;20632;administração;8;71;11.27;69
3097;faculdade dois de julho;66134;comunicação social;3;27;11.11;85,2
3098;faculdade dois de julho;48580;comunicação social - jornalismo;11;59;18.64;67,8
3099;faculdade dois de julho;55596;direito;11;242;4.55;49,8
3100;faculdade dom bosco;110152;design de interiores;4;56;7.14;50
3101;faculdade dom bosco;111034;estética e cosmética;8;102;7.84;44,1
3102;faculdade dom bosco;108202;gestão de recursos humanos;4;40;10.0;47,5
3103;faculdade dom bosco;110150;gestão financeira;7;80;8.75;58,8
3104;faculdade dom bosco;75684;marketing;4;84;4.76;57,1
3105;faculdade dom bosco;75890;sistemas para internet;3;42;7.14;71,4
3106;faculdade dom bosco de goioerê;88028;administração;6;35;17.14;45,7
3107;faculdade dom bosco de porto alegre;57908;administração;15;113;13.27;68,1
3108;faculdade dom bosco de porto alegre;59091;ciências contábeis;7;62;11.29;67,2
3109;faculdade dom bosco de porto alegre;106816;direito;5;133;3.76;67,7
3110;faculdade dom bosco de porto alegre;86449;engenharia ambiental e sanitária;1;43;2.33;81,4
3111;faculdade dom bosco de porto alegre;57906;sistemas de informação;8;46;17.39;71,7
3112;faculdade dom bosco de ubiratã;48648;administração;7;27;25.93;3,7
3113;faculdade dom bosco de ubiratã;48195;pedagogia;4;17;23.53;5,9
3114;faculdade dom luis de orleans e bragança;80797;administração;2;37;5.41;56,8
3115;faculdade dom luis de orleans e bragança;80800;ciências contábeis;2;37;5.41;37,8
3116;faculdade dom luis de orleans e bragança;80795;pedagogia;2;35;5.71;28,6
