;instituicao;curso;qtd_bolsas;cod_estado;qtd_ingressantes;qtd_desistencias;grande_area;percentual_bolsas;taxa_desistencia_acumulada
1052;centro universitario leonardo da vinci;design de moda;12;42.0;98;48;artes e humanidades;12.24;48.98
1053;centro universitario leonardo da vinci;direito;12;42.0;193;121;negocios, administracao e direito;6.22;62.69
1054;centro universitario leonardo da vinci;engenharia ambiental;3;42.0;24;15;engenharia, producao e construcao;12.5;62.5
1055;centro universitario leonardo da vinci;engenharia civil;4;42.0;271;165;engenharia, producao e construcao;1.48;60.89
1056;centro universitario leonardo da vinci;engenharia de producao;6;42.0;156;115;engenharia, producao e construcao;3.85;73.72
1057;centro universitario leonardo da vinci;engenharia eletrica;5;42.0;43;40;engenharia, producao e construcao;11.63;93.02
1058;centro universitario leonardo da vinci;engenharia mecanica;22;42.0;182;128;engenharia, producao e construcao;12.09;70.33
1059;centro universitario leonardo da vinci;sistema de informacao;2;42.0;50;31;computacao e tecnologias da informacao e comunicacao (tic);4.0;62.0
1060;centro universitario lusiada;enfermagem;4;35.0;41;28;saude e bem-estar;9.76;68.29
1061;centro universitario lusiada;fisioterapia;2;35.0;15;4;saude e bem-estar;13.33;26.67
1062;centro universitario lusiada;medicina;5;35.0;85;10;saude e bem-estar;5.88;11.76
1063;centro universitario lusiada;relacoes internacionais;3;35.0;21;16;ciencias sociais, comunicacao e informacao;14.29;76.19
1064;centro universitario luterano de manaus;administracao;2;13.0;33;28;negocios, administracao e direito;6.06;84.85
1065;centro universitario luterano de manaus;arquitetura e urbanismo;5;13.0;26;22;engenharia, producao e construcao;19.23;84.62
1066;centro universitario luterano de manaus;direito;4;13.0;86;52;negocios, administracao e direito;4.65;60.47
1067;centro universitario luterano de manaus;enfermagem;3;13.0;27;20;saude e bem-estar;11.11;74.07
1068;centro universitario luterano de manaus;engenharia ambiental;4;13.0;28;18;engenharia, producao e construcao;14.29;64.29
1069;centro universitario luterano de manaus;engenharia civil;5;13.0;85;63;engenharia, producao e construcao;5.88;74.12
1070;centro universitario luterano de manaus;engenharia eletrica;3;13.0;24;17;engenharia, producao e construcao;12.5;70.83
1071;centro universitario luterano de manaus;engenharia mecanica;8;13.0;46;38;engenharia, producao e construcao;17.39;82.61
1072;centro universitario luterano de manaus;engenharia quimica;2;13.0;33;23;engenharia, producao e construcao;6.06;69.7
1073;centro universitario luterano de manaus;logistica;7;13.0;41;21;negocios, administracao e direito;17.07;51.22
1074;centro universitario luterano de manaus;psicologia;5;13.0;24;16;ciencias sociais, comunicacao e informacao;20.83;66.67
1075;centro universitario luterano de palmas;administracao;3;17.0;116;102;negocios, administracao e direito;2.59;87.93
1076;centro universitario luterano de palmas;biomedicina;9;17.0;93;70;saude e bem-estar;9.68;75.27
1077;centro universitario luterano de palmas;ciencia da computacao;2;17.0;22;18;computacao e tecnologias da informacao e comunicacao (tic);9.09;81.82
1078;centro universitario luterano de palmas;ciencias biologicas;1;17.0;53;44;educacao;1.89;83.02
1079;centro universitario luterano de palmas;ciencias contabeis;1;17.0;68;54;negocios, administracao e direito;1.47;79.41
1080;centro universitario luterano de palmas;direito;20;17.0;634;483;negocios, administracao e direito;3.15;76.18
1081;centro universitario luterano de palmas;educacao fisica;13;17.0;204;166;educacao;6.37;81.37
1082;centro universitario luterano de palmas;enfermagem;21;17.0;178;132;saude e bem-estar;11.8;74.16
1083;centro universitario luterano de palmas;engenharia civil;34;17.0;563;354;engenharia, producao e construcao;6.04;62.88
1084;centro universitario luterano de palmas;engenharia de minas;16;17.0;129;84;engenharia, producao e construcao;12.4;65.12
1085;centro universitario luterano de palmas;estetica e cosmetica;6;17.0;156;118;servicos;3.85;75.64
1086;centro universitario luterano de palmas;farmacia;12;17.0;145;113;saude e bem-estar;8.28;77.93
1087;centro universitario luterano de palmas;fisioterapia;12;17.0;125;96;saude e bem-estar;9.6;76.8
1088;centro universitario luterano de palmas;jornalismo;1;17.0;36;30;ciencias sociais, comunicacao e informacao;2.78;83.33
1089;centro universitario luterano de palmas;psicologia;6;17.0;161;117;ciencias sociais, comunicacao e informacao;3.73;72.67
1090;centro universitario luterano de palmas;redes de computadores;1;17.0;18;17;computacao e tecnologias da informacao e comunicacao (tic);5.56;94.44
1091;centro universitario luterano de palmas;seguranca do trabalho;5;17.0;22;22;servicos;22.73;100.0
1092;centro universitario luterano de palmas;servico social;3;17.0;103;71;saude e bem-estar;2.91;68.93
1093;centro universitario luterano de palmas;sistemas de informacao;3;17.0;92;82;computacao e tecnologias da informacao e comunicacao (tic);3.26;89.13
1094;centro universitario luterano de santarem;agronomia;7;15.0;33;20;agricultura, silvicultura, pesca e veterinaria;21.21;60.61
1095;centro universitario luterano de santarem;direito;7;15.0;89;51;negocios, administracao e direito;7.87;57.3
1096;centro universitario luterano de santarem;educacao fisica;7;15.0;37;17;educacao;18.92;45.95
1097;centro universitario luterano de santarem;engenharia civil;3;15.0;69;31;engenharia, producao e construcao;4.35;44.93
1098;centro universitario luterano de santarem;letras - lingua portuguesa;1;15.0;7;5;educacao;14.29;71.43
1099;centro universitario luterano de santarem;pedagogia;1;15.0;19;10;educacao;5.26;52.63
1100;centro universitario luterano de santarem;servico social;2;15.0;26;18;saude e bem-estar;7.69;69.23
1101;centro universitario luterano de santarem;sistemas de informacao;6;15.0;14;11;computacao e tecnologias da informacao e comunicacao (tic);42.86;78.57
1102;centro universitario mauricio de nassau;administracao;28;26.0;875;755;negocios, administracao e direito;3.2;86.29
1103;centro universitario mauricio de nassau;arquitetura e urbanismo;9;26.0;211;156;engenharia, producao e construcao;4.27;73.93
1104;centro universitario mauricio de nassau;biomedicina;28;26.0;135;72;saude e bem-estar;20.74;53.33
1105;centro universitario mauricio de nassau;ciencias contabeis;12;26.0;188;162;negocios, administracao e direito;6.38;86.17
1106;centro universitario mauricio de nassau;comunicacao social - jornalismo;5;26.0;133;96;ciencias sociais, comunicacao e informacao;3.76;72.18
1107;centro universitario mauricio de nassau;comunicacao social - publicidade e propaganda;5;26.0;177;128;negocios, administracao e direito;2.82;72.32
1108;centro universitario mauricio de nassau;direito;64;26.0;530;401;negocios, administracao e direito;12.08;75.66
1109;centro universitario mauricio de nassau;educacao fisica;15;26.0;216;144;saude e bem-estar;6.94;66.67
1110;centro universitario mauricio de nassau;enfermagem;41;26.0;398;268;saude e bem-estar;10.3;67.34
1111;centro universitario mauricio de nassau;engenharia ambiental e sanitaria;13;26.0;138;84;engenharia, producao e construcao;9.42;60.87
1112;centro universitario mauricio de nassau;engenharia de telecomunicacoes;9;26.0;75;62;engenharia, producao e construcao;12.0;82.67
1113;centro universitario mauricio de nassau;estilismo;5;26.0;78;78;artes e humanidades;6.41;100.0
1114;centro universitario mauricio de nassau;farmacia;9;26.0;184;89;saude e bem-estar;4.89;48.37
1115;centro universitario mauricio de nassau;fisioterapia;32;26.0;210;140;saude e bem-estar;15.24;66.67
1116;centro universitario mauricio de nassau;gastronomia;12;26.0;274;262;servicos;4.38;95.62
1117;centro universitario mauricio de nassau;gestao da qualidade;17;26.0;154;132;negocios, administracao e direito;11.04;85.71
1118;centro universitario mauricio de nassau;gestao financeira;11;26.0;125;119;negocios, administracao e direito;8.8;95.2
1119;centro universitario mauricio de nassau;logistica;1;26.0;127;93;negocios, administracao e direito;0.79;73.23
1120;centro universitario mauricio de nassau;nutricao;10;26.0;209;118;saude e bem-estar;4.78;56.46
1121;centro universitario mauricio de nassau;odontologia;1;26.0;191;92;saude e bem-estar;0.52;48.17
1122;centro universitario mauricio de nassau;psicologia;19;26.0;135;85;ciencias sociais, comunicacao e informacao;14.07;62.96
1123;centro universitario mauricio de nassau;radiologia;2;26.0;78;56;saude e bem-estar;2.56;71.79
1124;centro universitario mauricio de nassau;redes de computadores;11;26.0;168;137;computacao e tecnologias da informacao e comunicacao (tic);6.55;81.55
1125;centro universitario mauricio de nassau;seguranca no trabalho;8;26.0;159;118;servicos;5.03;74.21
1126;centro universitario mauricio de nassau;sistema de informacao;11;26.0;137;104;computacao e tecnologias da informacao e comunicacao (tic);8.03;75.91
1127;centro universitario mauricio de nassau;web design;3;26.0;63;58;computacao e tecnologias da informacao e comunicacao (tic);4.76;92.06
1128;centro universitario metodista;administracao;50;43.0;161;20;negocios, administracao e direito;31.06;12.42
1129;centro universitario metodista;arquitetura e urbanismo;18;43.0;78;7;engenharia, producao e construcao;23.08;8.97
1130;centro universitario metodista;biomedicina;18;43.0;69;14;saude e bem-estar;26.09;20.29
1131;centro universitario metodista;ciencias contabeis;1;43.0;42;7;negocios, administracao e direito;2.38;16.67
1132;centro universitario metodista;comunicacao social - publicidade e propaganda;4;43.0;50;3;negocios, administracao e direito;8.0;6.0
1133;centro universitario metodista;design de interiores;12;43.0;67;5;artes e humanidades;17.91;7.46
1134;centro universitario metodista;direito;23;43.0;115;19;negocios, administracao e direito;20.0;16.52
1135;centro universitario metodista;educacao fisica;21;43.0;212;29;saude e bem-estar;9.91;13.68
1136;centro universitario metodista;enfermagem;17;43.0;147;9;saude e bem-estar;11.56;6.12
1137;centro universitario metodista;engenharia civil;15;43.0;98;12;engenharia, producao e construcao;15.31;12.24
1138;centro universitario metodista;engenharia de producao;7;43.0;56;6;engenharia, producao e construcao;12.5;10.71
1139;centro universitario metodista;farmacia;3;43.0;40;10;saude e bem-estar;7.5;25.0
1140;centro universitario metodista;fisioterapia;23;43.0;169;17;saude e bem-estar;13.61;10.06
1141;centro universitario metodista;jornalismo;5;43.0;51;3;ciencias sociais, comunicacao e informacao;9.8;5.88
1142;centro universitario metodista;musica;6;43.0;107;3;educacao;5.61;2.8
1143;centro universitario metodista;nutricao;17;43.0;66;13;saude e bem-estar;25.76;19.7
1144;centro universitario metodista;psicologia;18;43.0;99;14;ciencias sociais, comunicacao e informacao;18.18;14.14
1145;centro universitario metodista;turismo;3;43.0;25;1;servicos;12.0;4.0
1146;centro universitario metodista izabela hendrix;administracao;33;31.0;129;79;negocios, administracao e direito;25.58;61.24
1147;centro universitario metodista izabela hendrix;arquitetura e urbanismo;37;31.0;328;164;engenharia, producao e construcao;11.28;50.0
1148;centro universitario metodista izabela hendrix;biomedicina;14;31.0;73;52;saude e bem-estar;19.18;71.23
1149;centro universitario metodista izabela hendrix;ciencias biologicas;36;31.0;117;81;educacao;30.77;69.23
1150;centro universitario metodista izabela hendrix;ciencias contabeis;16;31.0;86;45;negocios, administracao e direito;18.6;52.33
1151;centro universitario metodista izabela hendrix;design de interiores;20;31.0;46;29;artes e humanidades;43.48;63.04
1152;centro universitario metodista izabela hendrix;direito;37;31.0;237;162;negocios, administracao e direito;15.61;68.35
1153;centro universitario metodista izabela hendrix;educacao fisica;20;31.0;88;52;educacao;22.73;59.09
1154;centro universitario metodista izabela hendrix;enfermagem;23;31.0;65;38;saude e bem-estar;35.38;58.46
1155;centro universitario metodista izabela hendrix;engenharia ambiental e sanitaria;13;31.0;164;109;engenharia, producao e construcao;7.93;66.46
1156;centro universitario metodista izabela hendrix;engenharia civil;23;31.0;383;194;engenharia, producao e construcao;6.01;50.65
1157;centro universitario metodista izabela hendrix;engenharia de producao;8;31.0;164;98;engenharia, producao e construcao;4.88;59.76
1158;centro universitario metodista izabela hendrix;fisioterapia;17;31.0;33;16;saude e bem-estar;51.52;48.48
1159;centro universitario metodista izabela hendrix;fonoaudiologia;15;31.0;41;24;saude e bem-estar;36.59;58.54
1160;centro universitario metodista izabela hendrix;musica;7;31.0;51;35;educacao;13.73;68.63
1161;centro universitario metodista izabela hendrix;nutricao;1;31.0;24;24;saude e bem-estar;4.17;100.0
1162;centro universitario metodista izabela hendrix;pedagogia;16;31.0;53;30;educacao;30.19;56.6
1163;centro universitario metodista izabela hendrix;servico social;2;31.0;6;6;saude e bem-estar;33.33;100.0
1164;centro universitario metodista izabela hendrix;teologia;15;31.0;127;47;artes e humanidades;11.81;37.01
1165;centro universitario metropolitano de sao paulo;administracao;61;35.0;184;109;negocios, administracao e direito;33.15;59.24
1166;centro universitario metropolitano de sao paulo;ciencias contabeis;23;35.0;84;43;negocios, administracao e direito;27.38;51.19
1167;centro universitario metropolitano de sao paulo;direito;83;35.0;390;203;negocios, administracao e direito;21.28;52.05
1168;centro universitario metropolitano de sao paulo;educacao fisica;32;35.0;92;45;educacao;34.78;48.91
1169;centro universitario metropolitano de sao paulo;pedagogia;64;35.0;151;97;educacao;42.38;64.24
1170;centro universitario moura lacerda;administracao;7;35.0;250;99;negocios, administracao e direito;2.8;39.6
1171;centro universitario moura lacerda;agronegocio;1;35.0;37;14;agricultura, silvicultura, pesca e veterinaria;2.7;37.84
1172;centro universitario moura lacerda;agronomia;3;35.0;59;20;agricultura, silvicultura, pesca e veterinaria;5.08;33.9
1173;centro universitario moura lacerda;arquitetura e urbanismo;6;35.0;141;36;engenharia, producao e construcao;4.26;25.53
1174;centro universitario moura lacerda;ciencia economica;2;35.0;43;21;ciencias sociais, comunicacao e informacao;4.65;48.84
1175;centro universitario moura lacerda;direito;13;35.0;176;83;negocios, administracao e direito;7.39;47.16
1176;centro universitario moura lacerda;educacao fisica;8;35.0;126;74;educacao;6.35;58.73
1177;centro universitario moura lacerda;engenharia civil;5;35.0;160;75;engenharia, producao e construcao;3.12;46.88
1178;centro universitario moura lacerda;gestao da tecnologia da informacao;4;35.0;14;5;computacao e tecnologias da informacao e comunicacao (tic);28.57;35.71
1179;centro universitario moura lacerda;gestao de recursos humanos;2;35.0;186;86;negocios, administracao e direito;1.08;46.24
1180;centro universitario moura lacerda;gestao financeira;2;35.0;74;16;negocios, administracao e direito;2.7;21.62
1181;centro universitario moura lacerda;logistica;2;35.0;50;16;negocios, administracao e direito;4.0;32.0
1182;centro universitario moura lacerda;medicina veterinaria;2;35.0;39;15;agricultura, silvicultura, pesca e veterinaria;5.13;38.46
1183;centro universitario moura lacerda;moda;4;35.0;57;39;artes e humanidades;7.02;68.42
1184;centro universitario moura lacerda;pedagogia;7;35.0;81;18;educacao;8.64;22.22
1185;centro universitario moura lacerda;relacoes internacionais;1;35.0;19;9;ciencias sociais, comunicacao e informacao;5.26;47.37
1186;centro universitario modulo;administracao;2;35.0;125;83;negocios, administracao e direito;1.6;66.4
1187;centro universitario modulo;analise e desenvolvimento de sistemas;1;35.0;40;27;computacao e tecnologias da informacao e comunicacao (tic);2.5;67.5
1188;centro universitario modulo;arquitetura e urbanismo;4;35.0;77;52;engenharia, producao e construcao;5.19;67.53
1189;centro universitario modulo;ciencias biologicas;4;35.0;30;23;educacao;13.33;76.67
1190;centro universitario modulo;ciencias contabeis;2;35.0;78;37;negocios, administracao e direito;2.56;47.44
1191;centro universitario modulo;direito;5;35.0;179;105;negocios, administracao e direito;2.79;58.66
1192;centro universitario modulo;educacao fisica;10;35.0;115;46;educacao;8.7;40.0
1193;centro universitario modulo;enfermagem;3;35.0;115;53;saude e bem-estar;2.61;46.09
1194;centro universitario modulo;engenharia de producao;1;35.0;69;50;engenharia, producao e construcao;1.45;72.46
1195;centro universitario modulo;gestao de recursos humanos;9;35.0;88;48;negocios, administracao e direito;10.23;54.55
1196;centro universitario modulo;jornalismo;4;35.0;26;23;ciencias sociais, comunicacao e informacao;15.38;88.46
1197;centro universitario modulo;pedagogia;2;35.0;75;44;educacao;2.67;58.67
1198;centro universitario modulo;petroleo e gas;5;35.0;33;23;engenharia, producao e construcao;15.15;69.7
1199;centro universitario newton paiva;administracao;15;31.0;458;317;negocios, administracao e direito;3.28;69.21
1200;centro universitario newton paiva;arquitetura e urbanismo;14;31.0;79;47;engenharia, producao e construcao;17.72;59.49
1201;centro universitario newton paiva;ciencias biologicas;34;31.0;184;120;ciencias naturais, matematica e estatistica;18.48;65.22
1202;centro universitario newton paiva;ciencias contabeis;17;31.0;108;59;negocios, administracao e direito;15.74;54.63
1203;centro universitario newton paiva;ciencias economicas;10;31.0;79;51;ciencias sociais, comunicacao e informacao;12.66;64.56
1204;centro universitario newton paiva;comunicacao social - publicidade e propaganda;23;31.0;164;105;negocios, administracao e direito;14.02;64.02
1205;centro universitario newton paiva;direito;32;31.0;795;519;negocios, administracao e direito;4.03;65.28
1206;centro universitario newton paiva;enfermagem;34;31.0;203;142;saude e bem-estar;16.75;69.95
1207;centro universitario newton paiva;engenharia ambiental;13;31.0;150;105;engenharia, producao e construcao;8.67;70.0
1208;centro universitario newton paiva;engenharia civil;18;31.0;799;512;engenharia, producao e construcao;2.25;64.08
1209;centro universitario newton paiva;engenharia de controle e automacao;13;31.0;106;87;engenharia, producao e construcao;12.26;82.08
1210;centro universitario newton paiva;engenharia de producao;11;31.0;254;187;engenharia, producao e construcao;4.33;73.62
1211;centro universitario newton paiva;engenharia eletrica;8;31.0;197;137;engenharia, producao e construcao;4.06;69.54
1212;centro universitario newton paiva;engenharia mecanica;12;31.0;386;270;engenharia, producao e construcao;3.11;69.95
1213;centro universitario newton paiva;engenharia quimica;14;31.0;153;92;engenharia, producao e construcao;9.15;60.13
1214;centro universitario newton paiva;estetica e cosmetica;26;31.0;147;76;servicos;17.69;51.7
1215;centro universitario newton paiva;farmacia;22;31.0;134;97;saude e bem-estar;16.42;72.39
1216;centro universitario newton paiva;fisioterapia;14;31.0;97;77;saude e bem-estar;14.43;79.38
1217;centro universitario newton paiva;geografia;5;31.0;27;21;ciencias sociais, comunicacao e informacao;18.52;77.78
1218;centro universitario newton paiva;gestao comercial;25;31.0;171;91;negocios, administracao e direito;14.62;53.22
1219;centro universitario newton paiva;gestao de recursos humanos;11;31.0;91;35;negocios, administracao e direito;12.09;38.46
1220;centro universitario newton paiva;gestao de turismo;14;31.0;67;30;servicos;20.9;44.78
1221;centro universitario newton paiva;gestao financeira;17;31.0;117;57;negocios, administracao e direito;14.53;48.72
1222;centro universitario newton paiva;jornalismo;14;31.0;67;36;ciencias sociais, comunicacao e informacao;20.9;53.73
1223;centro universitario newton paiva;logistica;11;31.0;111;63;negocios, administracao e direito;9.91;56.76
1224;centro universitario newton paiva;marketing;16;31.0;87;55;negocios, administracao e direito;18.39;63.22
1225;centro universitario newton paiva;nutricao;11;31.0;61;61;saude e bem-estar;18.03;100.0
1226;centro universitario newton paiva;odontologia;8;31.0;230;120;saude e bem-estar;3.48;52.17
1227;centro universitario newton paiva;psicologia;23;31.0;247;144;ciencias sociais, comunicacao e informacao;9.31;58.3
1228;centro universitario newton paiva;relacoes internacionais;15;31.0;75;56;ciencias sociais, comunicacao e informacao;20.0;74.67
1229;centro universitario newton paiva;relacoes publicas;5;31.0;56;29;negocios, administracao e direito;8.93;51.79
1230;centro universitario newton paiva;secretariado;22;31.0;94;39;negocios, administracao e direito;23.4;41.49
1231;centro universitario newton paiva;sistemas de informacao;14;31.0;146;111;computacao e tecnologias da informacao e comunicacao (tic);9.59;76.03
1232;centro universitario nossa senhora do patrocinio;administracao;77;35.0;432;193;negocios, administracao e direito;17.82;44.68
1233;centro universitario nossa senhora do patrocinio;analise de sistemas;9;35.0;47;23;computacao e tecnologias da informacao e comunicacao (tic);19.15;48.94
1234;centro universitario nossa senhora do patrocinio;analise e desenvolvimento de sistemas;1;35.0;76;39;computacao e tecnologias da informacao e comunicacao (tic);1.32;51.32
1235;centro universitario nossa senhora do patrocinio;arquitetura e urbanismo;12;35.0;187;102;engenharia, producao e construcao;6.42;54.55
1236;centro universitario nossa senhora do patrocinio;artes cenicas;2;35.0;12;12;artes e humanidades;16.67;100.0
1237;centro universitario nossa senhora do patrocinio;biologia;11;35.0;56;27;educacao;19.64;48.21
1238;centro universitario nossa senhora do patrocinio;biomedicina;8;35.0;153;85;saude e bem-estar;5.23;55.56
1239;centro universitario nossa senhora do patrocinio;cinema;1;35.0;36;19;artes e humanidades;2.78;52.78
1240;centro universitario nossa senhora do patrocinio;ciencia da computacao;1;35.0;65;44;computacao e tecnologias da informacao e comunicacao (tic);1.54;67.69
1241;centro universitario nossa senhora do patrocinio;ciencias contabeis;5;35.0;120;44;negocios, administracao e direito;4.17;36.67
1242;centro universitario nossa senhora do patrocinio;comunicacao social;1;35.0;41;20;ciencias sociais, comunicacao e informacao;2.44;48.78
1243;centro universitario nossa senhora do patrocinio;comunicacao social - publicidade e propaganda;7;35.0;74;45;negocios, administracao e direito;9.46;60.81
1244;centro universitario nossa senhora do patrocinio;comunicacao social - relacoes publicas;1;35.0;22;11;negocios, administracao e direito;4.55;50.0
1245;centro universitario nossa senhora do patrocinio;comercio exterior;1;35.0;55;20;negocios, administracao e direito;1.82;36.36
1246;centro universitario nossa senhora do patrocinio;decoracao & design;13;35.0;56;24;artes e humanidades;23.21;42.86
1247;centro universitario nossa senhora do patrocinio;design de moda;8;35.0;129;52;artes e humanidades;6.2;40.31
1248;centro universitario nossa senhora do patrocinio;direito;2;35.0;221;119;negocios, administracao e direito;0.9;53.85
1249;centro universitario nossa senhora do patrocinio;educacao fisica;6;35.0;159;82;educacao;3.77;51.57
1250;centro universitario nossa senhora do patrocinio;enfermagem;2;35.0;126;79;saude e bem-estar;1.59;62.7
1251;centro universitario nossa senhora do patrocinio;engenharia ambiental e sanitaria;3;35.0;70;46;engenharia, producao e construcao;4.29;65.71
1252;centro universitario nossa senhora do patrocinio;engenharia civil;5;35.0;168;109;engenharia, producao e construcao;2.98;64.88
1253;centro universitario nossa senhora do patrocinio;engenharia de producao mecanica;1;35.0;147;92;engenharia, producao e construcao;0.68;62.59
1254;centro universitario nossa senhora do patrocinio;engenharia eletrica;2;35.0;72;43;engenharia, producao e construcao;2.78;59.72
1255;centro universitario nossa senhora do patrocinio;engenharia mecatronica;8;35.0;160;131;engenharia, producao e construcao;5.0;81.88
1256;centro universitario nossa senhora do patrocinio;eventos;1;35.0;33;14;servicos;3.03;42.42
1257;centro universitario nossa senhora do patrocinio;farmacia;5;35.0;64;31;saude e bem-estar;7.81;48.44
1258;centro universitario nossa senhora do patrocinio;fisioterapia;2;35.0;155;93;saude e bem-estar;1.29;60.0
1259;centro universitario nossa senhora do patrocinio;fotografia;5;35.0;100;47;artes e humanidades;5.0;47.0
1260;centro universitario nossa senhora do patrocinio;gastronomia;12;35.0;220;64;servicos;5.45;29.09
1261;centro universitario nossa senhora do patrocinio;gestao ambiental;5;35.0;90;37;engenharia, producao e construcao;5.56;41.11
1262;centro universitario nossa senhora do patrocinio;gestao da qualidade;1;35.0;180;69;negocios, administracao e direito;0.56;38.33
1263;centro universitario nossa senhora do patrocinio;gestao de recursos humanos;18;35.0;194;51;negocios, administracao e direito;9.28;26.29
1264;centro universitario nossa senhora do patrocinio;historia;4;35.0;44;24;educacao;9.09;54.55
1265;centro universitario nossa senhora do patrocinio;letras - ingles;3;35.0;28;10;educacao;10.71;35.71
1266;centro universitario nossa senhora do patrocinio;marketing;2;35.0;61;22;negocios, administracao e direito;3.28;36.07
1267;centro universitario nossa senhora do patrocinio;matematica;1;35.0;26;10;educacao;3.85;38.46
1268;centro universitario nossa senhora do patrocinio;nutricao;6;35.0;35;21;saude e bem-estar;17.14;60.0
1269;centro universitario nossa senhora do patrocinio;pedagogia;20;35.0;97;33;educacao;20.62;34.02
1270;centro universitario nossa senhora do patrocinio;processos gerenciais;4;35.0;91;31;negocios, administracao e direito;4.4;34.07
1271;centro universitario nossa senhora do patrocinio;psicologia;6;35.0;118;56;ciencias sociais, comunicacao e informacao;5.08;47.46
1272;centro universitario nossa senhora do patrocinio;redes de computadores;2;35.0;33;22;computacao e tecnologias da informacao e comunicacao (tic);6.06;66.67
1273;centro universitario nossa senhora do patrocinio;seguranca no trabalho;1;35.0;46;26;servicos;2.17;56.52
1274;centro universitario nossa senhora do patrocinio;sistemas para internet;1;35.0;27;11;computacao e tecnologias da informacao e comunicacao (tic);3.7;40.74
1275;centro universitario nossa senhora do patrocinio;turismo;5;35.0;34;12;servicos;14.71;35.29
1276;centro universitario padre anchieta;administracao;33;35.0;170;109;negocios, administracao e direito;19.41;64.12
1277;centro universitario padre anchieta;automacao industrial;2;35.0;23;14;engenharia, producao e construcao;8.7;60.87
1278;centro universitario padre anchieta;ciencias contabeis;8;35.0;79;42;negocios, administracao e direito;10.13;53.16
1279;centro universitario padre anchieta;comunicacao social - publicidade e propaganda;3;35.0;30;19;negocios, administracao e direito;10.0;63.33
1280;centro universitario padre anchieta;comercio exterior;5;35.0;26;12;negocios, administracao e direito;19.23;46.15
1281;centro universitario padre anchieta;direito;50;35.0;239;135;negocios, administracao e direito;20.92;56.49
1282;centro universitario padre anchieta;enfermagem;16;35.0;51;27;saude e bem-estar;31.37;52.94
1283;centro universitario padre anchieta;engenharia civil;25;35.0;120;73;engenharia, producao e construcao;20.83;60.83
1284;centro universitario padre anchieta;engenharia de alimentos;5;35.0;17;11;engenharia, producao e construcao;29.41;64.71
1285;centro universitario padre anchieta;engenharia de producao;20;35.0;92;66;engenharia, producao e construcao;21.74;71.74
1286;centro universitario padre anchieta;engenharia eletronica;12;35.0;45;22;engenharia, producao e construcao;26.67;48.89
1287;centro universitario padre anchieta;engenharia quimica;24;35.0;83;42;engenharia, producao e construcao;28.92;50.6
1288;centro universitario padre anchieta;farmacia;6;35.0;65;27;saude e bem-estar;9.23;41.54
1289;centro universitario padre anchieta;fisioterapia;12;35.0;56;32;saude e bem-estar;21.43;57.14
1290;centro universitario padre anchieta;gestao ambiental;5;35.0;46;25;engenharia, producao e construcao;10.87;54.35
1291;centro universitario padre anchieta;logistica;25;35.0;148;86;negocios, administracao e direito;16.89;58.11
1292;centro universitario padre anchieta;marketing;7;35.0;32;9;negocios, administracao e direito;21.88;28.12
1293;centro universitario padre anchieta;nutricao;3;35.0;21;10;saude e bem-estar;14.29;47.62
1294;centro universitario padre anchieta;processos quimicos;4;35.0;17;6;ciencias naturais, matematica e estatistica;23.53;35.29
1295;centro universitario padre anchieta;psicologia;7;35.0;29;14;ciencias sociais, comunicacao e informacao;24.14;48.28
1296;centro universitario padre anchieta;sistemas de informacao;7;35.0;40;33;computacao e tecnologias da informacao e comunicacao (tic);17.5;82.5
1297;centro universitario para o desenvolvimento do alto vale do itajai;administracao;73;42.0;372;242;negocios, administracao e direito;19.62;65.05
1298;centro universitario para o desenvolvimento do alto vale do itajai;ciencias contabeis;15;42.0;91;61;negocios, administracao e direito;16.48;67.03
1299;centro universitario para o desenvolvimento do alto vale do itajai;ciencias economicas;10;42.0;62;43;ciencias sociais, comunicacao e informacao;16.13;69.35
1300;centro universitario para o desenvolvimento do alto vale do itajai;design de interiores;5;42.0;36;26;artes e humanidades;13.89;72.22
1301;centro universitario para o desenvolvimento do alto vale do itajai;design grafico;5;42.0;30;19;artes e humanidades;16.67;63.33
1302;centro universitario para o desenvolvimento do alto vale do itajai;direito;50;42.0;331;192;negocios, administracao e direito;15.11;58.01
1303;centro universitario para o desenvolvimento do alto vale do itajai;educacao fisica;19;42.0;156;127;educacao;12.18;81.41
1304;centro universitario para o desenvolvimento do alto vale do itajai;enfermagem;17;42.0;37;21;saude e bem-estar;45.95;56.76
1305;centro universitario para o desenvolvimento do alto vale do itajai;engenharia de producao;21;42.0;88;65;engenharia, producao e construcao;23.86;73.86
1306;centro universitario para o desenvolvimento do alto vale do itajai;processos quimicos;4;42.0;17;9;ciencias naturais, matematica e estatistica;23.53;52.94
1307;centro universitario para o desenvolvimento do alto vale do itajai;psicologia;14;42.0;80;54;ciencias sociais, comunicacao e informacao;17.5;67.5
1308;centro universitario para o desenvolvimento do alto vale do itajai;sistemas de informacao;26;42.0;81;58;computacao e tecnologias da informacao e comunicacao (tic);32.1;71.6
1309;centro universitario planalto do distrito federal - uniplan;administracao;5;53.0;103;90;negocios, administracao e direito;4.85;87.38
1310;centro universitario planalto do distrito federal - uniplan;arquitetura e urbanismo;11;53.0;165;143;engenharia, producao e construcao;6.67;86.67
1311;centro universitario planalto do distrito federal - uniplan;ciencia da computacao;4;53.0;18;18;computacao e tecnologias da informacao e comunicacao (tic);22.22;100.0
