;instituicao;curso;qtd_bolsas;cod_estado;qtd_ingressantes;qtd_desistencias;grande_area;percentual_bolsas;taxa_desistencia_acumulada
6490;universidade paulista;processos gerenciais;37;35.0;1102;659;negocios, administracao e direito;3.36;59.8
6491;universidade paulista;producao audiovisual;9;35.0;381;277;artes e humanidades;2.36;72.7
6492;universidade paulista;propaganda e marketing;34;35.0;1176;833;negocios, administracao e direito;2.89;70.83
6493;universidade paulista;psicologia;69;35.0;4088;2952;ciencias sociais, comunicacao e informacao;1.69;72.21
6494;universidade paulista;publicidade e propaganda;5;35.0;105;62;negocios, administracao e direito;4.76;59.05
6495;universidade paulista;radiologia;13;35.0;563;413;saude e bem-estar;2.31;73.36
6496;universidade paulista;redes de computadores;25;13.0;931;673;computacao e tecnologias da informacao e comunicacao (tic);2.69;72.29
6497;universidade paulista;relacoes internacionais;4;35.0;186;136;ciencias sociais, comunicacao e informacao;2.15;73.12
6498;universidade paulista;secretariado executivo;20;35.0;471;284;negocios, administracao e direito;4.25;60.3
6499;universidade paulista;seguranca privada;38;35.0;508;339;servicos;7.48;66.73
6500;universidade paulista;servico social;27;35.0;415;246;saude e bem-estar;6.51;59.28
6501;universidade paulista;sistemas de informacao;41;35.0;807;600;computacao e tecnologias da informacao e comunicacao (tic);5.08;74.35
6502;universidade paulista;turismo;27;35.0;664;470;servicos;4.07;70.78
6503;universidade pitagoras unopar;administracao;11;41.0;391;226;negocios, administracao e direito;2.81;57.8
6504;universidade pitagoras unopar;agronomia;1;41.0;51;23;agricultura, silvicultura, pesca e veterinaria;1.96;45.1
6505;universidade pitagoras unopar;automacao industrial;2;41.0;74;45;engenharia, producao e construcao;2.7;60.81
6506;universidade pitagoras unopar;biomedicina;1;41.0;36;20;saude e bem-estar;2.78;55.56
6507;universidade pitagoras unopar;ciencias aeronauticas;5;41.0;87;36;servicos;5.75;41.38
6508;universidade pitagoras unopar;desenho industrial;2;41.0;75;32;artes e humanidades;2.67;42.67
6509;universidade pitagoras unopar;design de interiores;2;41.0;129;56;artes e humanidades;1.55;43.41
6510;universidade pitagoras unopar;direito;29;41.0;493;251;negocios, administracao e direito;5.88;50.91
6511;universidade pitagoras unopar;educacao fisica;4;41.0;471;160;educacao;0.85;33.97
6512;universidade pitagoras unopar;enfermagem;3;41.0;135;57;saude e bem-estar;2.22;42.22
6513;universidade pitagoras unopar;engenharia da computacao;8;41.0;87;47;computacao e tecnologias da informacao e comunicacao (tic);9.2;54.02
6514;universidade pitagoras unopar;engenharia de alimentos;2;41.0;18;11;engenharia, producao e construcao;11.11;61.11
6515;universidade pitagoras unopar;engenharia eletrica;19;41.0;184;103;engenharia, producao e construcao;10.33;55.98
6516;universidade pitagoras unopar;estetica e cosmetica;10;41.0;197;74;servicos;5.08;37.56
6517;universidade pitagoras unopar;farmacia;7;41.0;63;24;saude e bem-estar;11.11;38.1
6518;universidade pitagoras unopar;fisioterapia;12;41.0;121;59;saude e bem-estar;9.92;48.76
6519;universidade pitagoras unopar;gastronomia;4;41.0;102;35;servicos;3.92;34.31
6520;universidade pitagoras unopar;gestao ambiental;2;41.0;34;12;engenharia, producao e construcao;5.88;35.29
6521;universidade pitagoras unopar;medicina veterinaria;1;41.0;75;25;agricultura, silvicultura, pesca e veterinaria;1.33;33.33
6522;universidade pitagoras unopar;odontologia;2;41.0;54;10;saude e bem-estar;3.7;18.52
6523;universidade pitagoras unopar;pedagogia;5;41.0;74;33;educacao;6.76;44.59
6524;universidade pitagoras unopar;psicologia;1;41.0;57;22;ciencias sociais, comunicacao e informacao;1.75;38.6
6525;universidade pitagoras unopar;quimica;7;41.0;143;75;ciencias naturais, matematica e estatistica;4.9;52.45
6526;universidade pitagoras unopar;turismo e hotelaria;1;41.0;28;12;servicos;3.57;42.86
6527;universidade positivo;administracao;39;41.0;325;222;negocios, administracao e direito;12.0;68.31
6528;universidade positivo;analise e desenvolvimento de sistemas;12;41.0;216;153;computacao e tecnologias da informacao e comunicacao (tic);5.56;70.83
6529;universidade positivo;arquitetura e urbanismo;15;41.0;218;111;engenharia, producao e construcao;6.88;50.92
6530;universidade positivo;ciencias biologicas;3;41.0;35;17;educacao;8.57;48.57
6531;universidade positivo;ciencias contabeis;4;41.0;67;37;negocios, administracao e direito;5.97;55.22
6532;universidade positivo;ciencias economicas;4;41.0;45;32;ciencias sociais, comunicacao e informacao;8.89;71.11
6533;universidade positivo;comunicacao social - publicidade e propaganda;3;41.0;184;91;negocios, administracao e direito;1.63;49.46
6534;universidade positivo;comercio exterior;10;41.0;86;55;negocios, administracao e direito;11.63;63.95
6535;universidade positivo;design;10;41.0;205;125;artes e humanidades;4.88;60.98
6536;universidade positivo;direito;30;41.0;527;310;negocios, administracao e direito;5.69;58.82
6537;universidade positivo;educacao fisica;6;41.0;98;61;educacao;6.12;62.24
6538;universidade positivo;enfermagem;6;41.0;41;17;saude e bem-estar;14.63;41.46
6539;universidade positivo;engenharia civil;13;41.0;253;137;engenharia, producao e construcao;5.14;54.15
6540;universidade positivo;engenharia eletrica;4;41.0;59;29;engenharia, producao e construcao;6.78;49.15
6541;universidade positivo;engenharia mecanica;18;41.0;210;123;engenharia, producao e construcao;8.57;58.57
6542;universidade positivo;gastronomia;4;41.0;119;67;servicos;3.36;56.3
6543;universidade positivo;gestao comercial;4;41.0;57;37;negocios, administracao e direito;7.02;64.91
6544;universidade positivo;gestao da producao industrial;11;41.0;181;96;negocios, administracao e direito;6.08;53.04
6545;universidade positivo;gestao financeira;3;41.0;66;49;negocios, administracao e direito;4.55;74.24
6546;universidade positivo;jogos digitais;7;41.0;51;40;computacao e tecnologias da informacao e comunicacao (tic);13.73;78.43
6547;universidade positivo;marketing;6;41.0;88;64;negocios, administracao e direito;6.82;72.73
6548;universidade positivo;medicina;4;41.0;61;15;saude e bem-estar;6.56;24.59
6549;universidade positivo;odontologia;12;41.0;134;39;saude e bem-estar;8.96;29.1
6550;universidade positivo;processos gerenciais;3;41.0;56;38;negocios, administracao e direito;5.36;67.86
6551;universidade positivo;psicologia;3;41.0;105;54;ciencias sociais, comunicacao e informacao;2.86;51.43
6552;universidade potiguar;administracao;217;24.0;994;466;negocios, administracao e direito;21.83;46.88
6553;universidade potiguar;arquitetura e urbanismo;19;24.0;345;119;engenharia, producao e construcao;5.51;34.49
6554;universidade potiguar;ciencias biologicas;19;24.0;144;102;educacao;13.19;70.83
6555;universidade potiguar;ciencias contabeis;86;24.0;449;223;negocios, administracao e direito;19.15;49.67
6556;universidade potiguar;comunicacao social - publicidade e propaganda;17;24.0;109;46;negocios, administracao e direito;15.6;42.2
6557;universidade potiguar;design de interiores;16;24.0;168;55;artes e humanidades;9.52;32.74
6558;universidade potiguar;design grafico;19;24.0;155;79;artes e humanidades;12.26;50.97
6559;universidade potiguar;direito;241;24.0;1060;532;negocios, administracao e direito;22.74;50.19
6560;universidade potiguar;educacao fisica;16;24.0;204;101;educacao;7.84;49.51
6561;universidade potiguar;enfermagem;111;24.0;694;279;saude e bem-estar;15.99;40.2
6562;universidade potiguar;engenharia civil;97;24.0;812;253;engenharia, producao e construcao;11.95;31.16
6563;universidade potiguar;engenharia de computacao;9;24.0;68;42;engenharia, producao e construcao;13.24;61.76
6564;universidade potiguar;engenharia de petroleo e gas;22;24.0;173;107;engenharia, producao e construcao;12.72;61.85
6565;universidade potiguar;estetica e cosmetica;12;24.0;113;51;servicos;10.62;45.13
6566;universidade potiguar;fisioterapia;47;24.0;254;115;saude e bem-estar;18.5;45.28
6567;universidade potiguar;fonoaudiologia;5;24.0;25;8;saude e bem-estar;20.0;32.0
6568;universidade potiguar;gastronomia;39;24.0;331;130;servicos;11.78;39.27
6569;universidade potiguar;gestao ambiental;10;24.0;74;23;engenharia, producao e construcao;13.51;31.08
6570;universidade potiguar;gestao comercial;4;24.0;138;23;negocios, administracao e direito;2.9;16.67
6571;universidade potiguar;gestao de recursos humanos;58;24.0;394;96;negocios, administracao e direito;14.72;24.37
6572;universidade potiguar;gestao financeira;10;24.0;73;12;negocios, administracao e direito;13.7;16.44
6573;universidade potiguar;gestao publica;7;24.0;34;9;negocios, administracao e direito;20.59;26.47
6574;universidade potiguar;historia;3;24.0;67;47;educacao;4.48;70.15
6575;universidade potiguar;jornalismo;4;24.0;36;18;ciencias sociais, comunicacao e informacao;11.11;50.0
6576;universidade potiguar;letras - lingua portuguesa;5;24.0;58;22;educacao;8.62;37.93
6577;universidade potiguar;letras - portugues e ingles;11;24.0;101;74;educacao;10.89;73.27
6578;universidade potiguar;marketing;40;24.0;270;60;negocios, administracao e direito;14.81;22.22
6579;universidade potiguar;medicina;26;24.0;156;14;saude e bem-estar;16.67;8.97
6580;universidade potiguar;nutricao;57;24.0;432;150;saude e bem-estar;13.19;34.72
6581;universidade potiguar;odontologia;41;24.0;216;59;saude e bem-estar;18.98;27.31
6582;universidade potiguar;pedagogia;20;24.0;139;49;educacao;14.39;35.25
6583;universidade potiguar;petroleo e gas;40;24.0;165;88;engenharia, producao e construcao;24.24;53.33
6584;universidade potiguar;processos gerenciais;2;24.0;96;40;negocios, administracao e direito;2.08;41.67
6585;universidade potiguar;psicologia;109;24.0;332;148;ciencias sociais, comunicacao e informacao;32.83;44.58
6586;universidade potiguar;relacoes internacionais;12;24.0;88;33;ciencias sociais, comunicacao e informacao;13.64;37.5
6587;universidade potiguar;seguranca no trabalho;35;24.0;236;118;servicos;14.83;50.0
6588;universidade potiguar;servico social;4;24.0;307;120;saude e bem-estar;1.3;39.09
6589;universidade potiguar;terapia ocupacional;3;24.0;16;6;saude e bem-estar;18.75;37.5
6590;universidade potiguar;turismo;12;24.0;69;38;servicos;17.39;55.07
6591;universidade presbiteriana mackenzie;administracao;127;35.0;1352;545;negocios, administracao e direito;9.39;40.31
6592;universidade presbiteriana mackenzie;arquitetura e urbanismo;58;35.0;439;108;engenharia, producao e construcao;13.21;24.6
6593;universidade presbiteriana mackenzie;ciencia da computacao;16;35.0;136;85;computacao e tecnologias da informacao e comunicacao (tic);11.76;62.5
6594;universidade presbiteriana mackenzie;ciencias biologicas;22;35.0;140;69;educacao;15.71;49.29
6595;universidade presbiteriana mackenzie;ciencias contabeis;23;35.0;154;54;negocios, administracao e direito;14.94;35.06
6596;universidade presbiteriana mackenzie;ciencias economicas;40;35.0;249;131;ciencias sociais, comunicacao e informacao;16.06;52.61
6597;universidade presbiteriana mackenzie;comunicacao social - publicidade e propaganda;96;35.0;789;179;negocios, administracao e direito;12.17;22.69
6598;universidade presbiteriana mackenzie;design;30;35.0;206;65;artes e humanidades;14.56;31.55
6599;universidade presbiteriana mackenzie;direito;185;35.0;1349;258;negocios, administracao e direito;13.71;19.13
6600;universidade presbiteriana mackenzie;educacao fisica;5;35.0;66;26;educacao;7.58;39.39
6601;universidade presbiteriana mackenzie;engenharia civil;60;35.0;549;203;engenharia, producao e construcao;10.93;36.98
6602;universidade presbiteriana mackenzie;engenharia de materiais;16;35.0;106;58;engenharia, producao e construcao;15.09;54.72
6603;universidade presbiteriana mackenzie;engenharia de producao;33;35.0;231;86;engenharia, producao e construcao;14.29;37.23
6604;universidade presbiteriana mackenzie;engenharia eletronica;2;35.0;116;116;engenharia, producao e construcao;1.72;100.0
6605;universidade presbiteriana mackenzie;engenharia eletrica;20;35.0;28;17;engenharia, producao e construcao;71.43;60.71
6606;universidade presbiteriana mackenzie;engenharia mecanica;27;35.0;216;108;engenharia, producao e construcao;12.5;50.0
6607;universidade presbiteriana mackenzie;farmacia;10;35.0;94;44;saude e bem-estar;10.64;46.81
6608;universidade presbiteriana mackenzie;filosofia;1;35.0;24;17;educacao;4.17;70.83
6609;universidade presbiteriana mackenzie;fisioterapia;6;35.0;20;10;saude e bem-estar;30.0;50.0
6611;universidade presbiteriana mackenzie;jornalismo;10;35.0;208;54;ciencias sociais, comunicacao e informacao;4.81;25.96
6613;universidade presbiteriana mackenzie;nutricao;12;35.0;63;27;saude e bem-estar;19.05;42.86
6614;universidade presbiteriana mackenzie;psicologia;36;35.0;306;83;ciencias sociais, comunicacao e informacao;11.76;27.12
6615;universidade presbiteriana mackenzie;quimica;14;35.0;108;45;educacao;12.96;41.67
6616;universidade presbiteriana mackenzie;sistemas de informacao;33;35.0;258;127;computacao e tecnologias da informacao e comunicacao (tic);12.79;49.22
6617;universidade presbiteriana mackenzie;teologia;13;35.0;193;49;artes e humanidades;6.74;25.39
6618;universidade regional do noroeste do estado do rio grande do sul;administracao;67;43.0;439;293;negocios, administracao e direito;15.26;66.74
6619;universidade regional do noroeste do estado do rio grande do sul;agronomia;21;43.0;122;63;agricultura, silvicultura, pesca e veterinaria;17.21;51.64
6620;universidade regional do noroeste do estado do rio grande do sul;ciencia da computacao;32;43.0;104;77;computacao e tecnologias da informacao e comunicacao (tic);30.77;74.04
6621;universidade regional do noroeste do estado do rio grande do sul;ciencias biologicas;22;43.0;73;49;educacao;30.14;67.12
6622;universidade regional do noroeste do estado do rio grande do sul;ciencias contabeis;21;43.0;135;77;negocios, administracao e direito;15.56;57.04
6623;universidade regional do noroeste do estado do rio grande do sul;ciencias economicas;5;43.0;39;26;ciencias sociais, comunicacao e informacao;12.82;66.67
6624;universidade regional do noroeste do estado do rio grande do sul;comunicacao social - publicidade e propaganda;8;43.0;38;16;negocios, administracao e direito;21.05;42.11
6625;universidade regional do noroeste do estado do rio grande do sul;design;15;43.0;64;59;artes e humanidades;23.44;92.19
6626;universidade regional do noroeste do estado do rio grande do sul;direito;81;43.0;578;347;negocios, administracao e direito;14.01;60.03
6627;universidade regional do noroeste do estado do rio grande do sul;educacao fisica;42;43.0;230;132;educacao;18.26;57.39
6628;universidade regional do noroeste do estado do rio grande do sul;enfermagem;17;43.0;67;36;saude e bem-estar;25.37;53.73
6629;universidade regional do noroeste do estado do rio grande do sul;engenharia civil;34;43.0;269;165;engenharia, producao e construcao;12.64;61.34
6630;universidade regional do noroeste do estado do rio grande do sul;engenharia eletrica;26;43.0;172;116;engenharia, producao e construcao;15.12;67.44
6631;universidade regional do noroeste do estado do rio grande do sul;engenharia mecanica;21;43.0;123;89;engenharia, producao e construcao;17.07;72.36
6632;universidade regional do noroeste do estado do rio grande do sul;estetica e cosmetica;8;43.0;38;15;servicos;21.05;39.47
6633;universidade regional do noroeste do estado do rio grande do sul;farmacia;18;43.0;78;35;saude e bem-estar;23.08;44.87
6634;universidade regional do noroeste do estado do rio grande do sul;fisioterapia;11;43.0;61;19;saude e bem-estar;18.03;31.15
6635;universidade regional do noroeste do estado do rio grande do sul;fisica;6;43.0;23;12;educacao;26.09;52.17
6636;universidade regional do noroeste do estado do rio grande do sul;jornalismo;11;43.0;50;28;ciencias sociais, comunicacao e informacao;22.0;56.0
6637;universidade regional do noroeste do estado do rio grande do sul;matematica;10;43.0;24;15;educacao;41.67;62.5
6638;universidade regional do noroeste do estado do rio grande do sul;medicina veterinaria;22;43.0;125;78;agricultura, silvicultura, pesca e veterinaria;17.6;62.4
6639;universidade regional do noroeste do estado do rio grande do sul;nutricao;16;43.0;53;35;saude e bem-estar;30.19;66.04
6640;universidade regional do noroeste do estado do rio grande do sul;pedagogia;24;43.0;125;70;educacao;19.2;56.0
6641;universidade regional do noroeste do estado do rio grande do sul;psicologia;29;43.0;157;95;ciencias sociais, comunicacao e informacao;18.47;60.51
6642;universidade regional do noroeste do estado do rio grande do sul;quimica;9;43.0;30;18;educacao;30.0;60.0
6643;universidade regional do noroeste do estado do rio grande do sul;relacoes publicas;11;43.0;19;11;negocios, administracao e direito;57.89;57.89
6644;universidade regional do noroeste do estado do rio grande do sul;servico social;11;43.0;29;15;saude e bem-estar;37.93;51.72
6645;universidade regional integrada do alto uruguai e das missoes;administracao;62;43.0;359;183;negocios, administracao e direito;17.27;50.97
6646;universidade regional integrada do alto uruguai e das missoes;agronegocio;4;43.0;15;8;agricultura, silvicultura, pesca e veterinaria;26.67;53.33
6647;universidade regional integrada do alto uruguai e das missoes;agronomia;6;43.0;93;33;agricultura, silvicultura, pesca e veterinaria;6.45;35.48
6648;universidade regional integrada do alto uruguai e das missoes;arquitetura e urbanismo;5;43.0;83;63;engenharia, producao e construcao;6.02;75.9
6649;universidade regional integrada do alto uruguai e das missoes;ciencia da computacao;23;43.0;90;59;computacao e tecnologias da informacao e comunicacao (tic);25.56;65.56
6650;universidade regional integrada do alto uruguai e das missoes;ciencias biologicas;21;43.0;46;21;educacao;45.65;45.65
6651;universidade regional integrada do alto uruguai e das missoes;ciencias contabeis;39;43.0;155;86;negocios, administracao e direito;25.16;55.48
6652;universidade regional integrada do alto uruguai e das missoes;direito;68;43.0;544;222;negocios, administracao e direito;12.5;40.81
6653;universidade regional integrada do alto uruguai e das missoes;educacao fisica;25;43.0;142;62;educacao;17.61;43.66
6654;universidade regional integrada do alto uruguai e das missoes;enfermagem;34;43.0;87;36;saude e bem-estar;39.08;41.38
6655;universidade regional integrada do alto uruguai e das missoes;engenharia agricola;7;43.0;24;13;agricultura, silvicultura, pesca e veterinaria;29.17;54.17
6656;universidade regional integrada do alto uruguai e das missoes;engenharia civil;26;43.0;162;82;engenharia, producao e construcao;16.05;50.62
6657;universidade regional integrada do alto uruguai e das missoes;engenharia de alimentos;7;43.0;16;7;engenharia, producao e construcao;43.75;43.75
6658;universidade regional integrada do alto uruguai e das missoes;engenharia mecanica;14;43.0;296;133;engenharia, producao e construcao;4.73;44.93
6659;universidade regional integrada do alto uruguai e das missoes;farmacia;26;43.0;61;22;saude e bem-estar;42.62;36.07
6660;universidade regional integrada do alto uruguai e das missoes;filosofia;2;43.0;9;9;artes e humanidades;22.22;100.0
6661;universidade regional integrada do alto uruguai e das missoes;fisioterapia;23;43.0;52;26;saude e bem-estar;44.23;50.0
6662;universidade regional integrada do alto uruguai e das missoes;matematica;14;43.0;32;22;educacao;43.75;68.75
6663;universidade regional integrada do alto uruguai e das missoes;nutricao;12;43.0;40;13;saude e bem-estar;30.0;32.5
6664;universidade regional integrada do alto uruguai e das missoes;odontologia;8;43.0;57;19;saude e bem-estar;14.04;33.33
6665;universidade regional integrada do alto uruguai e das missoes;pedagogia;26;43.0;146;83;educacao;17.81;56.85
6666;universidade regional integrada do alto uruguai e das missoes;psicologia;30;43.0;81;33;ciencias sociais, comunicacao e informacao;37.04;40.74
6667;universidade regional integrada do alto uruguai e das missoes;quimica;12;43.0;21;9;ciencias naturais, matematica e estatistica;57.14;42.86
6668;universidade regional integrada do alto uruguai e das missoes;servico social;7;43.0;15;6;saude e bem-estar;46.67;40.0
6669;universidade regional integrada do alto uruguai e das missoes;sistemas de informacao;5;43.0;26;21;computacao e tecnologias da informacao e comunicacao (tic);19.23;80.77
6670;universidade regional integrada do alto uruguai e das missoes;teologia;1;43.0;4;3;artes e humanidades;25.0;75.0
6671;universidade salvador;administracao;22;29.0;331;178;negocios, administracao e direito;6.65;53.78
6672;universidade salvador;arquitetura e urbanismo;37;29.0;398;185;engenharia, producao e construcao;9.3;46.48
6673;universidade salvador;ciencia da computacao;7;29.0;79;56;computacao e tecnologias da informacao e comunicacao (tic);8.86;70.89
6674;universidade salvador;ciencias contabeis;20;29.0;106;58;negocios, administracao e direito;18.87;54.72
6675;universidade salvador;comunicacao social - publicidade e propaganda;7;29.0;97;48;negocios, administracao e direito;7.22;49.48
6676;universidade salvador;design;7;29.0;53;29;artes e humanidades;13.21;54.72
6677;universidade salvador;design de interiores;12;29.0;182;90;artes e humanidades;6.59;49.45
6678;universidade salvador;design de moda;12;29.0;138;80;artes e humanidades;8.7;57.97
6679;universidade salvador;direito;13;29.0;197;100;negocios, administracao e direito;6.6;50.76
6680;universidade salvador;enfermagem;20;29.0;286;134;saude e bem-estar;6.99;46.85
6681;universidade salvador;engenharia ambiental e sanitaria;13;29.0;98;57;engenharia, producao e construcao;13.27;58.16
6682;universidade salvador;engenharia civil;46;29.0;615;338;engenharia, producao e construcao;7.48;54.96
6683;universidade salvador;engenharia de computacao;4;29.0;30;21;engenharia, producao e construcao;13.33;70.0
6684;universidade salvador;engenharia de producao;10;29.0;141;76;engenharia, producao e construcao;7.09;53.9
6685;universidade salvador;engenharia eletrica;27;29.0;139;90;engenharia, producao e construcao;19.42;64.75
6686;universidade salvador;engenharia mecatronica;7;29.0;62;47;engenharia, producao e construcao;11.29;75.81
6687;universidade salvador;engenharia mecanica;16;29.0;297;173;engenharia, producao e construcao;5.39;58.25
6688;universidade salvador;engenharia quimica;17;29.0;213;114;engenharia, producao e construcao;7.98;53.52
6689;universidade salvador;estetica e cosmetica;6;29.0;62;31;servicos;9.68;50.0
6690;universidade salvador;fisioterapia;10;29.0;66;18;saude e bem-estar;15.15;27.27
6691;universidade salvador;gestao ambiental;4;29.0;25;12;engenharia, producao e construcao;16.0;48.0
6692;universidade salvador;gestao comercial;12;29.0;81;40;negocios, administracao e direito;14.81;49.38
6693;universidade salvador;logistica;11;29.0;104;70;negocios, administracao e direito;10.58;67.31
6694;universidade salvador;nutricao;9;29.0;95;39;saude e bem-estar;9.47;41.05
6695;universidade salvador;psicologia;2;29.0;122;54;ciencias sociais, comunicacao e informacao;1.64;44.26
6696;universidade salvador;redes de computadores;13;29.0;105;71;computacao e tecnologias da informacao e comunicacao (tic);12.38;67.62
6697;universidade salvador;relacoes publicas;6;29.0;14;6;negocios, administracao e direito;42.86;42.86
6698;universidade salvador;sistemas de informacao;11;29.0;114;78;computacao e tecnologias da informacao e comunicacao (tic);9.65;68.42
6699;universidade salvador;sistemas para internet;4;29.0;62;42;computacao e tecnologias da informacao e comunicacao (tic);6.45;67.74
6700;universidade santa cecilia;administracao;28;35.0;44;31;negocios, administracao e direito;63.64;70.45
6701;universidade santa cecilia;arquitetura e urbanismo;10;35.0;84;29;engenharia, producao e construcao;11.9;34.52
6702;universidade santa cecilia;ciencia da computacao;14;35.0;98;69;computacao e tecnologias da informacao e comunicacao (tic);14.29;70.41
6703;universidade santa cecilia;ciencias biologicas;14;35.0;107;58;educacao;13.08;54.21
6704;universidade santa cecilia;ciencias contabeis;6;35.0;16;9;negocios, administracao e direito;37.5;56.25
6705;universidade santa cecilia;comunicacao social - jornalismo;21;35.0;21;16;ciencias sociais, comunicacao e informacao;100.0;76.19
6706;universidade santa cecilia;design de interiores;6;35.0;17;12;artes e humanidades;35.29;70.59
6707;universidade santa cecilia;direito;17;35.0;72;49;negocios, administracao e direito;23.61;68.06
6708;universidade santa cecilia;educacao fisica;15;35.0;207;168;educacao;7.25;81.16
6709;universidade santa cecilia;engenharia civil;32;35.0;214;122;engenharia, producao e construcao;14.95;57.01
6710;universidade santa cecilia;engenharia da computacao;5;35.0;31;24;engenharia, producao e construcao;16.13;77.42
6711;universidade santa cecilia;engenharia de petroleo;24;35.0;118;99;engenharia, producao e construcao;20.34;83.9
6712;universidade santa cecilia;engenharia de producao;7;35.0;44;29;engenharia, producao e construcao;15.91;65.91
6713;universidade santa cecilia;engenharia eletronica;6;35.0;24;18;engenharia, producao e construcao;25.0;75.0
6714;universidade santa cecilia;engenharia eletrica;11;35.0;63;35;engenharia, producao e construcao;17.46;55.56
6715;universidade santa cecilia;engenharia mecanica;28;35.0;151;93;engenharia, producao e construcao;18.54;61.59
6716;universidade santa cecilia;engenharia quimica;25;35.0;131;71;engenharia, producao e construcao;19.08;54.2
6717;universidade santa cecilia;farmacia;4;35.0;13;7;saude e bem-estar;30.77;53.85
6718;universidade santa cecilia;fisioterapia;10;35.0;16;14;saude e bem-estar;62.5;87.5
6719;universidade santa cecilia;gestao comercial;6;35.0;16;6;negocios, administracao e direito;37.5;37.5
6720;universidade santa cecilia;logistica;6;35.0;33;23;negocios, administracao e direito;18.18;69.7
6721;universidade santa cecilia;odontologia;11;35.0;21;8;saude e bem-estar;52.38;38.1
6722;universidade santa cecilia;pedagogia;5;35.0;60;30;educacao;8.33;50.0
6723;universidade santa cecilia;producao multimidia;12;35.0;30;18;artes e humanidades;40.0;60.0
6724;universidade sao francisco;administracao;88;35.0;206;97;negocios, administracao e direito;42.72;47.09
6725;universidade sao francisco;arquitetura e urbanismo;7;35.0;53;18;engenharia, producao e construcao;13.21;33.96
6726;universidade sao francisco;ciencias contabeis;9;35.0;38;19;negocios, administracao e direito;23.68;50.0
6727;universidade sao francisco;enfermagem;10;35.0;71;44;saude e bem-estar;14.08;61.97
6728;universidade sao francisco;engenharia ambiental e sanitaria;10;35.0;62;41;engenharia, producao e construcao;16.13;66.13
6729;universidade sao francisco;engenharia civil;8;35.0;140;94;engenharia, producao e construcao;5.71;67.14
6730;universidade sao francisco;engenharia de producao;10;35.0;168;129;engenharia, producao e construcao;5.95;76.79
6731;universidade sao francisco;engenharia eletrica;27;35.0;117;75;engenharia, producao e construcao;23.08;64.1
6732;universidade sao francisco;engenharia mecanica;21;35.0;180;135;engenharia, producao e construcao;11.67;75.0
6733;universidade sao francisco;farmacia;49;35.0;179;103;saude e bem-estar;27.37;57.54
6734;universidade sao francisco;fisioterapia;13;35.0;95;67;saude e bem-estar;13.68;70.53
6735;universidade sao francisco;gestao ambiental;14;35.0;74;32;engenharia, producao e construcao;18.92;43.24
6736;universidade sao francisco;logistica;11;35.0;73;39;negocios, administracao e direito;15.07;53.42
6737;universidade sao francisco;medicina;11;35.0;128;39;saude e bem-estar;8.59;30.47
6738;universidade sao francisco;odontologia;14;35.0;77;59;saude e bem-estar;18.18;76.62
6739;universidade sao francisco;processos gerenciais;16;35.0;106;44;negocios, administracao e direito;15.09;41.51
6740;universidade sao francisco;psicologia;47;35.0;159;107;ciencias sociais, comunicacao e informacao;29.56;67.3
6741;universidade sao judas tadeu;administracao;419;35.0;1110;636;negocios, administracao e direito;37.75;57.3
6742;universidade sao judas tadeu;arquitetura e urbanismo;81;35.0;244;146;engenharia, producao e construcao;33.2;59.84
6743;universidade sao judas tadeu;ciencia da computacao;108;35.0;198;131;computacao e tecnologias da informacao e comunicacao (tic);54.55;66.16
6744;universidade sao judas tadeu;ciencias biologicas;53;35.0;168;109;educacao;31.55;64.88
6745;universidade sao judas tadeu;ciencias contabeis;200;35.0;385;192;negocios, administracao e direito;51.95;49.87
6746;universidade sao judas tadeu;ciencias economicas;63;35.0;132;72;ciencias sociais, comunicacao e informacao;47.73;54.55
6747;universidade sao judas tadeu;comunicacao social - radialismo (radio e tv);35;35.0;66;39;ciencias sociais, comunicacao e informacao;53.03;59.09
6748;universidade sao judas tadeu;design;97;35.0;198;111;artes e humanidades;48.99;56.06
6749;universidade sao judas tadeu;direito;520;35.0;1323;879;negocios, administracao e direito;39.3;66.44
6750;universidade sao judas tadeu;educacao fisica;48;35.0;171;122;educacao;28.07;71.35
6751;universidade sao judas tadeu;engenharia civil;200;35.0;453;359;engenharia, producao e construcao;44.15;79.25
6752;universidade sao judas tadeu;engenharia de computacao;46;35.0;92;71;engenharia, producao e construcao;50.0;77.17
6753;universidade sao judas tadeu;engenharia de producao;159;35.0;324;221;engenharia, producao e construcao;49.07;68.21
6754;universidade sao judas tadeu;engenharia eletrica;128;35.0;218;161;engenharia, producao e construcao;58.72;73.85
6755;universidade sao judas tadeu;engenharia mecanica;140;35.0;252;200;engenharia, producao e construcao;55.56;79.37
6756;universidade sao judas tadeu;farmacia;88;35.0;124;52;saude e bem-estar;70.97;41.94
6757;universidade sao judas tadeu;fisioterapia;87;35.0;94;54;saude e bem-estar;92.55;57.45
6758;universidade sao judas tadeu;jornalismo;86;35.0;129;58;ciencias sociais, comunicacao e informacao;66.67;44.96
6759;universidade sao judas tadeu;letras - portugues e ingles;30;35.0;80;69;artes e humanidades;37.5;86.25
6760;universidade sao judas tadeu;letras - tradutor e interprete;24;35.0;68;46;artes e humanidades;35.29;67.65
6761;universidade sao judas tadeu;nutricao;68;35.0;88;42;saude e bem-estar;77.27;47.73
6762;universidade sao judas tadeu;pedagogia;27;35.0;34;23;educacao;79.41;67.65
