;instituicao;curso;qtd_bolsas;cod_estado;qtd_ingressantes;qtd_desistencias;grande_area;percentual_bolsas;taxa_desistencia_acumulada
5734;universidade de uberaba;odontologia;15;31.0;158;45;saude e bem-estar;9.49;28.48
5735;universidade de uberaba;pedagogia;3;31.0;43;12;educacao;6.98;27.91
5736;universidade de uberaba;processos gerenciais;5;31.0;83;36;negocios, administracao e direito;6.02;43.37
5737;universidade de uberaba;psicologia;6;31.0;115;48;ciencias sociais, comunicacao e informacao;5.22;41.74
5738;universidade de uberaba;sistemas de informacao;3;31.0;59;37;computacao e tecnologias da informacao e comunicacao (tic);5.08;62.71
5739;universidade do extremo sul catarinense;administracao;29;42.0;398;244;negocios, administracao e direito;7.29;61.31
5740;universidade do extremo sul catarinense;arquitetura e urbanismo;8;42.0;87;49;engenharia, producao e construcao;9.2;56.32
5741;universidade do extremo sul catarinense;artes visuais;11;42.0;130;72;artes e humanidades;8.46;55.38
5742;universidade do extremo sul catarinense;ciencia da computacao;6;42.0;132;88;computacao e tecnologias da informacao e comunicacao (tic);4.55;66.67
5743;universidade do extremo sul catarinense;ciencias biologicas;7;42.0;126;85;educacao;5.56;67.46
5744;universidade do extremo sul catarinense;ciencias contabeis;15;42.0;252;91;negocios, administracao e direito;5.95;36.11
5745;universidade do extremo sul catarinense;ciencias economicas;3;42.0;71;39;ciencias sociais, comunicacao e informacao;4.23;54.93
5746;universidade do extremo sul catarinense;design de moda;7;42.0;69;26;artes e humanidades;10.14;37.68
5747;universidade do extremo sul catarinense;direito;23;42.0;419;191;negocios, administracao e direito;5.49;45.58
5748;universidade do extremo sul catarinense;educacao fisica;13;42.0;240;147;educacao;5.42;61.25
5749;universidade do extremo sul catarinense;enfermagem;8;42.0;107;44;saude e bem-estar;7.48;41.12
5750;universidade do extremo sul catarinense;engenharia ambiental e sanitaria;8;42.0;100;68;engenharia, producao e construcao;8.0;68.0
5751;universidade do extremo sul catarinense;engenharia civil;13;42.0;137;83;engenharia, producao e construcao;9.49;60.58
5752;universidade do extremo sul catarinense;engenharia de agrimensura;3;42.0;76;36;engenharia, producao e construcao;3.95;47.37
5753;universidade do extremo sul catarinense;engenharia de materiais;5;42.0;60;43;engenharia, producao e construcao;8.33;71.67
5754;universidade do extremo sul catarinense;engenharia quimica;4;42.0;90;56;engenharia, producao e construcao;4.44;62.22
5755;universidade do extremo sul catarinense;farmacia;4;42.0;94;37;saude e bem-estar;4.26;39.36
5756;universidade do extremo sul catarinense;fisioterapia;5;42.0;53;25;saude e bem-estar;9.43;47.17
5757;universidade do extremo sul catarinense;gestao de recursos humanos;11;42.0;70;31;negocios, administracao e direito;15.71;44.29
5758;universidade do extremo sul catarinense;letras - ingles;8;42.0;48;29;educacao;16.67;60.42
5759;universidade do extremo sul catarinense;medicina;7;42.0;80;12;saude e bem-estar;8.75;15.0
5760;universidade do extremo sul catarinense;nutricao;7;42.0;58;30;saude e bem-estar;12.07;51.72
5761;universidade do extremo sul catarinense;pedagogia;12;42.0;169;136;educacao;7.1;80.47
5762;universidade do extremo sul catarinense;processos gerenciais;5;42.0;53;23;negocios, administracao e direito;9.43;43.4
5763;universidade do extremo sul catarinense;psicologia;13;42.0;154;92;ciencias sociais, comunicacao e informacao;8.44;59.74
5764;universidade do grande rio professor jose de souza herdy;administracao;164;33.0;2086;1138;negocios, administracao e direito;7.86;54.55
5765;universidade do grande rio professor jose de souza herdy;analise e desenvolvimento de sistemas;7;33.0;178;135;computacao e tecnologias da informacao e comunicacao (tic);3.93;75.84
5766;universidade do grande rio professor jose de souza herdy;artes visuais;4;33.0;57;29;educacao;7.02;50.88
5767;universidade do grande rio professor jose de souza herdy;ciencias biologicas;37;33.0;577;250;educacao;6.41;43.33
5768;universidade do grande rio professor jose de souza herdy;ciencias contabeis;25;33.0;358;192;negocios, administracao e direito;6.98;53.63
5769;universidade do grande rio professor jose de souza herdy;direito;41;33.0;752;433;negocios, administracao e direito;5.45;57.58
5770;universidade do grande rio professor jose de souza herdy;educacao fisica;12;33.0;185;73;educacao;6.49;39.46
5771;universidade do grande rio professor jose de souza herdy;enfermagem;70;33.0;792;451;saude e bem-estar;8.84;56.94
5772;universidade do grande rio professor jose de souza herdy;engenharia de petroleo e gas;14;33.0;253;125;engenharia, producao e construcao;5.53;49.41
5773;universidade do grande rio professor jose de souza herdy;engenharia de producao;19;33.0;342;189;engenharia, producao e construcao;5.56;55.26
5774;universidade do grande rio professor jose de souza herdy;farmacia;52;33.0;315;159;saude e bem-estar;16.51;50.48
5775;universidade do grande rio professor jose de souza herdy;fisioterapia;5;33.0;93;58;saude e bem-estar;5.38;62.37
5776;universidade do grande rio professor jose de souza herdy;gestao ambiental;13;33.0;139;54;engenharia, producao e construcao;9.35;38.85
5777;universidade do grande rio professor jose de souza herdy;gestao de recursos humanos;15;33.0;440;178;negocios, administracao e direito;3.41;40.45
5778;universidade do grande rio professor jose de souza herdy;historia;9;33.0;81;39;educacao;11.11;48.15
5779;universidade do grande rio professor jose de souza herdy;informatica;3;33.0;49;31;educacao;6.12;63.27
5780;universidade do grande rio professor jose de souza herdy;letras - portugues e ingles;7;33.0;141;86;educacao;4.96;60.99
5781;universidade do grande rio professor jose de souza herdy;marketing;8;33.0;82;36;negocios, administracao e direito;9.76;43.9
5782;universidade do grande rio professor jose de souza herdy;matematica;5;33.0;86;39;educacao;5.81;45.35
5783;universidade do grande rio professor jose de souza herdy;medicina;17;33.0;234;94;saude e bem-estar;7.26;40.17
5784;universidade do grande rio professor jose de souza herdy;medicina veterinaria;3;33.0;87;44;agricultura, silvicultura, pesca e veterinaria;3.45;50.57
5785;universidade do grande rio professor jose de souza herdy;nutricao;21;33.0;272;157;saude e bem-estar;7.72;57.72
5786;universidade do grande rio professor jose de souza herdy;odontologia;10;33.0;146;58;saude e bem-estar;6.85;39.73
5787;universidade do grande rio professor jose de souza herdy;pedagogia;17;33.0;282;143;educacao;6.03;50.71
5788;universidade do grande rio professor jose de souza herdy;petroleo e gas;6;33.0;80;56;engenharia, producao e construcao;7.5;70.0
5789;universidade do grande rio professor jose de souza herdy;planejamento logistico de cargas;13;33.0;156;65;negocios, administracao e direito;8.33;41.67
5790;universidade do grande rio professor jose de souza herdy;publicidade e propaganda;10;33.0;307;163;negocios, administracao e direito;3.26;53.09
5791;universidade do grande rio professor jose de souza herdy;quimica;32;33.0;412;216;educacao;7.77;52.43
5792;universidade do grande rio professor jose de souza herdy;radiologia;7;33.0;172;96;saude e bem-estar;4.07;55.81
5793;universidade do grande rio professor jose de souza herdy;secretariado executivo;6;33.0;98;38;negocios, administracao e direito;6.12;38.78
5794;universidade do grande rio professor jose de souza herdy;servico social;24;33.0;234;135;saude e bem-estar;10.26;57.69
5795;universidade do grande rio professor jose de souza herdy;sistemas de informacao;14;33.0;244;155;computacao e tecnologias da informacao e comunicacao (tic);5.74;63.52
5796;universidade do oeste de santa catarina;administracao;78;42.0;843;479;negocios, administracao e direito;9.25;56.82
5797;universidade do oeste de santa catarina;agronomia;12;42.0;184;80;agricultura, silvicultura, pesca e veterinaria;6.52;43.48
5798;universidade do oeste de santa catarina;analise e desenvolvimento de sistemas;4;42.0;27;17;computacao e tecnologias da informacao e comunicacao (tic);14.81;62.96
5799;universidade do oeste de santa catarina;arquitetura e urbanismo;11;42.0;130;56;engenharia, producao e construcao;8.46;43.08
5800;universidade do oeste de santa catarina;artes cenicas;3;42.0;70;44;educacao;4.29;62.86
5801;universidade do oeste de santa catarina;artes visuais;3;42.0;71;38;educacao;4.23;53.52
5802;universidade do oeste de santa catarina;biomedicina;1;42.0;45;36;saude e bem-estar;2.22;80.0
5803;universidade do oeste de santa catarina;biotecnologia industrial;3;42.0;31;22;ciencias naturais, matematica e estatistica;9.68;70.97
5804;universidade do oeste de santa catarina;ciencias biologicas;5;42.0;103;68;ciencias naturais, matematica e estatistica;4.85;66.02
5805;universidade do oeste de santa catarina;ciencias contabeis;36;42.0;454;238;negocios, administracao e direito;7.93;52.42
5806;universidade do oeste de santa catarina;design;12;42.0;138;76;artes e humanidades;8.7;55.07
5807;universidade do oeste de santa catarina;direito;64;42.0;1018;498;negocios, administracao e direito;6.29;48.92
5808;universidade do oeste de santa catarina;educacao fisica;34;42.0;340;192;educacao;10.0;56.47
5809;universidade do oeste de santa catarina;enfermagem;8;42.0;114;45;saude e bem-estar;7.02;39.47
5810;universidade do oeste de santa catarina;engenharia ambiental e sanitaria;2;42.0;42;25;engenharia, producao e construcao;4.76;59.52
5811;universidade do oeste de santa catarina;engenharia bioenergetica;6;42.0;50;13;engenharia, producao e construcao;12.0;26.0
5812;universidade do oeste de santa catarina;engenharia civil;5;42.0;96;29;engenharia, producao e construcao;5.21;30.21
5813;universidade do oeste de santa catarina;engenharia de alimentos;2;42.0;100;63;engenharia, producao e construcao;2.0;63.0
5814;universidade do oeste de santa catarina;engenharia de computacao;4;42.0;63;40;engenharia, producao e construcao;6.35;63.49
5815;universidade do oeste de santa catarina;engenharia de producao mecanica;7;42.0;131;94;engenharia, producao e construcao;5.34;71.76
5816;universidade do oeste de santa catarina;engenharia eletrica;5;42.0;62;38;engenharia, producao e construcao;8.06;61.29
5817;universidade do oeste de santa catarina;engenharia florestal;3;42.0;31;20;agricultura, silvicultura, pesca e veterinaria;9.68;64.52
5818;universidade do oeste de santa catarina;farmacia;4;42.0;47;29;saude e bem-estar;8.51;61.7
5819;universidade do oeste de santa catarina;fisioterapia;2;42.0;59;35;saude e bem-estar;3.39;59.32
5820;universidade do oeste de santa catarina;gestao ambiental;10;42.0;101;58;engenharia, producao e construcao;9.9;57.43
5821;universidade do oeste de santa catarina;gestao comercial;6;42.0;58;36;negocios, administracao e direito;10.34;62.07
5822;universidade do oeste de santa catarina;gestao de recursos humanos;7;42.0;49;21;negocios, administracao e direito;14.29;42.86
5823;universidade do oeste de santa catarina;jornalismo;3;42.0;53;40;ciencias sociais, comunicacao e informacao;5.66;75.47
5824;universidade do oeste de santa catarina;logistica;8;42.0;63;43;negocios, administracao e direito;12.7;68.25
5825;universidade do oeste de santa catarina;medicina;5;42.0;61;14;saude e bem-estar;8.2;22.95
5826;universidade do oeste de santa catarina;medicina veterinaria;4;42.0;87;37;agricultura, silvicultura, pesca e veterinaria;4.6;42.53
5827;universidade do oeste de santa catarina;nutricao;2;42.0;22;9;saude e bem-estar;9.09;40.91
5828;universidade do oeste de santa catarina;odontologia;9;42.0;91;47;saude e bem-estar;9.89;51.65
5829;universidade do oeste de santa catarina;pedagogia;17;42.0;475;247;educacao;3.58;52.0
5830;universidade do oeste de santa catarina;psicologia;14;42.0;334;160;ciencias sociais, comunicacao e informacao;4.19;47.9
5831;universidade do oeste de santa catarina;publicidade e propaganda;3;42.0;42;17;negocios, administracao e direito;7.14;40.48
5832;universidade do oeste de santa catarina;sistema de informacao;13;42.0;99;73;computacao e tecnologias da informacao e comunicacao (tic);13.13;73.74
5833;universidade do oeste de santa catarina;sistemas de informacao;1;42.0;50;29;computacao e tecnologias da informacao e comunicacao (tic);2.0;58.0
5834;universidade do oeste de santa catarina;zootecnia;1;42.0;51;39;agricultura, silvicultura, pesca e veterinaria;1.96;76.47
5835;universidade do oeste paulista;administracao;14;35.0;383;208;negocios, administracao e direito;3.66;54.31
5836;universidade do oeste paulista;agronegocio;4;35.0;48;27;agricultura, silvicultura, pesca e veterinaria;8.33;56.25
5837;universidade do oeste paulista;agronomia;7;35.0;125;42;agricultura, silvicultura, pesca e veterinaria;5.6;33.6
5838;universidade do oeste paulista;arquitetura e urbanismo;7;35.0;104;47;engenharia, producao e construcao;6.73;45.19
5839;universidade do oeste paulista;artes visuais;7;35.0;53;33;educacao;13.21;62.26
5840;universidade do oeste paulista;ciencia da computacao;6;35.0;39;23;computacao e tecnologias da informacao e comunicacao (tic);15.38;58.97
5841;universidade do oeste paulista;ciencias biologicas;13;35.0;167;96;educacao;7.78;57.49
5842;universidade do oeste paulista;ciencias contabeis;5;35.0;114;57;negocios, administracao e direito;4.39;50.0
5843;universidade do oeste paulista;comunicacao social;28;35.0;199;199;ciencias sociais, comunicacao e informacao;14.07;100.0
5844;universidade do oeste paulista;design de interiores;3;35.0;34;14;artes e humanidades;8.82;41.18
5845;universidade do oeste paulista;direito;16;35.0;235;129;negocios, administracao e direito;6.81;54.89
5846;universidade do oeste paulista;educacao fisica;14;35.0;262;128;educacao;5.34;48.85
5847;universidade do oeste paulista;enfermagem;14;35.0;163;78;saude e bem-estar;8.59;47.85
5848;universidade do oeste paulista;engenharia ambiental e sanitaria;6;35.0;71;37;engenharia, producao e construcao;8.45;52.11
5849;universidade do oeste paulista;engenharia civil;7;35.0;181;57;engenharia, producao e construcao;3.87;31.49
5850;universidade do oeste paulista;farmacia;12;35.0;90;23;saude e bem-estar;13.33;25.56
5851;universidade do oeste paulista;filosofia;2;35.0;11;7;educacao;18.18;63.64
5852;universidade do oeste paulista;fisioterapia;9;35.0;80;45;saude e bem-estar;11.25;56.25
5853;universidade do oeste paulista;fonoaudiologia;5;35.0;29;17;saude e bem-estar;17.24;58.62
5854;universidade do oeste paulista;fisica;1;35.0;9;4;educacao;11.11;44.44
5855;universidade do oeste paulista;geografia;2;35.0;17;10;educacao;11.76;58.82
5856;universidade do oeste paulista;gestao comercial;2;35.0;129;53;negocios, administracao e direito;1.55;41.09
5857;universidade do oeste paulista;gestao da tecnologia da informacao;7;35.0;57;37;computacao e tecnologias da informacao e comunicacao (tic);12.28;64.91
5858;universidade do oeste paulista;letras - portugues e ingles;7;35.0;30;13;educacao;23.33;43.33
5859;universidade do oeste paulista;matematica;4;35.0;34;15;educacao;11.76;44.12
5860;universidade do oeste paulista;medicina;18;35.0;326;30;saude e bem-estar;5.52;9.2
5861;universidade do oeste paulista;medicina veterinaria;8;35.0;122;41;agricultura, silvicultura, pesca e veterinaria;6.56;33.61
5862;universidade do oeste paulista;nutricao;7;35.0;41;18;saude e bem-estar;17.07;43.9
5863;universidade do oeste paulista;odontologia;6;35.0;100;33;saude e bem-estar;6.0;33.0
5864;universidade do oeste paulista;pedagogia;11;35.0;104;59;educacao;10.58;56.73
5865;universidade do oeste paulista;producao fonografica;5;35.0;18;5;artes e humanidades;27.78;27.78
5866;universidade do oeste paulista;producao sucroalcooleira;5;35.0;34;19;engenharia, producao e construcao;14.71;55.88
5867;universidade do oeste paulista;psicologia;16;35.0;170;48;ciencias sociais, comunicacao e informacao;9.41;28.24
5868;universidade do oeste paulista;quimica;9;35.0;113;72;educacao;7.96;63.72
5869;universidade do oeste paulista;radiologia;3;35.0;32;15;saude e bem-estar;9.38;46.88
5870;universidade do oeste paulista;redes de computadores;7;35.0;53;36;computacao e tecnologias da informacao e comunicacao (tic);13.21;67.92
5871;universidade do oeste paulista;sistemas de informacao;9;35.0;137;87;computacao e tecnologias da informacao e comunicacao (tic);6.57;63.5
5872;universidade do oeste paulista;sistemas para internet;8;35.0;90;58;computacao e tecnologias da informacao e comunicacao (tic);8.89;64.44
5873;universidade do oeste paulista;turismo;2;35.0;16;9;servicos;12.5;56.25
5874;universidade do oeste paulista;zootecnia;4;35.0;29;18;agricultura, silvicultura, pesca e veterinaria;13.79;62.07
5875;universidade do planalto catarinense;direito;9;42.0;289;131;negocios, administracao e direito;3.11;45.33
5876;universidade do planalto catarinense;engenharia de producao;4;42.0;132;76;engenharia, producao e construcao;3.03;57.58
5877;universidade do planalto catarinense;psicologia;5;42.0;67;30;ciencias sociais, comunicacao e informacao;7.46;44.78
5878;universidade do planalto catarinense;sistemas de informacao;4;42.0;65;37;computacao e tecnologias da informacao e comunicacao (tic);6.15;56.92
5879;universidade do sul de santa catarina;administracao;55;42.0;491;318;negocios, administracao e direito;11.2;64.77
5880;universidade do sul de santa catarina;agronomia;12;42.0;37;25;agricultura, silvicultura, pesca e veterinaria;32.43;67.57
5881;universidade do sul de santa catarina;arquitetura e urbanismo;30;42.0;181;113;engenharia, producao e construcao;16.57;62.43
5882;universidade do sul de santa catarina;cinema e audiovisual;2;42.0;30;20;artes e humanidades;6.67;66.67
5883;universidade do sul de santa catarina;ciencia da computacao;16;42.0;125;92;computacao e tecnologias da informacao e comunicacao (tic);12.8;73.6
5884;universidade do sul de santa catarina;ciencias biologicas;12;42.0;39;29;educacao;30.77;74.36
5885;universidade do sul de santa catarina;ciencias contabeis;31;42.0;213;99;negocios, administracao e direito;14.55;46.48
5886;universidade do sul de santa catarina;design;13;42.0;47;39;artes e humanidades;27.66;82.98
5887;universidade do sul de santa catarina;design de moda;17;42.0;190;129;artes e humanidades;8.95;67.89
5888;universidade do sul de santa catarina;direito;166;42.0;1386;788;negocios, administracao e direito;11.98;56.85
5889;universidade do sul de santa catarina;educacao fisica;44;42.0;256;165;saude e bem-estar;17.19;64.45
5890;universidade do sul de santa catarina;enfermagem;3;42.0;67;36;saude e bem-estar;4.48;53.73
5891;universidade do sul de santa catarina;engenharia ambiental e sanitaria;10;42.0;63;42;engenharia, producao e construcao;15.87;66.67
5892;universidade do sul de santa catarina;engenharia civil;46;42.0;358;190;engenharia, producao e construcao;12.85;53.07
5893;universidade do sul de santa catarina;engenharia de producao;14;42.0;52;34;engenharia, producao e construcao;26.92;65.38
5894;universidade do sul de santa catarina;engenharia eletrica;13;42.0;85;52;engenharia, producao e construcao;15.29;61.18
5895;universidade do sul de santa catarina;engenharia quimica;7;42.0;69;50;engenharia, producao e construcao;10.14;72.46
5896;universidade do sul de santa catarina;estetica e cosmetica;3;42.0;51;32;servicos;5.88;62.75
5897;universidade do sul de santa catarina;farmacia;4;42.0;66;35;saude e bem-estar;6.06;53.03
5898;universidade do sul de santa catarina;fisioterapia;10;42.0;71;36;saude e bem-estar;14.08;50.7
5899;universidade do sul de santa catarina;gastronomia;5;42.0;30;14;servicos;16.67;46.67
5900;universidade do sul de santa catarina;historia;1;42.0;5;5;educacao;20.0;100.0
5901;universidade do sul de santa catarina;jornalismo;9;42.0;70;46;ciencias sociais, comunicacao e informacao;12.86;65.71
5902;universidade do sul de santa catarina;letras - espanhol;2;42.0;22;11;educacao;9.09;50.0
5903;universidade do sul de santa catarina;letras - ingles;2;42.0;41;21;educacao;4.88;51.22
5904;universidade do sul de santa catarina;marketing;4;42.0;50;25;negocios, administracao e direito;8.0;50.0
5905;universidade do sul de santa catarina;matematica;1;42.0;7;2;educacao;14.29;28.57
5906;universidade do sul de santa catarina;medicina;24;42.0;207;48;saude e bem-estar;11.59;23.19
5907;universidade do sul de santa catarina;nutricao;18;42.0;116;77;saude e bem-estar;15.52;66.38
5908;universidade do sul de santa catarina;odontologia;10;42.0;73;31;saude e bem-estar;13.7;42.47
5909;universidade do sul de santa catarina;pedagogia;3;42.0;47;22;educacao;6.38;46.81
5910;universidade do sul de santa catarina;psicologia;19;42.0;155;101;ciencias sociais, comunicacao e informacao;12.26;65.16
5911;universidade do sul de santa catarina;publicidade e propaganda;15;42.0;112;60;negocios, administracao e direito;13.39;53.57
5912;universidade do sul de santa catarina;quimica industrial;6;42.0;36;30;ciencias naturais, matematica e estatistica;16.67;83.33
5913;universidade do sul de santa catarina;relacoes internacionais;30;42.0;206;129;ciencias sociais, comunicacao e informacao;14.56;62.62
5914;universidade do sul de santa catarina;servico social;9;42.0;53;19;saude e bem-estar;16.98;35.85
5915;universidade do sul de santa catarina;sistemas de informacao;14;42.0;176;128;computacao e tecnologias da informacao e comunicacao (tic);7.95;72.73
5916;universidade do vale do itajai;administracao;19;42.0;990;699;negocios, administracao e direito;1.92;70.61
5917;universidade do vale do itajai;arquitetura e urbanismo;5;42.0;219;166;engenharia, producao e construcao;2.28;75.8
5918;universidade do vale do itajai;ciencia da computacao;2;42.0;186;163;computacao e tecnologias da informacao e comunicacao (tic);1.08;87.63
5919;universidade do vale do itajai;ciencias contabeis;2;42.0;313;229;negocios, administracao e direito;0.64;73.16
5920;universidade do vale do itajai;comercio exterior;13;42.0;370;281;negocios, administracao e direito;3.51;75.95
5921;universidade do vale do itajai;construcao naval;11;42.0;125;114;engenharia, producao e construcao;8.8;91.2
5922;universidade do vale do itajai;design de interiores;16;42.0;203;146;artes e humanidades;7.88;71.92
5923;universidade do vale do itajai;design de moda;8;42.0;160;125;artes e humanidades;5.0;78.12
5924;universidade do vale do itajai;design grafico;7;42.0;176;115;artes e humanidades;3.98;65.34
5925;universidade do vale do itajai;direito;21;42.0;1650;1155;negocios, administracao e direito;1.27;70.0
5926;universidade do vale do itajai;educacao fisica;26;42.0;447;350;educacao;5.82;78.3
5927;universidade do vale do itajai;enfermagem;2;42.0;120;99;saude e bem-estar;1.67;82.5
5928;universidade do vale do itajai;engenharia ambiental e sanitaria;5;42.0;100;88;engenharia, producao e construcao;5.0;88.0
5929;universidade do vale do itajai;engenharia civil;10;42.0;208;144;engenharia, producao e construcao;4.81;69.23
5930;universidade do vale do itajai;estetica e cosmetica;11;42.0;369;197;servicos;2.98;53.39
5931;universidade do vale do itajai;farmacia;8;42.0;80;55;saude e bem-estar;10.0;68.75
5932;universidade do vale do itajai;fisioterapia;8;42.0;86;71;saude e bem-estar;9.3;82.56
5933;universidade do vale do itajai;jogos digitais;3;42.0;59;49;computacao e tecnologias da informacao e comunicacao (tic);5.08;83.05
5934;universidade do vale do itajai;logistica;9;42.0;247;171;negocios, administracao e direito;3.64;69.23
5935;universidade do vale do itajai;medicina;10;42.0;87;36;saude e bem-estar;11.49;41.38
5936;universidade do vale do itajai;nutricao;4;42.0;96;75;saude e bem-estar;4.17;78.12
5937;universidade do vale do itajai;oceanografia;1;42.0;68;54;ciencias naturais, matematica e estatistica;1.47;79.41
5938;universidade do vale do itajai;odontologia;5;42.0;92;56;saude e bem-estar;5.43;60.87
5939;universidade do vale do itajai;producao publicitaria;3;42.0;28;19;negocios, administracao e direito;10.71;67.86
5940;universidade do vale do itajai;psicologia;7;42.0;267;190;ciencias sociais, comunicacao e informacao;2.62;71.16
5941;universidade do vale do itajai;publicidade e propaganda;7;42.0;172;129;negocios, administracao e direito;4.07;75.0
5942;universidade do vale do itajai;relacoes internacionais;4;42.0;144;117;ciencias sociais, comunicacao e informacao;2.78;81.25
5943;universidade do vale do itajai;sistemas para internet;11;42.0;56;43;computacao e tecnologias da informacao e comunicacao (tic);19.64;76.79
5944;universidade do vale do paraiba;administracao;41;35.0;111;79;negocios, administracao e direito;36.94;71.17
5945;universidade do vale do paraiba;arquitetura e urbanismo;7;35.0;63;37;engenharia, producao e construcao;11.11;58.73
5946;universidade do vale do paraiba;artes visuais;3;35.0;22;11;educacao;13.64;50.0
5947;universidade do vale do paraiba;biomedicina;6;35.0;25;10;saude e bem-estar;24.0;40.0
5948;universidade do vale do paraiba;ciencia da computacao;4;35.0;4;4;computacao e tecnologias da informacao e comunicacao (tic);100.0;100.0
5949;universidade do vale do paraiba;ciencias biologicas;10;35.0;87;46;educacao;11.49;52.87
5950;universidade do vale do paraiba;ciencias contabeis;10;35.0;37;29;negocios, administracao e direito;27.03;78.38
5951;universidade do vale do paraiba;comunicacao social - publicidade e propaganda;11;35.0;42;26;negocios, administracao e direito;26.19;61.9
5952;universidade do vale do paraiba;comunicacao social - radio e televisao;6;35.0;30;11;ciencias sociais, comunicacao e informacao;20.0;36.67
5953;universidade do vale do paraiba;design de moda;6;35.0;25;23;artes e humanidades;24.0;92.0
5954;universidade do vale do paraiba;direito;57;35.0;256;118;negocios, administracao e direito;22.27;46.09
5955;universidade do vale do paraiba;educacao fisica;39;35.0;345;207;educacao;11.3;60.0
5956;universidade do vale do paraiba;enfermagem;7;35.0;47;23;saude e bem-estar;14.89;48.94
5957;universidade do vale do paraiba;engenharia aeronautica e espaco;6;35.0;29;21;engenharia, producao e construcao;20.69;72.41
5958;universidade do vale do paraiba;engenharia ambiental e sanitaria;10;35.0;98;75;engenharia, producao e construcao;10.2;76.53
5959;universidade do vale do paraiba;engenharia civil;20;35.0;346;217;engenharia, producao e construcao;5.78;62.72
5960;universidade do vale do paraiba;engenharia da computacao;3;35.0;30;21;computacao e tecnologias da informacao e comunicacao (tic);10.0;70.0
5961;universidade do vale do paraiba;engenharia de materiais;1;35.0;22;19;engenharia, producao e construcao;4.55;86.36
5962;universidade do vale do paraiba;engenharia eletrica;4;35.0;37;28;engenharia, producao e construcao;10.81;75.68
5963;universidade do vale do paraiba;engenharia quimica;7;35.0;69;38;engenharia, producao e construcao;10.14;55.07
5964;universidade do vale do paraiba;farmacia;4;35.0;22;13;saude e bem-estar;18.18;59.09
5965;universidade do vale do paraiba;fisioterapia;9;35.0;31;16;saude e bem-estar;29.03;51.61
5966;universidade do vale do paraiba;gastronomia;6;35.0;45;24;servicos;13.33;53.33
5967;universidade do vale do paraiba;historia;4;35.0;41;18;educacao;9.76;43.9
5968;universidade do vale do paraiba;jornalismo;7;35.0;41;23;ciencias sociais, comunicacao e informacao;17.07;56.1
5969;universidade do vale do paraiba;nutricao;6;35.0;35;22;saude e bem-estar;17.14;62.86
5970;universidade do vale do paraiba;odontologia;18;35.0;42;16;saude e bem-estar;42.86;38.1
5971;universidade do vale do paraiba;pedagogia;27;35.0;117;50;educacao;23.08;42.74
5972;universidade do vale do paraiba;quimica;4;35.0;25;19;ciencias naturais, matematica e estatistica;16.0;76.0
5973;universidade do vale do paraiba;servico social;17;35.0;63;35;saude e bem-estar;26.98;55.56
5974;universidade do vale do rio dos sinos;administracao;300;43.0;1057;799;negocios, administracao e direito;28.38;75.59
5975;universidade do vale do rio dos sinos;analise e desenvolvimento de sistemas;36;43.0;228;173;computacao e tecnologias da informacao e comunicacao (tic);15.79;75.88
5976;universidade do vale do rio dos sinos;arquitetura e urbanismo;79;43.0;400;257;engenharia, producao e construcao;19.75;64.25
5977;universidade do vale do rio dos sinos;ciencia da computacao;38;43.0;208;172;computacao e tecnologias da informacao e comunicacao (tic);18.27;82.69
5978;universidade do vale do rio dos sinos;ciencias biologicas;23;43.0;252;183;educacao;9.13;72.62
5979;universidade do vale do rio dos sinos;ciencias contabeis;51;43.0;226;154;negocios, administracao e direito;22.57;68.14
5980;universidade do vale do rio dos sinos;ciencias economicas;21;43.0;97;60;ciencias sociais, comunicacao e informacao;21.65;61.86
5981;universidade do vale do rio dos sinos;ciencias sociais;2;43.0;29;23;educacao;6.9;79.31
5982;universidade do vale do rio dos sinos;comunicacao social - comunicacao digital;8;43.0;26;13;artes e humanidades;30.77;50.0
5983;universidade do vale do rio dos sinos;comunicacao social - habilitacao realizacao audiovisual;1;43.0;28;11;artes e humanidades;3.57;39.29
5984;universidade do vale do rio dos sinos;comunicacao social - publicidade e propaganda;61;43.0;266;187;negocios, administracao e direito;22.93;70.3
5985;universidade do vale do rio dos sinos;design;4;43.0;37;26;artes e humanidades;10.81;70.27
5986;universidade do vale do rio dos sinos;direito;263;43.0;960;620;negocios, administracao e direito;27.4;64.58
5987;universidade do vale do rio dos sinos;educacao fisica;22;43.0;304;214;educacao;7.24;70.39
5988;universidade do vale do rio dos sinos;enfermagem;51;43.0;238;175;saude e bem-estar;21.43;73.53
5989;universidade do vale do rio dos sinos;engenharia ambiental;10;43.0;129;104;engenharia, producao e construcao;7.75;80.62
5990;universidade do vale do rio dos sinos;engenharia civil;39;43.0;351;244;engenharia, producao e construcao;11.11;69.52
5991;universidade do vale do rio dos sinos;engenharia da computacao;6;43.0;40;29;engenharia, producao e construcao;15.0;72.5
5992;universidade do vale do rio dos sinos;engenharia de alimentos;17;43.0;69;59;engenharia, producao e construcao;24.64;85.51
5993;universidade do vale do rio dos sinos;engenharia de controle e automacao;9;43.0;96;92;engenharia, producao e construcao;9.38;95.83
5994;universidade do vale do rio dos sinos;engenharia de energia;7;43.0;52;46;engenharia, producao e construcao;13.46;88.46
5995;universidade do vale do rio dos sinos;engenharia de producao;38;43.0;316;243;engenharia, producao e construcao;12.03;76.9
